@relation vehicle-weka.filters.unsupervised.attribute.RandomProjection-N6-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute Class {opel,saab,bus,van}

@data
827.920286,235.55891,249.415316,-34.641016,-50.229473,-1030.570231,bus
909.326674,329.089653,252.879418,-98.726896,6.928203,-1158.74199,opel
840.044642,223.434554,284.056332,-55.425626,-84.87049,-1028.83818,saab
722.265187,315.233247,299.64479,-96.994845,8.660254,-952.627944,bus
943.96769,261.539672,266.735824,-8.660254,-8.660254,-1215.899667,opel
904.130522,400.103737,270.199926,-133.367912,20.78461,-1193.383006,opel
770.762609,258.07557,270.199926,-38.105118,-6.928203,-989.001011,bus
800.207473,206.114046,259.807621,12.124356,-62.353829,-992.465113,van
864.293353,226.898656,214.7743,-17.320508,-50.229473,-1075.603552,bus
914.522826,322.16145,263.271723,-112.583302,-6.928203,-1160.474041,saab
812.331829,377.587076,325.625552,-129.903811,64.08588,-1125.833025,bus
921.45103,306.572993,277.128129,-67.549981,20.78461,-1189.918905,saab
722.265187,226.898656,316.965298,-29.444864,-12.124356,-917.986928,van
916.254877,315.233247,268.467875,-84.87049,1.732051,-1177.794549,saab
817.527981,265.003774,261.539672,-27.712813,-79.674337,-1028.83818,van
923.18308,290.984536,258.07557,-86.60254,-13.856406,-1162.206092,opel
895.470268,355.070416,318.697349,-100.458947,43.30127,-1205.507362,saab
732.657492,239.023011,292.716586,-77.942286,-57.157677,-885.077963,van
727.461339,285.788383,285.788383,-64.08588,19.052559,-952.627944,bus
940.503589,355.070416,287.520434,-86.60254,60.621778,-1245.344531,saab
765.566457,190.525589,292.716586,20.78461,-58.889727,-956.092046,van
928.379233,353.338365,280.592231,-98.726896,55.425626,-1208.971464,saab
829.652337,261.539672,252.879418,-69.282032,-31.176915,-1028.83818,saab
725.729288,292.716586,273.664028,-58.889727,25.980762,-949.163843,bus
803.671575,285.788383,251.147367,-48.497423,-38.105118,-1016.713824,van
852.168997,316.965298,325.625552,-77.942286,31.176915,-1143.153533,opel
881.613861,290.984536,287.520434,-84.87049,-10.392305,-1143.153533,bus
833.116438,251.147367,259.807621,-43.30127,-24.248711,-1044.426637,bus
699.748526,261.539672,285.788383,-45.033321,8.660254,-895.470268,van
801.939524,237.290961,268.467875,-60.621778,-62.353829,-950.895893,opel
983.804859,355.070416,282.324282,-105.655099,41.569219,-1254.004785,saab
895.470268,360.266568,311.769145,-105.655099,79.674337,-1193.383006,opel
866.025404,237.290961,235.55891,-45.033321,-50.229473,-1065.211247,bus
803.671575,265.003774,280.592231,-50.229473,-24.248711,-1025.374078,van
746.513898,235.55891,252.879418,-31.176915,-38.105118,-928.379233,opel
897.202318,301.376841,256.34352,-95.262794,-20.78461,-1118.904822,opel
917.986928,336.017857,271.931977,-117.779455,-8.660254,-1176.062498,bus
930.111284,336.017857,277.128129,-69.282032,-1.732051,-1221.095819,opel
769.030559,284.056332,252.879418,-39.837169,-3.464102,-1001.125367,bus
815.79593,280.592231,268.467875,-27.712813,-17.320508,-1058.283043,saab
876.417709,365.46272,297.912739,-112.583302,43.30127,-1158.74199,saab
763.834406,306.572993,265.003774,-67.549981,-6.928203,-1001.125367,bus
704.944679,242.487113,245.951215,-31.176915,-25.980762,-893.738217,saab
902.398471,360.266568,325.625552,-112.583302,62.353829,-1214.167616,opel
775.958762,271.931977,259.807621,-83.138439,-34.641016,-949.163843,opel
871.221556,230.362757,213.042249,-10.392305,-62.353829,-1087.727907,bus
755.174152,306.572993,303.108891,-29.444864,29.444864,-1027.106129,van
723.997238,287.520434,294.448637,-67.549981,13.856406,-954.359995,bus
775.958762,284.056332,263.271723,-48.497423,19.052559,-990.733062,bus
819.260032,303.108891,315.233247,-46.765372,27.712813,-1092.92406,van
945.699741,332.553755,336.017857,-110.851252,64.08588,-1238.416327,saab
916.254877,270.199926,280.592231,-79.674337,-8.660254,-1150.081736,opel
909.326674,284.056332,266.735824,-98.726896,-12.124356,-1125.833025,saab
734.389542,237.290961,259.807621,-32.908965,-48.497423,-921.45103,saab
950.895893,358.534517,292.716586,-98.726896,60.621778,-1264.39709,opel
867.757455,226.898656,265.003774,3.464102,-55.425626,-1087.727907,van
954.359995,353.338365,297.912739,-122.975607,31.176915,-1238.416327,opel
895.470268,349.874263,313.501196,-88.334591,65.817931,-1202.04326,opel
795.011321,258.07557,280.592231,-67.549981,-32.908965,-1004.589468,opel
904.130522,278.86018,259.807621,-15.588457,-25.980762,-1170.866346,opel
859.097201,346.410162,339.481958,-39.837169,84.87049,-1202.04326,opel
762.102355,268.467875,306.572993,-65.817931,-20.78461,-966.484351,van
784.619016,301.376841,310.037095,-50.229473,32.908965,-1044.426637,van
843.508743,193.98969,244.219164,1.732051,-86.60254,-1044.426637,bus
872.953607,285.788383,258.07557,-46.765372,-17.320508,-1122.368923,bus
952.627944,353.338365,284.056332,-124.707658,43.30127,-1212.435565,saab
820.992083,308.305044,273.664028,-77.942286,3.464102,-1058.283043,saab
711.872882,242.487113,251.147367,-57.157677,-6.928203,-872.953607,saab
864.293353,431.280651,322.16145,-150.68842,96.994845,-1203.775311,bus
767.298508,289.252485,289.252485,-58.889727,-19.052559,-1001.125367,van
853.901048,299.64479,263.271723,-67.549981,-13.856406,-1082.531755,saab
781.154914,258.07557,308.305044,-43.30127,-15.588457,-1016.713824,van
834.848489,282.324282,259.807621,-55.425626,-45.033321,-1047.890739,van
801.939524,185.329436,280.592231,-36.373067,-112.583302,-959.556147,opel
874.685658,244.219164,268.467875,-67.549981,-25.980762,-1079.067653,saab
826.188235,285.788383,304.840942,-46.765372,5.196152,-1085.995856,van
940.503589,325.625552,285.788383,-38.105118,50.229473,-1255.736835,saab
803.671575,244.219164,275.396078,-72.746134,-86.60254,-982.072808,saab
748.245949,218.238402,284.056332,-29.444864,-69.282032,-924.915131,van
