@relation 'vehicle_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N9-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute Class {opel,saab,bus,van}

@data
0.999998,0.943597,0.074711,0.174218,0.023618,0.06681,0.511861,0.374494,0.370658,bus
0.000346,0.013815,0.981522,0.999999,0.025574,0.795144,0.883824,0.990552,1,van
1,0.545184,0.948487,0.001383,0.104228,0.931112,0.527332,0.898283,0.000422,opel
0.047164,0.03381,0.936778,0.999889,0.962616,0.796104,0.085831,0.773719,1,opel
0.131988,0.311811,0.3083,0.999761,0.620251,0.200299,0.530674,0.98277,0.999999,opel
1,0.897451,0.041647,0.004623,0.201525,0.33967,0.893247,0.010762,0.000105,opel
0.618119,0.984175,0.981113,0.999435,0.996156,0.192384,0.017006,0.969351,0.999908,bus
0.003074,0.148373,0.968367,0.999961,0.938273,0.831615,0.111479,0.988058,1,opel
0.520444,0.989593,0.812903,0.999775,0.97851,0.250455,0.184047,0.949188,0.999954,bus
0.899635,0.022144,0.988539,0.997688,0.104411,0.016752,0.941823,0.210787,0.999989,saab
0.020818,0.574852,0.996676,0.99993,0.999577,0.046928,0.003017,0.272051,0.999999,van
0.999799,0.993549,0.248206,0.726568,0.111859,0.108437,0.825692,0.776179,0.993797,opel
0.98707,0.504005,0.052929,0.991448,0.347644,0.553556,0.224691,0.974345,0.999579,opel
0.034121,0.128512,0.99408,0.999915,0.239215,0.014264,0.9249,0.54313,1,van
0.999472,0.525713,0.130606,0.974585,0.010432,0.025322,0.11139,0.990629,0.993159,bus
0.033647,0.012581,0.966383,0.999974,0.01455,0.030057,0.972183,0.455539,1,saab
0.994912,0.2256,0.205634,0.997728,0.003704,0.171366,0.985977,0.010623,0.993373,bus
0.077272,0.02715,0.368297,0.999995,0.005961,0.105697,0.998526,0.79812,0.999996,van
1,0.722627,0.010031,0.034912,0.096434,0.896332,0.895037,0.065884,0.000535,opel
0.845445,0.004451,0.202277,0.998744,0.005968,0.990357,0.615006,0.629636,0.999992,saab
0.988175,0.269607,0.184843,0.979763,0.031067,0.984746,0.569268,0.990037,0.999927,opel
1,0.96222,0.011437,0.035305,0.152868,0.943435,0.984531,0.712547,0.002108,saab
0.024389,0.054567,0.878723,0.999989,0.0143,0.888374,0.978431,0.990398,1,van
0.001565,0.027514,0.992285,0.999998,0.018096,0.061431,0.979052,0.670104,1,van
0.02394,0.021839,0.982287,0.99995,0.515253,0.850963,0.748916,0.996655,1,opel
0.471286,0.945386,0.990812,0.999112,0.995302,0.203552,0.001029,0.980541,0.999979,bus
1,0.440162,0.862931,0.002922,0.163229,0.662775,0.734258,0.157323,0.003113,opel
0.997798,0.95951,0.979573,0.987296,0.977587,0.190277,0.850935,0.969103,0.982372,van
0.000007,0.787088,0.978244,1,0.998234,0.094628,0.000577,0.891865,1,opel
0.389403,0.26643,0.009328,0.999907,0.011746,0.70367,0.90119,0.886514,0.999988,bus
0.000053,0.265459,0.995964,0.999997,0.990425,0.96171,0.000482,0.994385,1,saab
0.022159,0.000274,0.925399,0.99999,0.000184,0.931737,0.895968,0.833085,1,opel
0.395517,0.006265,0.97599,0.99994,0.004884,0.60598,0.970899,0.488768,0.999993,opel
0.0006,0.568955,0.996002,0.999996,0.996206,0.414521,0.001116,0.67325,1,van
0.083724,0.132673,0.936151,0.999876,0.947107,0.071756,0.25975,0.944054,0.999996,van
1,0.990491,0.606142,0.012553,0.557515,0.018546,0.583625,0.984173,0.012426,opel
1,0.977507,0.00449,0.005776,0.204699,0.078827,0.97972,0.064512,0.00029,saab
0.978508,0.974747,0.935603,0.997683,0.906789,0.014172,0.903564,0.849797,0.998425,van
0.999601,0.010319,0.288837,0.936807,0.012862,0.991585,0.5079,0.968529,0.996556,saab
1,0.008478,0.58588,0.010935,0.033587,0.997058,0.832855,0.004482,0.00007,saab
0.081794,0.023277,0.971671,0.999877,0.225701,0.993866,0.061142,0.984435,1,saab
1,0.340753,0.426587,0.023651,0.153396,0.742454,0.705512,0.109166,0.003683,saab
0.277414,0.890772,0.702503,0.998972,0.55481,0.150931,0.808783,0.19222,0.999999,bus
0.33788,0.931528,0.398226,0.999715,0.669969,0.104497,0.871646,0.418393,0.999988,bus
0.999943,0.895748,0.130407,0.906249,0.011397,0.311034,0.971664,0.04233,0.752659,bus
0.145758,0.016311,0.987611,0.999941,0.038702,0.011602,0.971211,0.038196,0.999999,van
0.053999,0.280684,0.979767,0.999465,0.785168,0.011134,0.194657,0.463746,1,saab
1,0.208557,0.184393,0.110612,0.049361,0.132182,0.952672,0.993295,0.057388,opel
0.654667,0.970304,0.891992,0.998856,0.995175,0.027922,0.026841,0.088108,0.999929,bus
0.999999,0.628975,0.0414,0.176126,0.005838,0.741468,0.99186,0.965808,0.240813,opel
0.002944,0.71188,0.973051,0.999977,0.999084,0.091686,0.002741,0.326304,1,opel
0.088102,0.537511,0.970196,0.999887,0.976784,0.033121,0.072806,0.830071,0.999992,van
0.614931,0.004369,0.973597,0.999794,0.00107,0.023149,0.992054,0.319963,0.999996,saab
0.776793,0.973335,0.986586,0.99645,0.995448,0.249262,0.006789,0.891895,0.999955,bus
0.998795,0.983506,0.032295,0.994657,0.006286,0.173172,0.98759,0.645724,0.953193,bus
1,0.617718,0.021134,0.00612,0.120579,0.051962,0.979473,0.012576,0.000612,opel
0.999998,0.989042,0.304619,0.219652,0.073042,0.025579,0.974919,0.644028,0.472877,opel
0.618327,0.983649,0.132343,0.999709,0.894706,0.758785,0.561851,0.193565,0.999854,bus
0.999967,0.501489,0.032385,0.709078,0.033683,0.987334,0.93662,0.974789,0.915717,saab
0.993523,0.433498,0.015503,0.98866,0.012746,0.073206,0.897341,0.363162,0.999425,bus
0.988762,0.067901,0.906283,0.997072,0.327178,0.183012,0.945991,0.023061,0.997791,van
0.787483,0.525668,0.771344,0.998373,0.834631,0.016211,0.471745,0.33116,0.99998,opel
0.53132,0.111793,0.025937,0.999875,0.003003,0.629108,0.966716,0.892039,0.999992,bus
0.384697,0.093038,0.965943,0.999225,0.935301,0.896403,0.011105,0.928722,0.999997,saab
1,0.897816,0.303253,0.009934,0.176993,0.286712,0.873664,0.986041,0.00499,saab
0.399771,0.131493,0.570583,0.999569,0.474293,0.857354,0.222343,0.786842,0.999995,saab
1,0.972179,0.138744,0.017639,0.136245,0.818039,0.916137,0.487023,0.027145,saab
0.184106,0.815556,0.963347,0.999424,0.94922,0.833091,0.01882,0.964763,0.999998,saab
0.757077,0.002022,0.129296,0.999936,0.00015,0.956815,0.98767,0.982978,0.999958,opel
0.995948,0.034214,0.010847,0.997501,0.011678,0.049694,0.992143,0.883485,0.996163,opel
0.999872,0.002185,0.809462,0.947339,0.00081,0.405697,0.998369,0.077692,0.98105,saab
0.000058,0.757408,0.981107,0.999999,0.997113,0.009795,0.000233,0.766305,1,van
0.604693,0.891322,0.675986,0.99975,0.611336,0.877714,0.427414,0.963735,0.999964,bus
0.994914,0.325395,0.973115,0.99465,0.976378,0.551727,0.591236,0.228024,0.98803,van
0.179612,0.001956,0.90602,0.999981,0.003134,0.425181,0.994154,0.782091,0.999998,van
0.999992,0.828908,0.089683,0.566485,0.023941,0.117592,0.989048,0.126167,0.602746,saab
0.000937,0.010026,0.735542,1,0.002336,0.042819,0.993306,0.982023,1,van
0.999993,0.00799,0.041641,0.428651,0.015329,0.043835,0.963937,0.344913,0.718406,saab
0.547168,0.269797,0.972107,0.997356,0.993831,0.017835,0.007214,0.006472,0.99999,saab
0.997192,0.812736,0.775301,0.97216,0.603449,0.196539,0.624333,0.480317,0.998224,saab
0.21808,0.20091,0.880299,0.999987,0.003594,0.056537,0.999013,0.683346,0.999991,van
0.995673,0.851002,0.784169,0.991953,0.937567,0.024617,0.938823,0.18025,0.990726,van
0.999722,0.009427,0.022711,0.973138,0.015628,0.300805,0.975345,0.672137,0.953563,opel
1,0.608749,0.030321,0.00956,0.014955,0.522414,0.989266,0.621313,0.009142,saab
0.997084,0.148821,0.841565,0.996989,0.53129,0.90797,0.990208,0.011685,0.954373,van
0.643699,0.973025,0.972762,0.999083,0.996346,0.015395,0.008219,0.377913,0.999936,bus
0.999998,0.790871,0.479969,0.169415,0.11255,0.013513,0.96036,0.022247,0.505032,opel
0.997941,0.004288,0.137034,0.994514,0.001954,0.973442,0.952948,0.814379,0.992153,opel
0.999987,0.783312,0.098938,0.530333,0.096805,0.008839,0.188946,0.368977,0.758917,bus
0.047096,0.040485,0.204149,0.999985,0.014927,0.014878,0.948894,0.978363,1,opel
0.403462,0.14182,0.047143,0.999838,0.394461,0.321512,0.729875,0.561833,0.999982,saab
1,0.996156,0.013449,0.005239,0.134333,0.616305,0.992316,0.855388,0.0002,opel
0.589079,0.988577,0.620188,0.999772,0.952347,0.855783,0.159092,0.766372,0.999875,bus
0.999988,0.904777,0.0537,0.618397,0.010574,0.757153,0.616823,0.250124,0.386663,bus
0.805448,0.936249,0.986604,0.998838,0.99691,0.035564,0.007329,0.38884,0.99981,bus
0.559809,0.611624,0.068517,0.999896,0.325813,0.635068,0.718532,0.120017,0.999875,bus
0.982282,0.796811,0.576456,0.998225,0.961937,0.072702,0.881533,0.238476,0.985998,van
0.990598,0.089757,0.388429,0.997366,0.003037,0.17483,0.956818,0.002558,0.998235,bus
0.979667,0.965376,0.952915,0.998319,0.968579,0.137401,0.718633,0.974479,0.994315,van
1,0.984326,0.115411,0.000001,0.247475,0.043497,0.001255,0.191158,0.000024,bus
0.837535,0.064016,0.035457,0.999903,0.00118,0.852779,0.730431,0.925573,0.999743,bus
0.514278,0.748196,0.987877,0.999644,0.997895,0.051124,0.002158,0.509169,0.999926,bus
0.016618,0.203977,0.834139,0.999966,0.151857,0.013955,0.972594,0.963326,1,opel
1,0.997882,0.013822,0.000002,0.256365,0.988074,0.001235,0.153059,0.000001,bus
0.000284,0.369062,0.966245,0.999993,0.991861,0.234819,0.002402,0.887469,1,saab
0.999999,0.011899,0.471481,0.256114,0.019179,0.017847,0.995631,0.012,0.103169,saab
0.957789,0.020096,0.061577,0.9996,0.001302,0.166954,0.997673,0.962343,0.999826,saab
0.750082,0.911618,0.739542,0.997013,0.712876,0.226677,0.689864,0.041042,0.999984,bus
1,0.171057,0.141497,0.131226,0.005075,0.391385,0.992297,0.55098,0.104949,saab
0.986939,0.910354,0.98057,0.998048,0.970482,0.430125,0.517483,0.989947,0.991785,van
0.999412,0.029657,0.038568,0.984532,0.012758,0.158883,0.988043,0.77633,0.9831,saab
0.312507,0.40111,0.995313,0.999614,0.987705,0.427882,0.00723,0.85746,0.999983,van
0.381045,0.306181,0.134972,0.999746,0.791284,0.028703,0.446842,0.977192,0.999994,saab
0.14185,0.374389,0.008243,0.999993,0.011485,0.119721,0.948064,0.899844,0.999983,bus
0.300318,0.949609,0.538478,0.999705,0.941068,0.057985,0.43725,0.85944,0.999993,bus
0.998924,0.615148,0.795034,0.914567,0.625357,0.028483,0.317588,0.084526,0.996877,opel
1,0.148941,0.461774,0.012476,0.090162,0.792271,0.662652,0.470044,0.002477,opel
1,0.514256,0.065617,0.079936,0.066263,0.446661,0.777343,0.66549,0.014536,saab
0.999759,0.114644,0.784953,0.921192,0.033282,0.006036,0.941983,0.02734,0.986854,opel
0.605576,0.002771,0.96306,0.999945,0.002556,0.166737,0.998213,0.011365,0.999973,van
1,0.925196,0.338628,0.025478,0.364119,0.011872,0.69635,0.94039,0.023786,opel
1,0.263357,0.379656,0.006887,0.194152,0.380659,0.858695,0.010416,0.000337,saab
0.003543,0.999865,0.000002,1,1,0.999896,1,0.000204,0,van
0.001113,0.003642,0.96913,0.999997,0.020692,0.331197,0.91395,0.899026,1,van
0.998227,0.628696,0.987341,0.979113,0.97357,0.042541,0.537051,0.392218,0.981572,van
0.998644,0.123608,0.047937,0.986338,0.019283,0.987251,0.915045,0.974362,0.994683,opel
1,0.971631,0.139024,0.000948,0.100217,0.233574,0.024068,0.25353,0.002526,bus
1,0.983562,0.156111,0.05013,0.200986,0.288944,0.937924,0.525732,0.018431,saab
0.999996,0.094738,0.031601,0.428969,0.044312,0.040501,0.921391,0.562562,0.404128,saab
1,0.199212,0.112635,0.006622,0.026116,0.772256,0.964988,0.360683,0.000966,saab
0.769066,0.550933,0.166659,0.99993,0.006714,0.048905,0.997765,0.095058,0.999699,bus
1,0.812467,0.026942,0.010192,0.044574,0.986101,0.836079,0.449281,0.000914,opel
0.994762,0.055243,0.053155,0.995059,0.007724,0.046534,0.986054,0.980785,0.999176,saab
0.987795,0.876474,0.090355,0.993611,0.008541,0.204142,0.970164,0.066154,0.999305,bus
1,0.175362,0.821501,0.002077,0.062701,0.864298,0.249923,0.781512,0.000806,opel
1,0.696365,0.216816,0.017115,0.256917,0.273033,0.915019,0.068832,0.002434,saab
0.909764,0.202349,0.217364,0.999256,0.094993,0.977894,0.363451,0.989992,0.999838,opel
1,0.923381,0.022254,0.013862,0.035135,0.933177,0.994253,0.515511,0.000845,saab
0.990104,0.186889,0.857224,0.99618,0.904325,0.322075,0.893215,0.006083,0.990753,van
0.999985,0.05675,0.036984,0.600014,0.013495,0.098299,0.971575,0.878123,0.86241,opel
0.981943,0.664905,0.584707,0.997658,0.487882,0.083699,0.989238,0.946875,0.998596,van
0.02991,0.07368,0.849705,0.999978,0.579804,0.16599,0.575594,0.99401,0.999999,van
0.999998,0.272133,0.025279,0.209065,0.006065,0.947582,0.987569,0.980993,0.509694,saab
0.832717,0.421107,0.147828,0.999926,0.001073,0.110748,0.996013,0.298992,0.999678,bus
0.004972,0.025989,0.981159,0.999951,0.856228,0.976186,0.153878,0.989319,1,opel
0.999998,0.928679,0.002202,0.353414,0.099605,0.759998,0.917728,0.68842,0.074741,opel
1,0.602812,0.603953,0.003211,0.066222,0.993434,0.842015,0.711996,0.000216,opel
1,0.978758,0.458742,0.000158,0.295456,0.602426,0.000927,0.974543,0.000552,bus
0.390067,0.967956,0.49146,0.999942,0.456842,0.046645,0.987081,0.582905,0.999955,van
1,0.993763,0.181737,0.000002,0.118586,0.311124,0.000322,0.980413,0.000002,bus
0.008915,0.964021,0.989566,0.999978,0.999465,0.058644,0.004629,0.984123,0.999998,van
0.63982,0.010747,0.880276,0.998322,0.819182,0.242768,0.027451,0.319488,0.999997,opel
1,0.821659,0.028489,0.052688,0.092481,0.822597,0.961908,0.811637,0.088397,saab
1,0.545772,0.859257,0.007965,0.130477,0.582405,0.003682,0.824459,0.004011,bus
1,0.937032,0.030204,0.013177,0.112072,0.075898,0.073821,0.291473,0.06654,bus
0.94018,0.320887,0.448118,0.999458,0.185335,0.24105,0.995154,0.834574,0.999319,van
1,0.204031,0.122107,0.010303,0.113565,0.046503,0.951328,0.237816,0.003297,saab
0.184418,0.207177,0.423018,0.999961,0.027396,0.883248,0.813844,0.880131,0.999996,bus
0.255511,0.323613,0.858034,0.999775,0.237626,0.009316,0.899221,0.98485,0.999999,opel
0.999991,0.753334,0.010536,0.390067,0.129854,0.099625,0.936796,0.90081,0.731373,saab
0.989213,0.083234,0.750845,0.998888,0.130138,0.538469,0.988192,0.019405,0.993202,van
0.578034,0.994867,0.741395,0.999789,0.992367,0.075091,0.031719,0.882393,0.999781,bus
0.166435,0.253622,0.957263,0.999963,0.476417,0.030763,0.895918,0.703952,0.999989,van
0.718625,0.901485,0.995661,0.998148,0.995441,0.305654,0.006865,0.809744,0.999975,bus
0.918571,0.759936,0.424205,0.999692,0.044827,0.06124,0.99798,0.895103,0.999645,van
0.999978,0.988611,0.087116,0.517601,0.158232,0.04677,0.957612,0.127407,0.835058,saab
0.996088,0.06056,0.500323,0.97373,0.015811,0.954152,0.392215,0.978533,0.999602,saab
0.000189,0.122218,0.989014,0.999996,0.997587,0.034437,0.002735,0.178011,1,van
0.486349,0.032009,0.004819,0.999981,0.001799,0.865686,0.859704,0.414882,0.99979,bus
0.1969,0.009864,0.493756,0.999947,0.008753,0.832344,0.955381,0.983994,0.999998,saab
0.065958,0.128871,0.950002,0.999986,0.109579,0.198315,0.955334,0.673774,0.999996,van
0.001785,0.119676,0.994898,0.999977,0.572181,0.024058,0.438074,0.747938,1,van
0.999998,0.992981,0.125792,0.349485,0.227904,0.044049,0.961577,0.52318,0.152603,saab
0.889367,0.051702,0.989249,0.993084,0.737181,0.735865,0.076187,0.276203,0.99998,saab
0.717916,0.991399,0.97266,0.998332,0.99525,0.416857,0.030308,0.859807,0.99995,bus
0.998408,0.932389,0.98785,0.976954,0.986214,0.038301,0.770668,0.806537,0.974112,van
0.999971,0.004381,0.136313,0.768272,0.008581,0.634523,0.957695,0.277444,0.822624,opel
1,0.000911,0.300849,0.177508,0.00679,0.004376,0.997961,0.002591,0.014833,saab
0.158822,0.915437,0.777339,0.999921,0.885591,0.032168,0.694746,0.707918,0.999987,van
1,0.982537,0.005229,0.063057,0.107334,0.780529,0.950716,0.863586,0.014063,opel
1,0.117012,0.941255,0.00243,0.195255,0.696831,0.371133,0.111021,0.003536,saab
0.72445,0.963778,0.979993,0.999465,0.990605,0.209106,0.017959,0.979298,0.999891,bus
0.969988,0.017767,0.067538,0.997337,0.047038,0.820926,0.708323,0.456583,0.999602,saab
0.182353,0.193443,0.355831,0.999951,0.074885,0.486736,0.89363,0.700792,0.999996,bus
0.999985,0.899049,0.024594,0.573351,0.460906,0.29629,0.570842,0.623577,0.703216,opel
0.208942,0.01794,0.580971,0.999813,0.034905,0.986087,0.887792,0.993211,0.999999,saab
0.80778,0.957109,0.996116,0.998643,0.990564,0.426447,0.014145,0.933096,0.999937,bus
0.999994,0.385025,0.009712,0.618052,0.028775,0.169845,0.994836,0.93278,0.507752,opel
0.999994,0.997322,0.146873,0.446036,0.218769,0.120937,0.949127,0.533899,0.415973,opel
0.543268,0.727119,0.883621,0.99972,0.939909,0.134601,0.066387,0.74495,0.999953,bus
0.025704,0.083791,0.576665,0.999994,0.501182,0.075486,0.854872,0.958923,0.999997,van
0.819435,0.315045,0.004031,0.999923,0.010867,0.130688,0.612587,0.838923,0.999506,bus
0.999972,0.74152,0.023709,0.837082,0.106801,0.868821,0.688848,0.825864,0.660502,saab
1,0.917731,0.662917,0.000049,0.107597,0.082227,0.000233,0.987378,0.002656,bus
1,0.086564,0.042557,0.038574,0.058979,0.076874,0.914568,0.539925,0.011333,saab
0.137569,0.063399,0.997234,0.999902,0.988242,0.336133,0.005044,0.95234,0.999985,van
0.999997,0.411553,0.016697,0.27141,0.041636,0.298882,0.837746,0.801582,0.242599,saab
0.032738,0.176785,0.92183,0.999998,0.001938,0.015967,0.99924,0.792574,0.999999,van
0.999712,0.890457,0.009057,0.959418,0.341379,0.973247,0.759284,0.825407,0.934834,opel
1,0.907008,0.187321,0.019493,0.097665,0.75438,0.935791,0.922728,0.00109,saab
0.000663,0.027247,0.998725,0.999991,0.902708,0.637722,0.025485,0.515161,1,van
0.53897,0.949806,0.985296,0.999163,0.996891,0.168529,0.003184,0.776589,0.999962,bus
1,0.857773,0.041488,0.003691,0.225219,0.109424,0.968978,0.093372,0.00085,saab
0.017413,0.03422,0.959551,0.999994,0.759646,0.130719,0.341273,0.991043,0.999998,van
1,0.256314,0.073795,0.005099,0.16187,0.016921,0.783347,0.042642,0.001019,saab
0.946282,0.129178,0.376597,0.992318,0.647271,0.358439,0.119218,0.800288,0.999962,saab
0.567716,0.954823,0.986074,0.998906,0.998073,0.013557,0.001438,0.568956,0.999968,bus
0.164436,0.648482,0.87004,0.999982,0.344559,0.021317,0.983706,0.396165,0.999984,van
1,0.256822,0.830641,0.019352,0.126203,0.504164,0.579605,0.974727,0.126506,opel
0.999948,0.554404,0.106762,0.811367,0.005535,0.92973,0.364613,0.943763,0.935881,bus
0.445934,0.474895,0.505916,0.999708,0.61227,0.547694,0.696055,0.414836,0.999986,bus
0.010002,0.863528,0.997212,0.999944,0.99954,0.05821,0.002178,0.658032,0.999999,van
0.005904,0.000799,0.997871,0.999983,0.188211,0.037611,0.807481,0.014904,1,opel
1,0.013159,0.298406,0.01208,0.01024,0.008138,0.995309,0.002032,0.003685,saab
1,0.639534,0.718317,0.006252,0.542794,0.113272,0.606033,0.043944,0.000666,opel
0.320027,0.219688,0.062237,0.999958,0.036497,0.646124,0.838209,0.383988,0.999974,bus
0.695311,0.398179,0.858357,0.999572,0.553024,0.58701,0.793028,0.882935,0.999971,van
0.007725,0.280703,0.961958,0.999935,0.948557,0.026378,0.032335,0.666179,1,opel
0.989599,0.190889,0.447396,0.982031,0.027925,0.283876,0.884877,0.03396,0.999896,opel
0.999529,0.795058,0.180873,0.980674,0.003125,0.827216,0.970437,0.142478,0.978527,bus
0.999999,0.650377,0.074178,0.165387,0.005442,0.037293,0.997387,0.885673,0.22738,opel
0.314079,0.994707,0.637296,0.999844,0.987742,0.066211,0.106458,0.850726,0.999967,bus
0.961698,0.718367,0.827392,0.99478,0.675074,0.010209,0.79895,0.92462,0.999929,saab
1,0.601847,0.481376,0.026801,0.324816,0.064661,0.645941,0.674502,0.005102,saab
0.789503,0.947672,0.959527,0.99728,0.846985,0.027056,0.283919,0.707133,0.999989,bus
0.007844,0.879068,0.936199,0.999941,0.994691,0.023773,0.00232,0.921329,1,saab
1,0.968335,0.417924,0.015627,0.394266,0.926503,0.749497,0.727366,0.002039,opel
0.1138,0.029131,0.993323,0.998621,0.839186,0.026764,0.057284,0.084825,1,opel
0.678721,0.283306,0.00431,0.999905,0.00183,0.051002,0.902728,0.854768,0.999937,bus
0.989403,0.979191,0.979885,0.996276,0.984738,0.021401,0.654323,0.96049,0.993246,van
0.684332,0.945492,0.986714,0.999252,0.993088,0.354416,0.005643,0.920343,0.999918,bus
0.389244,0.998807,0.372109,1,0.999935,0.828931,0.807694,0.600371,0.010273,bus
0.996949,0.947228,0.92725,0.995267,0.899078,0.648544,0.957434,0.823315,0.96804,van
1,0.136617,0.404987,0.005088,0.040328,0.976766,0.923446,0.101104,0.000488,saab
0.9999,0.190358,0.039503,0.951276,0.093961,0.981858,0.636068,0.751499,0.790828,opel
0.999807,0.075131,0.09914,0.894259,0.171254,0.892851,0.492377,0.396111,0.976133,saab
0.032091,0.480836,0.91055,0.999919,0.989887,0.108716,0.034408,0.993946,1,saab
1,0.989587,0.012689,0.013199,0.228331,0.786755,0.960209,0.153981,0.00051,opel
0.557864,0.046969,0.389319,0.999958,0.011189,0.125592,0.998596,0.805748,0.999946,van
1,0.551704,0.167704,0.022178,0.05698,0.774573,0.969133,0.123532,0.029371,opel
1,0.768976,0.304797,0.005599,0.285135,0.210921,0.830484,0.408664,0.000357,opel
0.849963,0.502689,0.670129,0.998128,0.872197,0.911083,0.065544,0.993408,0.999964,opel
0.999743,0.486631,0.109076,0.988428,0.005793,0.015644,0.998716,0.88564,0.952201,opel
1,0.953165,0.77882,0.004688,0.483399,0.039588,0.955383,0.939653,0.00018,opel
0.271651,0.108901,0.997924,0.999726,0.776688,0.268408,0.139886,0.593631,0.999996,van
0.998279,0.736026,0.98535,0.978676,0.982111,0.097159,0.650644,0.729565,0.975261,van
0.115984,0.022452,0.069092,0.999991,0.000939,0.553624,0.987175,0.97371,0.999995,bus
0.98661,0.349616,0.306005,0.998915,0.002694,0.059,0.994377,0.073984,0.996878,bus
1,0.069822,0.108274,0.021268,0.103655,0.152944,0.809155,0.029733,0.001737,saab
0.996896,0.411713,0.922257,0.845312,0.698355,0.022876,0.239978,0.399462,0.999849,saab
0.003667,0.262133,0.990153,0.999978,0.996959,0.021537,0.000211,0.099826,1,saab
1,0.996021,0.118108,0.000001,0.316603,0.015289,0.000432,0.950687,0.000001,bus
0.517504,0.806581,0.982804,0.999834,0.590802,0.200613,0.736674,0.895479,0.99997,van
0.991109,0.161544,0.819048,0.991191,0.112025,0.013536,0.931363,0.097156,0.999441,saab
0.936125,0.197489,0.955596,0.999267,0.464012,0.808661,0.852577,0.981597,0.999458,van
0.371913,0.183114,0.909759,0.999911,0.053153,0.035296,0.99319,0.18109,0.999991,van
0.0057,0.000365,0.93071,0.999997,0.001271,0.918525,0.898522,0.975376,1,opel
0.979312,0.083175,0.122142,0.99662,0.30696,0.963725,0.277699,0.714446,0.99926,saab
0.986114,0.910317,0.793133,0.998476,0.765205,0.891033,0.971743,0.919993,0.993307,van
1,0.945765,0.008455,0.021726,0.150974,0.078148,0.992908,0.727089,0.000546,saab
0.031984,0.07665,0.864991,0.999903,0.230492,0.921982,0.509171,0.992581,1,saab
0.000969,0.180586,0.983209,0.999984,0.866628,0.519132,0.081675,0.989904,1,van
