@relation 'vehicle_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N12-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute Class {opel,saab,bus,van}

@data
0.001099,0.565259,0.949403,0.30751,0.971859,0.208272,0.143964,0.968167,0.999681,0.999999,0.016183,0.988746,van
0.001007,0.639925,0.193706,0.442488,0.990963,0.020845,0.03985,0.906112,0.997275,0.999997,0.097073,0.957175,opel
0.161754,0.467756,0.15405,0.001894,0.242721,0.076212,0.9322,0.038779,0.999973,0.984748,0.995534,0.508809,opel
0.571091,0.004416,0.689689,0.000268,0.013295,0.980864,0.589217,0.022488,1,0.606137,0.999899,0.007206,saab
0.92456,0.471253,0.317628,0.000038,0.062677,0.153915,0.903351,0.106332,0.999984,0.636074,0.999807,0.023428,saab
0.020131,0.488361,0.379835,0.014732,0.971904,0.132003,0.662011,0.925542,0.9744,0.999729,0.653121,0.884957,van
0.000005,0.179125,0.986932,0.989884,0.66367,0.373871,0.379909,0.194007,0.999999,1,0.00217,0.134458,van
0.233254,0.206856,0.671866,0.000565,0.10681,0.232113,0.954538,0.026349,0.99995,0.630952,0.999673,0.869794,opel
0.997929,0.996851,0.005771,0.000001,0.225162,0.929779,0.037596,0.409905,0.999463,0.000153,1,0.93753,bus
0.008112,0.640472,0.366496,0.035226,0.974836,0.04766,0.77122,0.929679,0.993198,0.999824,0.588457,0.935003,van
0.729706,0.103818,0.763781,0.00009,0.121834,0.421564,0.957284,0.054837,0.999997,0.530602,0.999801,0.944483,saab
0.966455,0.959165,0.005435,0.000007,0.711035,0.137793,0.955856,0.082393,0.982705,0.002741,0.999998,0.071202,opel
0.888186,0.963096,0.130926,0.000046,0.070971,0.469863,0.581406,0.390509,0.999955,0.190442,0.999954,0.557646,bus
0.000048,0.096977,0.85054,0.695141,0.848477,0.242951,0.830577,0.012317,0.997915,0.999742,0.781057,0.877334,van
0.000509,0.892287,0.302431,0.170951,0.693046,0.404092,0.97299,0.009459,0.997039,0.996912,0.965861,0.707154,bus
0.000136,0.071761,0.921873,0.730919,0.027632,0.044797,0.440347,0.008717,1,0.999934,0.871231,0.131465,opel
0.000116,0.015454,0.923919,0.590261,0.02947,0.968221,0.451839,0.008557,0.999998,0.999729,0.915463,0.155265,opel
0.000541,0.605386,0.88452,0.376147,0.275468,0.063358,0.916388,0.025969,0.999995,0.999966,0.586571,0.522609,bus
0.860289,0.418089,0.586496,0.000051,0.074255,0.038297,0.93817,0.01801,0.999966,0.078291,0.999983,0.03891,saab
0.001176,0.95243,0.027685,0.275202,0.991931,0.648182,0.095363,0.94046,0.952575,0.99999,0.149672,0.134379,bus
0.007803,0.868676,0.706493,0.10523,0.964417,0.510241,0.082977,0.975921,0.999882,0.999999,0.024518,0.257537,van
0.000139,0.504371,0.218275,0.523248,0.853284,0.103884,0.971396,0.03703,0.997477,0.999958,0.414585,0.816755,van
0.995878,0.872101,0.070517,0.000001,0.539576,0.043372,0.970793,0.124557,0.99362,0.001251,0.999999,0.907156,opel
0.002971,0.035442,0.897122,0.072336,0.012408,0.075104,0.797296,0.003719,1,0.989521,0.997617,0.021594,saab
0.000027,0.07266,0.979371,0.921497,0.070706,0.052019,0.9938,0.009647,1,1,0.028289,0.835902,van
0.930003,0.226057,0.783388,0.000026,0.035106,0.505185,0.845187,0.037293,1,0.114404,0.99998,0.609046,opel
0.013238,0.596615,0.689128,0.015067,0.414343,0.034796,0.898014,0.048797,0.999875,0.990822,0.990283,0.859361,opel
0.00121,0.895006,0.191912,0.473747,0.983244,0.032504,0.00953,0.986864,0.999568,0.999999,0.058782,0.986704,opel
0.041253,0.953439,0.417753,0.003194,0.0263,0.550954,0.939006,0.02001,0.999962,0.77925,0.999578,0.195083,bus
0.000608,0.904471,0.048103,0.349548,0.993626,0.512918,0.254196,0.486971,0.96284,0.999949,0.419623,0.706522,bus
0.000684,0.863187,0.018399,0.375466,0.99238,0.548755,0.243681,0.684658,0.95886,0.999989,0.172003,0.0922,bus
0.996549,0.144755,0.115136,0.000002,0.353116,0.825049,0.709958,0.904738,0.999966,0.128933,0.999951,0.960614,opel
0.974817,0.127721,0.492571,0.000008,0.104745,0.392121,0.567672,0.244434,0.999942,0.004095,0.999998,0.888084,saab
0.000006,0.048064,0.991964,0.962573,0.041406,0.020587,0.996062,0.008209,0.999999,0.999999,0.028273,0.790116,van
0.000576,0.883652,0.602777,0.367567,0.872748,0.276802,0.779274,0.294432,0.999582,0.999992,0.163821,0.045589,van
0.992755,0.195007,0.313121,0.000001,0.081582,0.863172,0.965135,0.04117,0.999866,0.001074,0.999999,0.509621,opel
0.997082,0.978913,0.116566,0.000006,0.072783,0.134264,0.008043,0.976584,0.999998,0.224325,0.999975,0.547888,bus
0.996815,0.408602,0.487777,0.000001,0.234091,0.011638,0.933427,0.494386,0.999874,0.001611,0.999999,0.978865,opel
0.000761,0.292911,0.17226,0.461361,0.984008,0.147731,0.033395,0.696127,0.998355,0.999994,0.171452,0.892908,opel
0.977761,0.827137,0.024831,0.000007,0.407352,0.961503,0.848732,0.162635,0.9995,0.010024,0.999995,0.084427,saab
0.997542,0.175703,0.16568,0.000001,0.220103,0.096598,0.824574,0.848956,0.999844,0.017955,0.999992,0.17791,opel
0.009619,0.479102,0.283855,0.022717,0.957786,0.234337,0.880339,0.650999,0.98778,0.999353,0.825884,0.201509,van
0.016567,0.81463,0.149437,0.014964,0.061525,0.532917,0.575779,0.005169,0.999993,0.851118,0.999687,0.262028,bus
0.002861,0.983497,0.082595,0.235056,0.990913,0.048642,0.030943,0.993926,0.987407,0.999998,0.054627,0.162871,bus
0.991908,0.943429,0.082113,0.000004,0.539336,0.026651,0.863844,0.437937,0.998819,0.011372,0.999995,0.078726,saab
0.941209,0.764744,0.262288,0.000013,0.244723,0.848418,0.728862,0.400655,0.998476,0.00598,0.999995,0.185183,opel
0.031569,0.265672,0.671214,0.010187,0.352324,0.500817,0.827997,0.05641,0.999979,0.998304,0.964305,0.901232,opel
0.000054,0.178785,0.609549,0.860284,0.800733,0.198042,0.189984,0.16508,0.999855,0.999997,0.13872,0.15479,van
0.032128,0.728025,0.193183,0.010001,0.962857,0.039448,0.873275,0.847569,0.98186,0.999585,0.770555,0.072455,van
0.003167,0.984426,0.018335,0.106182,0.991571,0.610309,0.48639,0.556224,0.958556,0.999909,0.540102,0.376852,bus
0.988602,0.700846,0.1613,0.000002,0.626674,0.402785,0.952599,0.144963,0.990487,0.000273,1,0.893229,opel
0.00675,0.414402,0.620688,0.037552,0.412411,0.3216,0.876804,0.048504,0.999974,0.998965,0.949069,0.865168,saab
0.001662,0.038118,0.351671,0.354891,0.95303,0.54685,0.018218,0.579124,0.999989,0.999997,0.170537,0.807312,opel
0.974648,0.033317,0.600747,0.000016,0.038499,0.616167,0.534281,0.21219,1,0.165753,0.999977,0.257292,opel
0.998663,0.062646,0.764255,0.000001,0.062705,0.738676,0.801333,0.653399,0.999997,0.009521,0.999996,0.85173,saab
0.002668,0.036599,0.973282,0.059553,0.061806,0.235332,0.977391,0.018209,0.999998,0.999225,0.930457,0.956958,saab
0.002079,0.966003,0.082345,0.224548,0.987979,0.231139,0.042676,0.984434,0.988736,0.999993,0.123401,0.439596,bus
0.998863,0.380157,0.20748,0.000001,0.142386,0.417782,0.632892,0.88192,0.999994,0.153208,0.999964,0.281874,opel
0.999992,0.942447,0.039221,0,0.161368,0.003906,0.006807,0.997426,0.999999,0.017016,0.999998,0.989899,bus
0.002029,0.901683,0.484342,0.112911,0.36929,0.134716,0.921867,0.014681,0.999925,0.999484,0.92764,0.329921,bus
0.985438,0.522202,0.399647,0.000004,0.084886,0.980239,0.9025,0.08189,0.999916,0.004411,0.999997,0.053858,opel
0.008166,0.333755,0.683831,0.046591,0.820275,0.054568,0.449995,0.812398,0.999673,0.99993,0.61804,0.023102,van
0.000007,0.979724,0.785053,0.9902,0.996372,0.59014,0.011554,0.980898,0.998196,1,0.000762,0.719596,van
0.999421,0.24626,0.255776,0.000001,0.042727,0.962532,0.547024,0.957158,0.999999,0.368689,0.999914,0.025471,opel
0.996112,0.618897,0.060557,0.000002,0.217102,0.207132,0.827675,0.68238,0.999398,0.003579,0.999998,0.027294,opel
0.997433,0.679688,0.253017,0.000002,0.11667,0.168668,0.556079,0.867627,0.999955,0.037102,0.999988,0.330598,opel
0.000044,0.380187,0.744498,0.919282,0.980056,0.961273,0.014097,0.79844,0.998455,1,0.007633,0.222232,opel
0.000679,0.420763,0.776973,0.458159,0.926178,0.601366,0.02205,0.826517,0.999827,0.999996,0.137899,0.712881,saab
0.227886,0.645683,0.112902,0.000916,0.283183,0.479971,0.299856,0.028747,0.998666,0.410574,0.999902,0.031757,opel
0.987833,0.294408,0.944474,0.000003,0.159584,0.138248,0.831343,0.191598,0.999894,0.000799,0.999999,0.99862,saab
0.9855,0.018002,0.433683,0.000008,0.020957,0.99203,0.56305,0.143076,1,0.090262,0.999986,0.008376,saab
0.000132,0.074486,0.913146,0.725185,0.282951,0.988664,0.030456,0.044772,0.999993,0.999984,0.505711,0.025502,opel
0.014792,0.093092,0.793296,0.009721,0.755129,0.845075,0.88686,0.263642,0.999598,0.996066,0.966156,0.243949,van
0.998214,0.197289,0.288667,0.000001,0.310655,0.915221,0.769188,0.870115,0.99998,0.049807,0.999978,0.924868,opel
0.003623,0.952177,0.133968,0.157517,0.99432,0.214652,0.045964,0.989776,0.992664,0.999995,0.090222,0.659358,bus
0.000674,0.139532,0.458741,0.533212,0.144834,0.094104,0.074407,0.078055,0.999999,0.999985,0.665711,0.023998,opel
0.998786,0.094862,0.296619,0.000001,0.049299,0.941814,0.563788,0.797371,0.999999,0.032729,0.999992,0.013688,opel
0.000097,0.010365,0.978642,0.649183,0.021952,0.998132,0.30444,0.017057,0.999999,0.999869,0.842904,0.045829,saab
0.000037,0.330323,0.82147,0.900193,0.872001,0.094715,0.157165,0.247787,0.999895,0.999998,0.096395,0.341399,van
0.000029,0.933921,0.035298,0.963263,0.995977,0.92253,0.005664,0.976511,0.986305,1,0.003142,0.089273,opel
0.000063,0.00667,0.986149,0.592041,0.008914,0.155778,0.993974,0.002681,1,0.999919,0.701563,0.997231,opel
0.989187,0.102907,0.638614,0.000002,0.099761,0.929888,0.955945,0.033947,0.999916,0.000624,0.999999,0.909735,saab
0.002074,0.44008,0.248623,0.280764,0.961506,0.516361,0.02232,0.803592,0.999727,0.999996,0.161637,0.560803,saab
0.000006,0.041284,0.913454,0.962318,0.062038,0.087248,0.958715,0.005339,0.999999,0.999996,0.230276,0.021851,van
0.007587,0.069928,0.293385,0.061267,0.269606,0.547033,0.033289,0.099598,0.999988,0.998599,0.98305,0.387771,saab
0.000277,0.883727,0.76422,0.683398,0.932459,0.016499,0.126071,0.479467,0.999908,0.999998,0.09398,0.024588,van
0.000018,0.070837,0.912008,0.93893,0.147066,0.998381,0.232279,0.023678,0.999999,0.999998,0.173683,0.012532,saab
0,0.250832,0.084073,0.664667,0.999993,0.827412,0.997826,0.016923,0,0,0.999991,0.071173,van
0.98811,0.138241,0.483572,0.000006,0.028686,0.644979,0.767789,0.139498,0.999998,0.029277,0.999994,0.011648,opel
0.021665,0.379754,0.597884,0.026166,0.430526,0.16137,0.588951,0.271873,0.999994,0.999899,0.776313,0.568864,saab
0.025898,0.214206,0.497827,0.005796,0.383353,0.240776,0.303646,0.024947,0.999522,0.518751,0.999822,0.97784,saab
0.924648,0.03032,0.958633,0.000033,0.045361,0.557279,0.518643,0.151459,0.999999,0.232168,0.999957,0.765094,opel
0.001629,0.511247,0.728092,0.050786,0.023208,0.867806,0.988651,0.006988,0.999985,0.987858,0.992862,0.671129,bus
0.003384,0.914475,0.195079,0.158713,0.993081,0.130681,0.049112,0.995233,0.958726,0.999997,0.045692,0.81736,bus
0.130797,0.075784,0.238176,0.002566,0.220086,0.529191,0.856185,0.096013,0.999994,0.995994,0.985593,0.942471,saab
0.999998,0.809869,0.054242,0,0.078171,0.913619,0.00485,0.999173,0.999999,0.004652,0.999999,0.612902,bus
0.744274,0.048425,0.692816,0.000113,0.016217,0.576305,0.67495,0.029507,0.999999,0.082439,0.999989,0.006553,saab
0.00004,0.814063,0.870286,0.905955,0.987241,0.055717,0.432487,0.606448,0.999025,1,0.006792,0.929025,van
0.000277,0.841577,0.843414,0.666796,0.985204,0.086274,0.028473,0.995336,0.99593,1,0.004419,0.954085,van
0.000815,0.085104,0.955623,0.10562,0.543883,0.18429,0.946258,0.013248,0.99986,0.992674,0.983714,0.891013,van
0.992364,0.510173,0.110505,0.000002,0.199375,0.846801,0.901802,0.307064,0.999345,0.001911,0.999999,0.063554,saab
0.000006,0.044497,0.960183,0.973078,0.069823,0.277149,0.98825,0.017657,0.999999,1,0.008188,0.17599,van
0.458217,0.449847,0.332658,0.000274,0.34614,0.240119,0.472477,0.035151,0.999812,0.078203,0.999982,0.12371,opel
0.999907,0.991614,0.064239,0,0.122238,0.083208,0.047141,0.983797,0.999932,0.001815,0.999999,0.933645,bus
0.00025,0.823836,0.442136,0.288908,0.36901,0.23481,0.970348,0.003985,0.999254,0.997243,0.972986,0.652374,bus
0.000001,0.074489,0.970274,0.996619,0.070765,0.184696,0.752332,0.016108,1,1,0.01313,0.04058,van
0.000419,0.015406,0.883958,0.346301,0.036877,0.451562,0.312791,0.008285,0.999999,0.999391,0.969481,0.101447,saab
0.000089,0.534513,0.809158,0.660733,0.513457,0.645293,0.129318,0.013028,0.999672,0.998513,0.970161,0.060633,saab
0.000028,0.796784,0.132221,0.348669,0.994646,0.411079,0.738785,0.121325,0.000005,0.969685,0.950422,0.04045,bus
0.011985,0.096178,0.421222,0.021846,0.967221,0.207696,0.609069,0.927712,0.993086,0.999804,0.630975,0.302258,van
0.001161,0.635577,0.894318,0.343272,0.980896,0.601025,0.013263,0.997047,0.999198,0.999999,0.014647,0.940376,van
0.00026,0.246253,0.71978,0.462799,0.24486,0.16939,0.970611,0.061051,0.999972,0.999992,0.215835,0.351992,bus
0.000025,0.70527,0.673206,0.815405,0.583167,0.136202,0.593488,0.004245,0.998292,0.998586,0.965069,0.119973,bus
0.992975,0.535561,0.410453,0.000005,0.114666,0.018912,0.542023,0.61139,0.999954,0.09702,0.999981,0.068277,saab
0.000025,0.905086,0.757448,0.975179,0.989651,0.03996,0.117564,0.812206,0.999825,1,0.000725,0.819573,van
0.000359,0.111941,0.204429,0.623025,0.980879,0.798657,0.026543,0.932254,0.998251,0.999999,0.023926,0.438378,opel
0.002377,0.093571,0.388929,0.123496,0.458575,0.414059,0.044869,0.03697,0.999944,0.996445,0.989915,0.831967,saab
0.006063,0.984348,0.05692,0.086556,0.994196,0.162858,0.091967,0.991256,0.83304,0.999992,0.092269,0.108715,bus
0.749085,0.03882,0.99108,0.000095,0.022239,0.940602,0.528618,0.0204,1,0.086503,0.999983,0.974924,saab
0.096368,0.225278,0.094683,0.002843,0.320555,0.134528,0.956833,0.031845,0.999899,0.989089,0.992623,0.886778,opel
0.996738,0.997048,0.030677,0.000001,0.277771,0.536792,0.186256,0.175204,0.996666,0.000014,1,0.958396,bus
0.000205,0.72786,0.531564,0.802758,0.899341,0.494071,0.108663,0.474828,0.999988,1,0.027732,0.431525,saab
0.004825,0.978223,0.059291,0.135054,0.992339,0.083231,0.051282,0.995826,0.969315,0.999997,0.060722,0.099666,bus
0.968032,0.917983,0.038959,0.000008,0.381763,0.154487,0.934888,0.052273,0.997333,0.001427,0.999999,0.11734,saab
0.998856,0.788715,0.21237,0.000001,0.122512,0.028233,0.681794,0.899611,0.999991,0.062454,0.999986,0.239889,opel
0.000481,0.520935,0.123703,0.26305,0.831286,0.924521,0.030424,0.028718,0.995618,0.993316,0.989913,0.126309,opel
0.978987,0.525223,0.886217,0.000007,0.088226,0.886065,0.568737,0.50225,0.999941,0.010309,0.999995,0.260926,saab
0.001681,0.053127,0.888108,0.227339,0.40022,0.927551,0.425977,0.424306,0.999999,0.999996,0.146939,0.968324,opel
0.000003,0.462467,0.961538,0.970603,0.007456,0.893704,0.208837,0.002491,0.999997,0.9996,0.957325,0.056427,bus
0.084846,0.042449,0.933037,0.002093,0.015725,0.813213,0.975229,0.019285,0.999997,0.975374,0.996577,0.073687,saab
0.987298,0.807958,0.381682,0.000004,0.279241,0.015067,0.913465,0.085765,0.998684,0.007173,0.999996,0.799128,saab
0.002027,0.471106,0.376644,0.183671,0.835115,0.085977,0.047026,0.160091,0.999647,0.999741,0.89317,0.244468,saab
0.005521,0.971478,0.090153,0.12386,0.988004,0.124612,0.036654,0.993464,0.991722,0.999996,0.079814,0.348583,bus
0.000001,0.337769,0.991135,0.991805,0.588661,0.03132,0.590168,0.012712,0.999928,0.999997,0.126215,0.115769,van
0.983044,0.024192,0.720632,0.000003,0.081123,0.991601,0.739577,0.289333,0.999965,0.001842,0.999998,0.956272,saab
0.004074,0.337033,0.872573,0.094347,0.284455,0.225111,0.829793,0.089159,0.999994,0.999967,0.538642,0.8982,saab
0.001695,0.237489,0.868253,0.072887,0.730417,0.186805,0.9636,0.024074,0.999565,0.998405,0.940874,0.506154,van
0.063735,0.470235,0.221763,0.006472,0.964429,0.092088,0.685293,0.979098,0.99569,0.999857,0.599154,0.034255,van
0.9602,0.559081,0.371798,0.000006,0.386503,0.726203,0.915614,0.098413,0.998964,0.007453,0.999994,0.72335,opel
0.987752,0.605024,0.490283,0.000003,0.105003,0.888461,0.796948,0.119259,0.999876,0.002977,0.999998,0.033958,saab
0.992465,0.644563,0.445113,0.000003,0.169441,0.025059,0.861806,0.245333,0.999858,0.002303,0.999999,0.325645,saab
0.989077,0.761582,0.079303,0.000007,0.175464,0.104796,0.933755,0.19434,0.999962,0.317609,0.999924,0.119529,opel
0.006564,0.024975,0.848069,0.04618,0.013938,0.17016,0.975351,0.015844,1,0.999753,0.924747,0.282058,opel
0.000026,0.634342,0.571582,0.964487,0.981445,0.160118,0.223301,0.212541,0.999861,1,0.00829,0.14246,opel
0.002639,0.929722,0.120813,0.207353,0.98993,0.048324,0.036705,0.993213,0.988561,0.999997,0.065653,0.497588,bus
0.000011,0.343781,0.799206,0.959149,0.835332,0.021189,0.178025,0.193244,0.999414,0.999997,0.135079,0.332197,van
0.996747,0.09053,0.791547,0.000002,0.078119,0.392104,0.654169,0.733612,0.999992,0.019665,0.999992,0.971477,saab
0.981717,0.558683,0.335781,0.000005,0.512734,0.04147,0.923646,0.423974,0.998893,0.009284,0.999994,0.974685,saab
0.730013,0.933223,0.176382,0.000159,0.071322,0.109992,0.675372,0.146628,0.999987,0.394739,0.999923,0.594923,bus
0.000002,0.060075,0.955673,0.995889,0.238871,0.891319,0.499088,0.056506,1,1,0.001172,0.011413,van
0.999564,0.038115,0.158987,0,0.074677,0.944624,0.622689,0.964116,0.999998,0.077429,0.999978,0.536411,opel
0.000068,0.087482,0.661392,0.880043,0.972699,0.757232,0.027161,0.460931,0.999784,0.999999,0.038018,0.562864,opel
0.000191,0.443779,0.528939,0.770636,0.828018,0.167175,0.072576,0.080319,0.999958,0.999994,0.307936,0.01805,opel
0.985629,0.695943,0.172881,0.000002,0.33701,0.311255,0.918645,0.1729,0.99859,0.000233,1,0.979818,opel
0.007678,0.931793,0.072139,0.089491,0.991471,0.305132,0.087179,0.989203,0.980899,0.999997,0.060692,0.110991,bus
0.000042,0.144738,0.4565,0.963266,0.969003,0.824498,0.025514,0.487406,0.999958,1,0.002755,0.042846,opel
0.001509,0.847478,0.016314,0.246796,0.97991,0.238102,0.228646,0.778212,0.982195,0.999988,0.237155,0.06092,bus
0.002904,0.038245,0.875608,0.155892,0.347967,0.037859,0.935871,0.123355,0.999999,0.999996,0.167147,0.873842,saab
0.000201,0.813293,0.383077,0.789591,0.998771,0.096554,0.046985,0.990145,0.981586,1,0.002855,0.959233,van
0.282129,0.917035,0.026544,0.001473,0.391935,0.14635,0.837299,0.091907,0.999955,0.990108,0.994367,0.108025,opel
0.006085,0.416503,0.154915,0.08361,0.455237,0.371734,0.02262,0.098719,0.999896,0.998387,0.98422,0.045115,opel
0.000146,0.312606,0.914504,0.794175,0.706492,0.053756,0.946535,0.174953,0.999998,1,0.005486,0.429417,van
0.047205,0.722155,0.322888,0.015388,0.013684,0.037489,0.072317,0.399454,1,0.997303,0.994537,0.039538,bus
0.000039,0.141878,0.982932,0.907788,0.151145,0.089392,0.93884,0.022673,0.999999,1,0.025228,0.447404,saab
0.000932,0.614453,0.858046,0.07453,0.060287,0.290571,0.984992,0.003584,0.999955,0.972795,0.996001,0.939004,bus
0.000006,0.102393,0.962855,0.942849,0.091835,0.138103,0.967316,0.003124,0.999995,0.999969,0.561632,0.03761,van
0.902525,0.30214,0.108603,0.000015,0.199134,0.776494,0.633709,0.040429,0.998082,0.000497,1,0.888173,opel
0.000113,0.025565,0.807329,0.690134,0.057628,0.984547,0.086555,0.003888,1,0.999752,0.944178,0.490455,saab
0.005692,0.121611,0.23562,0.094434,0.127823,0.973882,0.069041,0.043542,0.999998,0.999293,0.975725,0.01549,opel
0.94122,0.326347,0.036757,0.000013,0.329091,0.852416,0.802126,0.056775,0.998011,0.001488,0.999999,0.097282,saab
0.000012,0.04161,0.804913,0.957423,0.142337,0.909274,0.748445,0.03064,0.999999,0.999999,0.067796,0.005934,van
0.000005,0.119067,0.961005,0.98696,0.232111,0.193117,0.968994,0.035593,0.999999,1,0.001821,0.228483,van
0.0001,0.021335,0.867398,0.877203,0.753777,0.863641,0.161101,0.364178,0.999996,1,0.008507,0.009205,opel
0.007506,0.955451,0.178518,0.151424,0.984976,0.405553,0.012856,0.99704,0.99827,0.999999,0.024744,0.202684,bus
0.996762,0.179087,0.510818,0.000002,0.239389,0.770034,0.849601,0.732818,0.99999,0.070007,0.999971,0.943247,opel
0.176311,0.5234,0.216041,0.00189,0.975822,0.274362,0.833662,0.954319,0.996044,0.999611,0.74885,0.035736,van
0.000001,0.981836,0.386222,0.999444,0.997463,0.20816,0.006376,0.969516,0.994871,1,0.000104,0.389937,opel
0.000021,0.562693,0.563123,0.886881,0.111853,0.597239,0.267555,0.002095,0.999974,0.999042,0.97833,0.029451,bus
0.000006,0.860032,0.802945,0.995813,0.990277,0.985302,0.001534,0.981852,0.999782,1,0.000106,0.067378,saab
0.000003,0.00566,0.984458,0.990013,0.003803,0.960494,0.520248,0.004526,1,1,0.055528,0.304657,opel
0.000107,0.03409,0.9761,0.655419,0.054603,0.791332,0.928269,0.031794,0.999999,0.999996,0.151694,0.508912,opel
0.000013,0.921639,0.542162,0.981262,0.994642,0.671034,0.018423,0.981356,0.994524,1,0.000507,0.792416,van
0.000333,0.738401,0.975062,0.559364,0.964171,0.15697,0.137614,0.743838,0.999681,0.999998,0.048798,0.096186,van
0.998172,0.716653,0.034408,0.000003,0.368392,0.025109,0.641864,0.959749,0.99995,0.452507,0.999873,0.04557,opel
0.980682,0.922683,0.203667,0.000004,0.423778,0.064699,0.943521,0.054302,0.997527,0.000136,1,0.694881,saab
0.030101,0.815329,0.199536,0.012812,0.948294,0.028084,0.92642,0.708547,0.997426,0.999896,0.58909,0.091865,van
0.027345,0.018692,0.76847,0.014382,0.046037,0.9862,0.040624,0.051133,1,0.993402,0.996133,0.113438,saab
0.955388,0.010567,0.870306,0.000005,0.070067,0.996366,0.793607,0.258179,0.999939,0.000693,0.999999,0.998502,saab
0.000115,0.053512,0.707514,0.849872,0.494154,0.99481,0.018846,0.364374,0.999998,1,0.027245,0.101879,saab
0.958622,0.252908,0.566148,0.000012,0.226627,0.772552,0.718963,0.489111,0.999939,0.024823,0.999988,0.941634,saab
0.000296,0.804802,0.159916,0.568303,0.920408,0.214002,0.836296,0.033541,0.999897,0.99999,0.289672,0.57386,bus
0.000299,0.900343,0.257317,0.47404,0.928365,0.133641,0.798247,0.045842,0.997686,0.999933,0.570575,0.22724,bus
0.051725,0.872324,0.392894,0.001954,0.114075,0.453294,0.980618,0.017303,0.99988,0.582048,0.999711,0.793615,bus
0.000065,0.11169,0.962038,0.808479,0.274024,0.038847,0.983743,0.043099,0.999997,0.999999,0.045054,0.950546,van
0.000376,0.61091,0.647572,0.759462,0.912438,0.029114,0.388308,0.386811,0.999992,1,0.009304,0.740331,saab
0.962011,0.052619,0.59231,0.000027,0.051475,0.097017,0.428066,0.365011,0.999997,0.396542,0.999938,0.0153,opel
0.001926,0.9728,0.097041,0.186112,0.995236,0.051205,0.263005,0.845172,0.971247,0.999971,0.295891,0.944602,bus
0.78601,0.233489,0.465277,0.000087,0.033345,0.689477,0.819006,0.023493,0.999996,0.159745,0.999973,0.013208,opel
0.000028,0.897608,0.218083,0.963677,0.998254,0.134019,0.022563,0.94766,0.977026,1,0.003985,0.912043,opel
0.000547,0.947743,0.931189,0.463006,0.980249,0.108403,0.180068,0.912229,0.998109,0.999998,0.029676,0.294754,van
0.000305,0.049679,0.989955,0.510737,0.016536,0.083306,0.983892,0.013764,1,0.999997,0.177511,0.627789,saab
0.012466,0.951764,0.114479,0.068603,0.991907,0.449044,0.076301,0.990119,0.99774,0.999996,0.090839,0.390011,bus
0.00824,0.963915,0.263521,0.013292,0.070444,0.25924,0.975356,0.013306,0.999737,0.865105,0.999193,0.042152,bus
0.977149,0.546731,0.541701,0.000004,0.26848,0.04447,0.943658,0.037645,0.999533,0.000595,0.999999,0.964176,opel
0.927907,0.619399,0.019552,0.000048,0.221973,0.027681,0.96109,0.087701,0.999923,0.838762,0.999506,0.202593,opel
0.000204,0.939886,0.041024,0.399472,0.975605,0.697012,0.503805,0.055913,0.921145,0.998767,0.918223,0.461925,bus
0.13932,0.140396,0.236204,0.001581,0.156152,0.971514,0.26097,0.020624,0.999984,0.64631,0.999838,0.015027,saab
0.001959,0.685312,0.448677,0.111236,0.093369,0.066629,0.597059,0.003713,0.999991,0.984586,0.997831,0.362374,bus
0.003518,0.185183,0.90759,0.039456,0.72819,0.289074,0.940222,0.076565,0.999801,0.999045,0.900112,0.965689,van
0.001379,0.510029,0.279105,0.255229,0.908102,0.020098,0.481115,0.247179,0.999836,0.999973,0.467152,0.731547,opel
0.000028,0.218626,0.603989,0.86525,0.039925,0.536323,0.512696,0.001472,0.999998,0.999573,0.967264,0.033204,bus
0.000837,0.178671,0.481701,0.490788,0.931076,0.902219,0.009067,0.827903,0.999939,0.999999,0.071796,0.454363,saab
0.997715,0.447961,0.291857,0.000002,0.187867,0.307267,0.57723,0.720993,0.999973,0.101014,0.999977,0.023964,saab
0.00025,0.319481,0.610602,0.605857,0.757786,0.844345,0.062551,0.092897,0.999911,0.99998,0.465487,0.315953,saab
0.974206,0.662259,0.070637,0.000009,0.369838,0.806385,0.843968,0.145739,0.999855,0.042078,0.999985,0.350353,saab
0.001129,0.807882,0.250883,0.440143,0.965185,0.894658,0.035791,0.866289,0.999675,0.999999,0.039336,0.121083,saab
0.000037,0.017492,0.980046,0.781976,0.002255,0.951918,0.507634,0.002222,1,0.999617,0.961706,0.010336,opel
0.001396,0.064122,0.797935,0.107469,0.048746,0.023506,0.576567,0.003058,0.999989,0.968772,0.99874,0.046417,opel
0.023131,0.006929,0.982475,0.006145,0.010515,0.529755,0.988885,0.006247,1,0.983446,0.995929,0.881721,saab
0.000003,0.993633,0.604215,0.997327,0.994549,0.038943,0.007194,0.985594,0.998116,1,0.000282,0.71088,van
