@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N3-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.014694,0.749874,0.000914,9
0.48824,0.999902,0.991463,6
0.000559,0.000736,0.292266,8
0.998858,0.969033,0.001771,0
0.000148,0.00152,0.922981,7
0.034196,0.99993,0.995537,6
0.999999,0.1777,0.000063,0
1,0.649305,0.000549,0
0.000002,0.000037,0.00261,1
0.020838,0.007537,0.000002,1
0.000005,0.995221,0.000777,9
0.730827,0.928796,0.00017,4
0.000061,0.999586,0.022705,9
0.028061,0.009586,0.999506,7
0.00005,0.532666,0.015916,9
0.000014,0.926542,0.000814,9
1,0.651732,0.002221,0
1,0.084634,0.000042,0
1,0.98833,0.126123,0
0.00011,0.842559,0.002663,9
0.083632,0.99996,0.9937,6
0.999923,0.999917,0.986269,0
0.000005,0.000998,0.98751,2
0.007514,0.001059,0.997856,7
0.000007,0.005271,0.991797,2
0.999996,0.001034,0.999138,5
0.000359,0.997734,0.998082,6
0,0.280741,0.088859,5
0.126301,0.021677,0.996822,7
0.993716,0.999425,0.999713,0
0.999999,0.007745,0.999382,5
0.000008,0.852125,0.001839,9
0.001162,0.01037,0.905376,8
0.000001,0.015727,0.001401,1
0.021086,0.04078,0.997359,7
0.712944,0.731089,0.999976,8
0.000072,0.020712,0.99925,2
0.998054,0.931737,0.998331,8
0,0.990124,0.622478,5
0.999176,0.936356,0.999887,8
0.999995,0.970805,0.997021,8
0,0.989044,0.085218,5
0.999999,0.997549,0.344836,0
0.000014,0.003259,0.986964,2
0.028095,0.950754,0.966599,4
0.000003,0.733027,0.020123,3
0.039794,0.999797,0.998179,6
0.000052,0.003882,0.000963,1
0.999999,0.958036,0.0048,8
0.004245,0.624023,0.5013,8
0.032858,0.999677,0.116866,4
0.000206,0.999719,0.00061,9
0.00038,0.002698,0.999649,2
0.047692,0.999955,0.993026,6
0.000368,0.986038,0.006432,9
0.000007,0.933901,0.003395,9
0.997285,0.999277,0.04461,4
0.634495,0.98705,0.118955,4
0.055301,0.999805,0.997835,6
0.000003,0.767235,0.03653,3
0.000275,0.353047,0.980177,8
0.999991,0.010322,0.999892,5
0.862161,0.999814,0.933343,6
0.000059,0.000062,0.723999,7
0.000013,0.98683,0.001051,9
0.626283,0.360612,0.000411,4
0.001419,0.001363,0.989705,7
0.000002,0.665373,0.08809,3
0.003502,0.282366,0.999512,8
0.15893,0.966592,0.004523,4
0.99999,0.031216,0.99971,5
0,0.553579,0.065966,5
0.000024,0.046194,0.097021,9
0.000003,0.273739,0.008599,3
0,0.013059,0.016284,1
1,0.998286,0.439687,0
0.000669,0.999602,0.99917,6
0.000001,0.291983,0.016233,3
0.000014,0.999978,0.999248,6
0.002711,0.987866,0.737182,4
1,0.809512,0.002576,0
0.000001,0.165642,0.045044,3
0.001345,0.954694,0.437299,3
0.000035,0.001298,0.273224,7
0.000186,0.009663,0.999612,1
1,0.146404,0.992063,5
0.000023,0.721874,0.000067,9
0.000348,0.012029,0.999862,2
0.627718,0.04552,0.994138,8
0.999996,0.996573,0.995547,8
0.518148,0.191441,0.999977,7
0.000002,0.259825,0.005221,3
0.000036,0.930411,0.007528,3
0.003598,0.094731,0.733743,8
1,0.913121,0.012195,0
0.000009,0.066415,0.01097,1
0.000003,0.000271,0.750673,2
0.010294,0.000142,0.000006,1
0.006726,0.991339,0.975028,4
0.000045,0.033021,0.000284,7
0.169552,0.019598,0.999962,7
0.001883,0.00073,0.000007,1
0.999998,0.000968,0.99938,5
0.768807,0.997083,0.261138,4
0.000951,0.002449,0.000008,1
0.000921,0.002348,0.990475,7
0.999999,0.849769,0.054689,8
0.000016,0.97262,0.006124,9
0.000019,0.002895,0.000058,1
0.244643,0.002675,0.991719,7
0.999614,0.178972,0.000207,4
0.385412,0.995017,0.092401,4
0.000466,0.002112,0.99829,7
0.000047,0.002809,0.998919,2
0.999984,0.000001,0.000001,9
0.000017,0.000508,0.9873,7
0.000008,0.001804,0.996518,1
0.000001,0.985832,0.153365,5
0.105028,0.0402,0.998849,7
0.000001,0.679914,0.076505,3
0.938141,0.999179,0.115419,4
0.000002,0.997203,0.006555,9
0.000097,0.018593,0.999455,2
0.000165,0.9879,0.000249,9
0.000002,0.240988,0.031862,3
0.000003,0.04544,0.006205,3
0.998407,0.392822,0.99988,8
0.000069,0.000655,0.961259,7
0.000121,0.003387,0.992571,2
0.006698,0.019366,0.984631,8
1,0.99958,0.305994,0
0.999999,0.162378,0.999185,5
0.003683,0.001031,0.997626,7
0.999999,0.99695,0.701774,0
0.999993,0.003132,0.998362,5
0.000449,0.000807,0.000027,1
0.000003,0.573052,0.022517,3
0.126862,0.99767,0.373281,4
0.00001,0.787605,0.020139,3
0.999996,0.033457,0.279399,8
0.997372,0.99945,0.917357,0
0.006142,0.999939,0.996668,6
0.000004,0.004677,0.998224,1
1,0.999135,0.18993,0
0.000001,0.869971,0.008185,3
1,0.982564,0.045609,0
0.999977,0.00128,0.999612,5
0.000216,0.996576,0.627792,5
1,0.703041,0.000455,0
0.000002,0.273861,0.027635,3
0.926893,0.289233,0.999981,8
0.000756,0.001287,0.000007,1
0.922347,0.361455,0.999945,8
0.43163,0.999905,0.845464,4
1,0.117344,0.000067,0
0.000458,0.003696,0.999728,2
0.00156,0.018885,0.995474,2
0.000006,0.516524,0.008056,3
0.00053,0.433516,0.693714,7
0.026209,0.432963,0.999374,8
0.000001,0.546813,0.036716,3
0.000031,0.000649,0.9718,7
0.571254,0.931331,0.999995,8
0.000001,0.886911,0.243671,3
0.000397,0.999279,0.998654,6
0.999998,0.191902,0.999424,5
0.000036,0.001106,0.002126,1
0.999991,0.125325,0.999804,5
0.09093,0.999365,0.123154,4
0.999965,0.99965,0.972515,0
0.900182,0.990932,0.020872,4
0.000024,0.009894,0.000253,7
0.000027,0.003371,0.997498,2
0.000164,0.001989,0.000018,1
0.999992,0.997511,0.998931,8
0.766912,0.997792,0.656205,4
0.999992,0.997578,0.167542,0
0.000033,0.004776,0.724761,1
0.34185,0.999921,0.988932,6
0.999994,0.0015,0.99867,5
0.000042,0.915714,0.00192,9
0.999752,0.970523,0.999139,8
0.959928,0.999772,0.978335,6
0.999921,0.778225,0.99954,8
0.999902,0.03856,0.999919,5
0.999981,0.256957,0.999966,5
0,0.001191,0.007505,1
0.002432,0.004548,0.000052,1
0.116099,0.999162,0.847935,4
0.999967,0.993797,0.254297,0
0.000003,0.946993,0.059914,9
0.173752,0.999153,0.01945,4
0.000058,0.009025,0.996005,2
0.090465,0.999936,0.996075,6
0.999925,0.000795,0.980588,5
0.000009,0.243901,0.011196,3
0.026758,0.999959,0.997523,6
0.999998,0.987174,0.301605,8
0.902224,0.994982,0.011489,4
0.000029,0.65043,0.064538,3
0.000254,0.00019,0.441586,7
0.095163,0.999514,0.932222,6
0.007418,0.999893,0.999677,6
0.000003,0.985998,0.08753,9
0.000261,0.021323,0.99948,2
0.011012,0.999878,0.990796,6
0.999875,0.957123,0.999722,8
0.000008,0.001928,0.018594,1
0.000442,0.000135,0.000011,1
0.925946,0.431424,0.99996,8
0.006253,0.001618,0.998166,7
0.999995,0.999858,0.979488,0
0.000819,0.464806,0.001289,9
1,0.986906,0.031897,0
0.000116,0.01139,0.000075,7
0.999968,0.741884,0.001376,0
0.306539,0.001524,0,1
0.00418,0.999966,0.99986,6
0.000013,0.994677,0.011596,9
0.999997,0.026479,0.999467,5
0.000624,0.000476,0.000009,1
0.000007,0.058714,0.026755,3
0.999999,0.992014,0.041814,0
0.070048,0.999805,0.926459,4
0.005901,0.000231,0.000001,1
0.99999,0.999845,0.903771,0
0,0.292536,0.071212,5
0.999995,0.00676,0.998237,5
0.087272,0.99988,0.823999,4
0.999999,0.001153,0.998931,5
0.000011,0.999881,0.881609,5
0.000001,0.99832,0.156247,5
0.000001,0.484653,0.055636,3
0.99975,0.714985,0.988736,8
0.000023,0.00046,0.000393,1
0.000028,0.006376,0.996438,2
0.008161,0.00373,0.980918,7
0.000017,0.000013,0.000997,2
0.00002,0.000271,0.757964,1
0.000001,0.999918,0.653124,5
0.099541,0.984617,0.000243,4
0.999998,0.998974,0.879201,0
0.000056,0.000466,0.99762,7
1,0.991971,0.053656,0
0.02564,0.999745,0.982582,6
0.000009,0.184887,0.001872,3
0,0.965115,0.16575,5
0.000002,0.761503,0.948786,1
0.000007,0.284348,0.01253,3
0.000022,0.014072,0.000672,7
0.000035,0.001084,0.0017,1
0.997724,0.997515,0.999989,8
1,0.055512,0.000067,0
0.382884,0.999874,0.986531,6
0.050353,0.999837,0.999639,6
0.021632,0.994048,0.002575,4
0.000302,0.007265,0.864979,7
0.000153,0.000166,0.844084,7
0.002148,0.004198,0.998322,7
0.001699,0.001889,0.000002,1
1,0.43072,0.995369,5
0.000025,0.017501,0.000498,7
0.045494,0.997012,0.857213,4
1,0.413997,0.000048,0
0.178753,0.002156,0.998029,7
0.999995,0.004346,0.999465,5
0.003918,0.00092,0.000044,1
0.000004,0.777969,0.204112,3
0.000009,0.010812,0.9941,2
1,0.84251,0.004336,0
0.598381,0.999924,0.786947,4
0.856136,0.960354,0.010251,4
0.827691,0.99991,0.890369,6
0.000053,0.996486,0.040602,9
0.999989,0.69654,0.979914,8
0.999998,0.99933,0.864831,0
0.020792,0.322568,0.000257,4
0.000005,0.97078,0.156927,5
0.99998,0.681029,0.985546,8
0.000003,0.006047,0.996465,2
0.000001,0.909186,0.017798,3
1,0.084467,0.000008,0
0.00001,0.380146,0.003129,3
1,0.213056,0.000124,0
0.000157,0.022306,0.999188,2
0.000008,0.285175,0.008566,3
0.000006,0.00057,0.948848,2
0.913329,0.993324,0.002086,4
0.000979,0.931677,0.000335,9
0.530083,0.998564,0.006557,4
0.999998,0.61347,0.999846,5
1,0.008837,0.000006,0
0.999998,0.283634,0.999651,5
0.000007,0.002642,0.997508,2
1,0.963694,0.006009,0
0.003616,0.002992,0.901288,8
0.000718,0.001942,0.998237,7
0.000113,0.578552,0.071691,3
0.375847,0.249725,0.999758,8
0.000017,0.749778,0.100498,3
0,0.035832,0.017304,5
0.00001,0.999777,0.784258,5
0.596416,0.998193,0.09055,4
0.999987,0.999877,0.893032,0
0.999351,0.885369,0.00159,4
0.677334,0.999885,0.995276,6
1,0.945043,0.00283,0
0.138443,0.998149,0.513737,4
0.000009,0.870624,0.027376,3
0.000017,0.934384,0.000418,9
1,0.297188,0.000248,0
0.000024,0.000241,0.016181,2
0.99964,0.994283,0.999772,8
0.000003,0.824951,0.000209,9
0.863706,0.560655,0.000101,4
0.292896,0.020537,0.999862,7
0.999986,0.099726,0.32452,8
0.999973,0.999895,0.944432,0
0.000008,0.973325,0.067583,9
0,0.96716,0.007562,9
0.704662,0.983792,0.942299,4
0.000039,0.011979,0.999321,1
0.999999,0.522669,0.9997,5
0.030536,0.003472,0.997741,7
0.000036,0.999398,0.999583,6
0.000028,0.001175,0.000371,1
0.925579,0.853381,0.003101,4
0.000086,0.007828,0.99868,2
0.005746,0.0025,0.998916,7
0.000005,0.999572,0.890227,5
0.999999,0.998529,0.575766,0
0.000905,0.999755,0.997756,6
0.615307,0.999932,0.828428,4
0.000023,0.00544,0.002106,3
0.999996,0.00073,0.998352,5
0.003274,0.99986,0.999938,6
0.00004,0.001462,0.000099,1
0.998959,0.230569,0.990752,8
0.957029,0.988075,0.037522,4
0.000242,0.807762,0.937221,8
0.000004,0.000476,0.956536,2
0.000007,0.004462,0.996342,2
0.002342,0.002303,0.000004,1
0.000017,0.981174,0.390875,5
0.999998,0.053993,0.000009,0
0.000074,0.204934,0.003797,9
0.000023,0.012421,0.040324,2
0.950002,0.993117,0.010239,4
0.000368,0.996557,0.999785,6
0.999969,0.997082,0.996966,8
0.000023,0.013941,0.999692,1
0.999936,0.000027,0.992757,5
1,0.007916,0.996688,5
0.000001,0.623719,0.064897,3
0.000026,0.001915,0.000125,1
0.172467,0.999979,0.999093,6
0.000001,0.011278,0.013075,1
1,0.001742,0.000005,0
0.000094,0.208078,0.998151,2
0.000028,0.743055,0.16006,3
0.000084,0.977734,0.000344,9
0.294028,0.999929,0.995938,6
0.000152,0.003438,0.999455,2
0.000003,0.453356,0.00389,3
0.999999,0.043015,0.999032,5
0.056637,0.455144,0.445603,7
0.999945,0.991393,0.998861,8
0,0.936926,0.016175,9
0.329642,0.987793,0.046295,4
0.999998,0.024716,0.999691,5
1,0.990303,0.377946,0
0.000014,0.959834,0.091666,3
0.000012,0.922537,0.002675,9
0.98117,0.999735,0.663116,4
0.164385,0.999348,0.385854,4
0.999997,0.001277,0.000003,0
0.000045,0.999841,0.999837,6
0.000007,0.529491,0.025714,3
0.973707,0.984186,0.014191,4
0.000007,0.561694,0.002229,3
1,0.019294,0.999147,5
0.000019,0.001662,0.940376,8
0.587009,0.739007,0.000089,4
0.008573,0.000117,0,1
0.000001,0.933235,0.002686,9
0.282401,0.000388,0,1
0.000006,0.963031,0.00096,9
0.023313,0.999887,0.996415,6
0.000158,0.957205,0.023063,3
0.000572,0.955334,0.003284,9
0.993722,0.999944,0.98452,6
0.000007,0.012,0.113941,9
0.000423,0.113365,0.999588,8
0.000007,0.115942,0.00373,3
0.000047,0.002474,0.000061,1
0.000212,0.000087,0.00002,1
1,0.984397,0.353154,0
0.002327,0.313841,0.000398,9
0.000004,0.641389,0.024316,3
0.000001,0.829236,0.038988,3
0.000102,0.001248,0.998902,7
0.999987,0.999623,0.976442,0
0.009301,0.999911,0.999376,6
0.999999,0.090574,0.999792,5
0.000913,0.02004,0.004947,9
0.999995,0.970937,0.989089,8
0.034375,0.229694,0.997,8
0.999827,0.99917,0.992589,0
0.00002,0.689285,0.015879,3
0.01186,0.988265,0.000354,9
0.000043,0.001445,0.126077,7
1,0.956703,0.077397,0
0.000939,0.86983,0.001861,9
0.000005,0.000411,0.251093,1
0.03854,0.999693,0.746869,4
0.002845,0.000398,0.000003,1
0.999999,0.384865,0.030097,8
0.033619,0.999977,0.998237,6
0.107436,0.601921,0.002327,9
0.000075,0.005609,0.999123,2
0.000015,0.002605,0.932412,2
0.000012,0.000456,0.620561,1
0.000607,0.005848,0.010243,9
0.981554,0.137912,0.994598,8
0.000011,0.268731,0.008607,3
0.000001,0.324524,0.020258,3
0.999995,0.99895,0.550009,0
0.999999,0.004601,0.999575,5
0.00002,0.999702,0.003876,9
0.269654,0.011303,0.999822,7
0.999998,0.981002,0.706005,8
0.998064,0.999974,0.99874,0
0,0.977178,0.349819,5
0.00001,0.006643,0.997342,2
0.320721,0.999607,0.733453,4
0.000347,0.001383,0.994951,2
0.000322,0.985315,0.000116,9
0.156463,0.998478,0.310881,4
0.999946,0.616608,0.998012,8
0.000001,0.840171,0.100823,3
0.000016,0.68637,0.283849,9
0.000028,0.004965,0.999203,2
0.000003,0.229754,0.039854,3
0.999948,0.999354,0.975624,0
0.921492,0.997186,0.281492,4
0.999997,0.00077,0.998224,5
0.000134,0.000465,0.998777,7
1,0.030147,0.992903,5
0,0.020753,0.859709,2
0.000048,0.00778,0.000433,1
0.000014,0.403511,0.024628,3
0.99987,0.967681,0.999662,8
0.999996,0.01378,0.986743,8
0.040582,0.995191,0.003286,4
0.929296,0.999436,0.576974,4
0.999998,0.998545,0.952539,0
0.000018,0.001074,0.000097,1
0.999101,0.929581,0.999784,8
0.999978,0.996242,0.45431,0
1,0.018855,0.000035,0
0.00217,0.990947,0.003439,9
0.07516,0.999577,0.994468,4
0.013709,0.999097,0.507163,4
0.999999,0.001946,0.999226,5
0.002267,0.999972,0.999808,6
0.000002,0.711996,0.072161,3
1,0.968567,0.017926,0
0.000041,0.000657,0.916971,7
0.995334,0.99518,0.027833,4
1,0.162499,0.994755,5
1,0.978218,0.023989,0
0.000008,0.768628,0.027865,3
0.000165,0.999062,0.999915,6
0.000018,0.767714,0.051746,3
0.138268,0.996699,0.570338,4
0.040843,0.019503,0.99969,7
0.000031,0.001186,0.938,7
0.000068,0.804766,0.000316,9
0.001618,0.001981,0.000007,1
1,0.000266,0.000001,0
0.99998,0.000286,0.998767,5
0.994507,0.211045,0.999983,8
0.016803,0.999982,0.998354,6
0.000779,0.999639,0.996117,4
0.00107,0.000767,0.000006,1
0.013775,0.999986,0.99951,6
0.000017,0.002069,0.000612,7
0.99979,0.971043,0.999845,8
0.000001,0.792947,0.041889,3
0.000024,0.005002,0.998819,1
0.000014,0.368486,0.365444,9
0.000007,0.015924,0.998014,2
0.568706,0.558828,0.994945,8
0.000022,0.002252,0.995986,2
0.968137,0.998721,0.036472,4
0.000056,0.000532,0.000044,1
0.000006,0.93677,0.001653,9
1,0.020289,0.000053,0
1,0.989376,0.029434,0
0.000042,0.000762,0.998415,2
0.001351,0.00175,0.999128,7
0.161089,0.003497,0.999347,7
0.000007,0.31371,0.02194,3
0.999999,0.98121,0.345566,8
0.000004,0.01999,0.002591,3
0.003606,0.999831,0.998218,6
0.330375,0.999803,0.946853,4
0.999841,0.025185,0.999931,5
1,0.09715,0.000023,0
0.999999,0.006377,0.999173,5
1,0.020791,0.997994,5
0.533584,0.975573,0.010165,4
0.001375,0.060749,0.994473,8
1,0.007394,0.997354,5
0.000001,0.859251,0.061186,3
0.988205,0.429669,0.675875,8
0.000097,0.000836,0.000024,1
0.011089,0.999912,0.964262,4
0.000086,0.003827,0.00006,1
0.000007,0.893621,0.000282,9
0.999656,0.998598,0.000254,0
0.000049,0.00037,0.125301,7
0.000067,0.004839,0.996176,2
0.118978,0.99971,0.952319,6
0.000019,0.999927,0.670758,5
0.000001,0.000595,0.002456,1
0.000679,0.999423,0.999952,6
0.000028,0.030534,0.000159,3
0.075666,0.998075,0.166596,4
0.000017,0.969968,0.003397,9
0.000142,0.000486,0.000549,7
0.999944,0.54267,0.004624,0
0.000048,0.000007,0.461926,1
0.000015,0.00713,0.000672,3
0.011811,0.331191,0.003517,9
0.001255,0.02008,0.905434,8
0.999999,0.998434,0.806787,8
0.550605,0.981348,0.003734,4
0.003003,0.533469,0.99929,8
0.122656,0.015831,0.999673,7
0.988072,0.12239,0.995284,8
0,0.078068,0.03796,3
0.999789,0.955505,0.999497,8
0.002064,0.999853,0.734265,4
0.000258,0.006437,0.002931,1
0.000067,0.003118,0.998726,2
0.000049,0.996798,0.999895,6
0.000013,0.994949,0.001217,9
0.000002,0.160775,0.026845,3
0.000014,0.886573,0.00125,9
0.000006,0.000466,0.94201,2
0.999999,0.998617,0.352559,0
0.002767,0.002607,0.000082,1
0.000038,0.006895,0.999223,2
0.000526,0.009798,0.986578,2
1,0.019463,0.996971,5
0.000013,0.002811,0.997638,2
0.000412,0.999975,0.999867,6
0.000002,0.823306,0.034199,3
0.999877,0.016991,0.999948,5
0.329986,0.133838,0.998553,8
1,0.969701,0.007362,0
1,0.184782,0.000039,0
0.996915,0.860141,0.999935,8
0.004281,0.12301,0.998383,8
0.000013,0.002447,0.204498,2
0.000011,0.000145,0.768105,1
0.941857,0.988967,0.011307,4
0.00002,0.847912,0.973536,1
0.153786,0.994869,0.96483,4
1,0.994384,0.684654,0
0.000001,0.99033,0.011418,9
0.884141,0.959166,0.003603,4
1,0.982269,0.028586,0
0.215307,0.999767,0.359936,4
0.000252,0.000096,0.98883,7
0.000038,0.006265,0.000074,1
0.000009,0.992539,0.003996,9
0.735771,0.988436,0.003101,4
0.004076,0.999886,0.996827,6
0.000064,0.009102,0.000028,1
0.999872,0.999864,0.996027,0
0.002824,0.002917,0.000002,1
0.078398,0.083762,0.999563,8
0.00023,0.009954,0.998952,8
0.000001,0.242401,0.044618,3
0.000005,0.000012,0.032905,1
0.000987,0.006121,0.000018,1
0.133141,0.995215,0.001511,4
0.000071,0.020856,0.999918,2
0.000003,0.238475,0.002977,3
0.00048,0.001208,0.000033,1
0.980097,0.999611,0.019647,4
0.951954,0.994088,0.025175,4
0.048628,0.822315,0.000162,4
0.00008,0.000069,0.385255,7
0.328489,0.999836,0.870046,4
0.999987,0.023727,0.867259,8
0.000037,0.000505,0.001115,1
1,0.564608,0.000255,0
0.000004,0.71869,0.011268,3
0.606514,0.641587,0.00015,4
0.000127,0.000081,0.000021,1
0.000898,0.999005,0.999689,4
0.000002,0.002149,0.980741,2
0.000001,0.684657,0.018397,3
0.000283,0.782717,0.00001,9
0.00003,0.998859,0.003537,9
0.000566,0.002692,0.997819,2
0.000007,0.000023,0.369056,2
0.999989,0.745749,0.995562,8
0.000025,0.000376,0.000141,1
0.000716,0.000086,0.000014,1
0.000007,0.987405,0.070508,9
0.000003,0.52746,0.24091,3
0.999769,0.903669,0.999149,8
0.000001,0.282603,0.01147,3
0.000004,0.351669,0.007694,3
0,0.406156,0.019121,3
0.000009,0.004224,0.966209,2
0.000755,0.0038,0.994203,7
0,0.37284,0.050025,5
0,0.006339,0.42513,1
0.000001,0.324472,0.003102,3
0.391847,0.993913,0.058614,4
0.000008,0.008998,0.909306,2
0.999987,0.003496,0.998682,5
0.557129,0.910864,0.001542,4
0.000002,0.004119,0.019272,8
1,0.825583,0.001747,0
0.000018,0.021831,0.997484,2
0.999999,0.032133,0.99878,5
0.999996,0.008706,0.999721,5
0.000016,0.839513,0.000505,9
0.614972,0.035371,0.999848,7
0.005038,0.999899,0.997972,6
0.001179,0.995508,0.003279,9
0.000061,0.000657,0.99855,2
0.000239,0.000205,0.978209,7
0.000104,0.001329,0.6676,7
0.07826,0.998856,0.002477,4
0.994543,0.923727,0.001722,4
0.999996,0.999831,0.841989,0
0.000178,0.120279,0.999381,2
0.000006,0.009755,0.000978,3
0.000014,0.998945,0.01288,9
0.000006,0.00466,0.006708,7
0.726466,0.629237,0.000092,4
0.999998,0.986122,0.997856,8
0.279526,0.886864,0.000452,4
0.000757,0.002269,0.000012,1
0.044904,0.002235,0.999376,7
0.462619,0.989155,0.004534,4
0.41518,0.994129,0.022959,4
0.999991,0.999087,0.32025,0
0.000006,0.411665,0.008567,3
0.000172,0.001876,0.00005,1
0.00001,0.001972,0.963203,8
0.00058,0.999971,0.999669,6
0.00004,0.05684,0.999408,2
0.999943,0.999452,0.983157,0
0.032861,0.99953,0.768827,4
0.999999,0.995547,0.722299,0
0.991836,0.751167,0.999919,8
0.14045,0.995559,0.889307,4
0.000645,0.042131,0.000696,7
0.00677,0.672805,0.999213,8
0.000145,0.853655,0.001113,9
0.896097,0.999872,0.996676,6
0.001882,0.000057,0.000001,1
0.999999,0.035614,0.999354,5
0.000087,0.137556,0.999878,8
0.000721,0.000453,0.000005,1
0.004052,0.996975,0.032287,4
0.045387,0.999647,0.794498,4
0.000004,0.990318,0.04504,9
0.000169,0.003507,0.000158,1
1,0.951196,0.013707,0
0.012908,0.996048,0.996446,4
0,0.941185,0.010145,5
0.174417,0.990129,0.000192,4
0.000012,0.869137,0.097106,3
0.999999,0.001286,0.996921,5
0.000131,0.167213,0.999976,2
0.00001,0.972139,0.000628,9
0.206939,0.963092,0.767796,4
0.10542,0.008864,0.997868,7
0.001358,0.004275,0.971386,7
0.002876,0.999924,0.997616,6
0.000376,0.999932,0.997849,6
0.000727,0.582648,0.85556,7
0.000038,0.001433,0.994967,2
0,0.754932,0.232002,5
0.002359,0.72641,0.004745,9
0,0.988734,0.293894,5
0.442724,0.444902,0.999867,8
0.000002,0.223199,0.013517,3
0.000009,0.001253,0.762484,2
0.004813,0.000116,0.965624,7
1,0.998079,0.354731,0
0.999995,0.000023,0,9
0.012606,0.999915,0.966361,4
1,0.484156,0.999148,5
0.000015,0.999841,0.022193,9
0.999989,0.08328,0.99484,8
0.151481,0.999948,0.995218,6
0.000389,0.007891,0.99586,8
0.000012,0.000695,0.983794,2
0.03303,0.99961,0.997454,6
1,0.993508,0.048367,0
0.000748,0.001654,0.00001,1
0.999998,0.983031,0.970726,8
0.997036,0.393811,0.000104,4
0.999996,0.001567,0.998241,5
0.00062,0.002367,0.990746,7
0.012844,0.003538,0.000001,1
1,0.972604,0.046204,0
0.000593,0.000184,0.000007,1
0.000009,0.999826,0.999427,6
0.000098,0.997551,0.999744,6
0.000146,0.001337,0.93763,7
0.999989,0.000146,0.998938,5
0.002508,0.001054,0.000004,1
0.0176,0.640027,0.858353,7
0.004319,0.999971,0.999879,6
0.000002,0.113763,0.008062,3
0.621986,0.396611,0.00039,4
0.000018,0.00871,0.999109,2
0.000002,0.741345,0.077895,3
0.000006,0.974913,0.999804,6
0.014693,0.999876,0.999821,6
0.000235,0.01468,0.000055,7
0.000009,0.303065,0.192331,1
0.002227,0.999962,0.997611,6
0.999983,0,0,9
0.288659,0.224418,0.999697,8
1,0.165738,0.997311,5
0.000006,0.193402,0.011233,3
0.00054,0.999286,0.999977,6
0.999997,0.998622,0.088515,0
1,0.998665,0.854484,0
0.401599,0.768946,0.999412,8
0.000001,0.999149,0.0037,9
0.000001,0.870394,0.116284,3
0.006206,0.003574,0.989015,7
0.000545,0.000722,0.70753,7
0.999999,0.118484,0.99952,5
0.527764,0.999482,0.960469,4
0.002541,0.000851,0.000111,1
0.000002,0.181363,0.005778,3
0.009056,0.002293,0.000001,1
0.001342,0.038841,0.99981,2
0.999873,0.569911,0.997226,8
0.025302,0.999758,0.960136,4
0.007198,0.008791,0.995439,7
0.000004,0.689287,0.040534,3
0.16398,0.28121,0.988907,8
0.034072,0.999861,0.996591,6
0.920314,0.994115,0.181507,4
0.011341,0.999846,0.99941,6
0.279711,0.010133,0.999725,7
0.000011,0.005277,0.99756,2
0.000005,0.948269,0.00119,9
0.693577,0.999957,0.970916,4
0.003108,0.001249,0.000002,1
0.601191,0.999933,0.496234,4
1,0.09857,0.000177,0
0.025544,0.999976,0.998483,6
0.531758,0.998665,0.633219,4
0.000003,0.923377,0.25666,3
0.154549,0.999912,0.995539,6
0.000004,0.608583,0.09099,3
0.000043,0.999026,0.001601,9
0.000135,0.169807,0.419666,1
0.000216,0.000995,0.999365,7
1,0.180473,0.001469,0
0.000111,0.001075,0.790449,7
0.359129,0.133571,0.99965,8
0.027972,0.999946,0.995797,6
0.000001,0.513677,0.038825,3
0.999981,0.993759,0.918819,8
0.922384,0.251113,0.999671,8
0.000001,0.033235,0.004715,3
0,0.967357,0.00136,9
0.00164,0.999887,0.999819,6
0.999185,0.999993,0.998556,0
0.000199,0.010192,0.999869,2
1,0.817803,0.010364,0
0.999999,0.017575,0.999059,5
0.999999,0.8581,0.000467,0
0.000176,0.001831,0.995422,7
0.001136,0.035273,0.987062,1
0.000111,0.876355,0.999786,6
0.000223,0.999612,0.992007,6
0.016456,0.000431,0,1
0.042574,0.015622,0.999723,7
0,0.605757,0.142992,5
0.003339,0.999942,0.996308,6
0.000232,0.003726,0.999015,2
0.000112,0.825877,0.000868,9
0.231131,0.999927,0.998421,6
1,0.960708,0.028629,0
0.000307,0.002866,0.999742,2
0.000004,0.883411,0.000301,9
0.000005,0.000204,0.930187,2
0.154883,0.96627,0.941919,7
0.247251,0.983231,0.011002,4
0.000015,0.004914,0.999755,2
0.000371,0.001962,0.998982,2
0.953699,0.993078,0.013668,4
0.999999,0.98033,0.006584,0
0.000006,0.993566,0.034315,9
0.000015,0.000624,0.984552,2
0.000004,0.875357,0.870225,1
0.006371,0.999877,0.999897,6
0.999999,0.001349,0.996033,5
0.00543,0.999831,0.998805,4
0.000094,0.263802,0.999862,2
0.016284,0.000974,0.994765,7
0.279681,0.004594,0.000001,1
0.999994,0.999677,0.750601,0
1,0.021709,0.000012,0
0.002714,0.002864,0.000092,1
0.000042,0.417491,0.045622,3
0.999756,0.745984,0.999833,8
0.000011,0.738525,0.058493,3
0.000651,0.013118,0.99983,2
0.000002,0.977455,0.006297,9
0.57011,0.973993,0.15397,4
