@relation 'pendigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.55-A5-M-1'

@attribute 0.424input6-0.419input14+0.375input8-0.346input16+0.302input4... numeric
@attribute -0.475input10-0.445input9-0.387input11-0.316input12+0.301input15... numeric
@attribute '-0.451input1+0.4  input7-0.342input11-0.34input2+0.306input5...' numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
-4.347972,-0.317219,-1.113313,8
2.5186,-0.587683,-1.651419,5
2.124244,-0.929313,0.058608,3
-3.748626,-0.434551,-0.39122,8
-3.759459,0.251268,-1.600008,0
1.90918,2.273584,0.924235,2
2.014138,-0.262882,-1.967875,5
-4.043905,-2.551392,1.900938,0
-4.366068,-1.153456,-0.16546,0
1.106263,-1.714335,-1.864275,9
3.030239,-0.170824,-0.652125,5
1.260351,2.322073,1.25434,2
0.240534,2.292359,1.393336,7
-3.442834,2.434805,0.853382,5
-3.593532,0.472,-1.666678,0
1.99988,-1.69594,-1.390384,9
-3.156494,0.216258,0.202844,8
-3.002849,1.051476,-1.860863,0
1.633066,0.188079,-2.477775,5
-3.230233,2.093278,2.740337,5
0.136382,2.822371,-0.840132,2
-3.398703,0.856184,3.079858,5
-0.059326,1.876072,1.442761,7
-4.08316,-2.283101,1.619901,0
1.045944,-0.021664,1.086699,8
-1.02674,2.535117,0.150054,8
0.864606,1.987922,1.195915,7
2.161623,-2.394591,2.454249,1
-4.130741,-0.302698,-0.737705,0
2.154903,1.956845,1.217337,2
0.429217,0.635689,-0.263132,8
-1.85857,-2.159378,-1.279229,4
2.460758,-0.777549,-1.640717,5
-1.677822,-0.272747,-1.387211,4
-0.871422,2.513786,1.042947,7
-1.316156,2.864488,0.367639,8
2.186882,1.724887,1.077942,8
-0.41506,2.540958,0.023843,8
-1.064178,-2.375539,-0.113308,4
-0.937118,0.609339,-2.625899,6
2.163054,-2.304006,2.121275,1
-3.833441,0.243633,-1.422453,0
2.190207,-1.592324,1.485758,7
-3.129885,1.563745,-1.215424,0
1.788966,-0.635472,-0.354293,3
-1.72467,-1.288065,-0.974908,4
1.285861,-2.204239,1.917164,1
-1.834123,-1.251425,-1.192725,4
-4.008824,-1.540895,-0.060746,0
-2.958587,1.578504,3.093288,5
2.098925,-1.273835,0.213302,8
-0.246096,2.603606,1.027179,7
1.154524,-1.780337,-0.799422,9
-0.999286,0.67821,-3.010601,6
-2.505562,2.579093,2.34393,5
0.328772,0.852815,-0.387736,8
1.653513,0.617116,1.184261,7
0.215499,1.79118,1.787367,7
-4.147646,-1.137441,-0.52447,0
-0.447893,2.169795,-2.637077,6
2.259523,-1.684786,-1.022689,9
-4.632838,-2.387532,1.113267,0
0.180231,2.024735,0.277372,8
1.734321,-1.444467,-1.771,9
-1.348552,-0.328852,-1.56596,6
-0.363633,2.034393,1.157523,7
2.008416,-0.571995,-1.431336,3
1.986068,1.489894,1.190342,2
0.088081,1.165097,-2.49746,6
-0.642138,-1.636201,-1.448581,4
3.434336,1.272411,0.991558,1
2.050822,-1.247594,-0.265465,3
1.979323,-2.324014,1.43586,1
-3.269717,1.333881,2.989441,5
2.574227,-0.676253,0.065161,3
-2.733528,-4.144262,3.151344,0
2.629342,-0.499929,0.763201,1
2.164113,-0.873134,-0.164493,3
2.321446,-0.880319,-0.779588,3
-3.771085,-1.305777,-0.555538,0
-1.133822,1.811366,0.590731,8
1.028688,-1.953341,-2.210444,9
2.051106,1.842136,1.440039,2
0.227726,0.368279,-2.411832,4
0.882297,-2.164472,0.521893,9
1.52134,-0.464927,-2.270801,5
2.042802,-0.816887,-0.089574,3
-1.738897,0.51912,-2.290999,6
1.552143,2.081974,1.367653,7
2.753633,1.313643,1.452028,2
0.920832,2.303408,0.077189,2
1.083369,2.449382,0.533415,2
1.434419,1.610243,1.581748,2
2.297269,-1.220317,1.793639,1
1.093594,2.478578,-0.052099,2
1.830718,-0.867514,-0.657721,3
-1.685119,-0.981207,-0.927516,4
0.338289,0.810076,-0.772582,7
0.351625,2.094021,1.119344,7
-3.95985,-1.04538,-0.044375,8
2.598253,-1.232319,2.070776,1
-1.233869,0.712679,-2.810214,6
-0.345178,1.36422,-3.425466,6
-0.087846,2.442665,1.009841,7
2.031741,1.485084,1.26758,2
0.541047,0.574836,-0.220261,7
-4.083597,-1.304703,0.44016,0
2.097567,-2.060964,-0.144055,9
0.757898,1.063947,-2.297587,6
2.197392,1.422057,1.948555,7
-0.048515,1.38212,-2.635911,6
-0.220618,1.997251,0.860395,7
-1.56893,2.323654,-0.269139,8
-4.398894,-0.637435,-0.437071,0
1.07616,2.067999,0.877257,2
2.184301,-1.783739,-1.362298,9
-3.806701,-1.770538,0.353624,0
-1.539276,-0.407645,-2.116104,4
1.9467,-1.990986,-1.836083,9
2.127591,-0.302566,-2.355948,5
0.452083,0.689315,-2.378502,6
2.382687,-1.228643,1.442909,1
0.608889,-1.708663,-0.7137,9
-0.545218,-0.147462,-1.49157,4
-4.286407,-1.677727,0.138057,0
0.640176,1.520886,1.01358,7
1.214714,-0.970867,-2.231765,9
-1.533348,0.997006,-3.064782,6
2.06852,-1.176199,-0.211632,3
0.442547,-2.58692,-1.091024,9
1.374252,-0.703471,-0.535445,3
2.211536,-1.609348,1.545812,7
-1.131721,0.66718,-2.279158,6
-2.761329,2.14877,2.613764,5
2.365453,-0.518037,1.890057,1
2.491877,-1.446854,3.090523,1
1.977301,0.550073,-1.926423,5
1.771039,-0.991486,-1.898126,9
1.887132,1.53791,1.222563,2
2.125798,-0.315949,-1.968118,5
-4.483311,-0.420794,-0.315837,0
2.30874,-0.299808,-1.670756,5
-1.312323,0.953981,-3.075592,6
-2.921908,0.462884,-2.046905,0
-3.619718,-0.171629,-1.969838,0
2.100123,-0.844315,-0.577141,3
-2.345038,2.090823,1.430084,5
-1.064194,-2.41306,0.33454,4
-0.626945,-1.014513,-1.015568,4
-0.275051,-0.64666,-0.508982,4
-3.969364,-0.799448,-0.703109,0
2.650657,-0.547967,-1.222098,5
0.032765,1.716188,1.313353,7
-3.989719,-0.135416,-0.905257,0
-3.469682,-1.392742,1.14508,8
-0.574952,0.367047,-2.674211,6
-4.618186,-1.074764,-0.375318,0
-2.047451,1.466898,-2.148268,0
-0.582828,-1.244776,-0.503476,4
1.283359,1.669796,1.134211,7
-3.247088,-2.819043,1.700562,0
-1.081691,0.609795,-2.718997,6
1.674556,-0.694791,-2.613239,5
1.875205,1.910369,1.409633,2
-3.867939,-0.992037,-0.293083,0
-0.542035,0.793102,-3.043387,6
1.526428,2.118362,1.552331,2
-2.773615,1.299042,0.029158,8
0.292011,1.999596,0.863702,7
-2.252221,-3.915173,2.876419,0
3.305169,0.527483,1.462151,1
1.676542,-0.803082,-0.977251,3
-3.752525,2.032473,1.574684,5
1.536539,-2.226876,-0.823137,9
-1.553235,0.718863,-2.508099,6
-1.042882,0.447465,-2.290323,4
-0.848527,-2.703075,0.49268,4
1.8094,-0.309626,-0.066665,1
-2.553919,2.211343,1.445107,5
-1.341468,0.44759,-2.693167,6
-0.794267,0.684373,-2.001372,4
-2.119835,-2.654076,-0.10221,4
2.246802,-1.543863,0.919693,3
-3.706095,0.809254,-0.091932,8
-3.843865,-1.403327,0.280468,8
0.886408,-1.463311,-1.398423,9
-1.815086,-0.040193,-1.91455,6
0.12136,1.719228,-3.1661,6
-1.524084,-2.494595,-0.577828,4
2.761243,-0.622018,0.022138,5
-0.12606,1.08064,-2.394923,6
0.381098,0.317261,-0.178086,7
-2.904937,2.374112,1.860594,5
-2.312864,2.653097,1.92101,5
1.402927,1.143286,0.039167,2
0.607239,-0.999953,-2.306639,9
1.698906,1.246887,1.203531,7
-0.504069,1.135418,-3.347813,6
1.861457,-2.172233,-1.180278,9
1.409227,-0.830523,-0.574937,3
-4.030272,-0.542242,-0.616297,0
-2.009724,-1.057623,-1.133744,4
1.992192,-0.836528,-1.114496,3
-1.905692,-1.900481,-0.606903,4
-1.307353,0.879379,-2.942616,6
1.759191,2.338027,1.390482,7
1.676739,-0.831301,1.033676,9
2.272102,-0.657088,-0.429586,3
1.366413,-3.490434,2.709846,1
-3.548095,1.731755,2.255715,6
-0.334122,-2.286353,0.424135,4
0.871752,2.394281,-0.346758,2
-1.439459,0.733483,-2.391692,6
2.45878,-0.920045,-0.009231,3
1.994699,-1.290844,0.005491,3
0.965491,0.583802,-0.260829,8
1.726365,-1.617864,-0.753997,9
-4.122429,-2.916991,2.442318,0
-1.471833,-0.841208,-1.679312,4
1.102187,1.29935,1.286348,8
-1.358773,0.14544,0.354758,0
-3.296797,2.159927,1.874774,5
-2.696495,0.793784,0.936322,8
-4.218227,-2.730176,2.29499,0
-3.822629,1.396269,2.143251,5
1.952139,-1.849351,1.968914,1
2.892726,0.303646,2.587619,2
1.328498,-3.499546,2.502199,1
-0.838091,0.682198,-2.705471,4
-0.828113,2.220261,0.417362,8
0.990411,1.041063,1.072839,1
-1.229204,-1.777671,-1.117932,4
2.016203,1.822928,1.076922,2
-1.085917,0.775576,-2.341276,6
-3.812333,-1.734413,0.741548,0
-1.583003,0.684605,-2.156231,6
-0.273807,1.884438,0.492646,8
-1.557896,2.212556,-2.529276,0
2.110548,2.052599,0.839544,2
2.307576,-1.401873,0.485961,3
-4.212936,-2.923583,2.176715,0
-0.519282,1.452471,-2.969988,6
2.005035,-2.397048,1.59112,8
-0.662705,0.754829,-2.236126,4
2.134039,-2.439584,-0.105792,9
-1.325233,-0.056289,-2.544027,4
2.492842,-0.280881,-1.502601,5
1.082398,-2.312626,-0.148906,9
1.927962,-1.766121,-1.035469,9
-0.828323,-1.010802,-0.767186,4
-3.228487,1.204477,2.300001,5
1.845683,0.641115,1.354419,7
1.985261,-2.648948,2.388395,1
2.45544,-1.007619,0.609633,3
-1.564739,0.066103,-2.036779,6
0.719657,2.825931,1.972208,7
2.016259,1.46249,1.299626,1
-4.09002,0.338701,0.246636,8
0.37388,-2.095547,-0.465462,9
-0.236049,-1.894382,-0.441245,4
-0.125324,1.662998,-3.24474,6
2.481428,1.741691,1.029604,2
1.787142,-0.070136,-0.453831,9
-1.252281,0.814916,-3.049764,6
0.744803,-2.895959,-0.102078,9
2.015725,-0.48849,-2.191389,5
3.419286,1.744072,1.390878,1
1.851857,-2.592059,1.5536,7
-1.968569,-1.277544,-0.766706,4
2.337589,-1.21982,-0.167454,3
-3.635046,0.174723,-1.465066,0
-3.569011,0.026494,-1.342361,0
1.254068,1.905882,-0.151218,8
1.31373,-0.893099,-0.78072,3
2.257214,1.630084,1.672669,7
-3.120856,-3.034338,2.452622,0
-1.043877,-1.600104,-1.743434,4
0.77983,-1.542217,0.882947,9
-1.255517,-2.515402,-0.120868,4
-4.3155,-1.041241,-0.104477,0
2.253408,-2.416806,2.136278,1
-1.179002,0.689471,-2.623043,6
-3.68209,-0.96119,0.464351,8
1.416159,-3.801723,2.857574,1
1.097113,0.290908,0.475053,8
0.550516,1.859825,-2.208984,6
2.387903,-1.561266,-0.841463,9
2.531872,-0.699466,-0.073911,3
-3.878296,-1.67743,-0.389673,0
2.757327,1.273406,1.911686,2
-4.230499,-0.654921,-0.59839,0
-0.689674,-2.708573,-0.366211,4
-0.8939,0.556368,-2.128538,6
-2.522634,1.431792,-0.001618,8
2.01985,1.821066,1.432748,2
2.563474,0.284077,-0.32361,3
2.106756,-2.589976,2.744787,1
-1.515178,0.631295,-2.456078,6
-0.996141,1.45482,-2.860448,6
-1.944334,-2.366181,-0.720606,4
-0.922398,-2.381963,0.40619,4
1.516753,1.657738,1.089189,2
-0.6423,-2.82714,0.774344,4
-3.60376,0.470501,-1.767043,0
2.264099,-0.720362,-1.888693,5
1.860945,-2.315741,-1.476467,9
-1.607703,-1.290746,-0.861261,4
-2.62558,1.761252,3.101859,5
1.825382,2.372338,0.88412,1
-1.114056,0.614136,-2.610725,6
2.754325,-1.971264,1.723405,1
1.682692,-2.965459,2.670889,1
2.780145,-0.577528,-0.186049,3
-3.784686,-0.154307,-1.048023,0
-1.657155,-1.573408,-0.859058,4
2.006476,1.596627,1.215777,2
0.119354,2.130597,-2.601342,6
-4.53685,-0.512448,-0.028005,0
2.332482,-0.799022,0.651205,3
-2.434372,-3.280455,3.13224,0
-2.499567,-2.085768,-0.819132,4
-1.360013,2.249096,0.049748,8
1.756416,2.09394,1.247813,2
-1.938361,0.114699,-1.962507,6
2.379489,-1.017825,1.846103,7
2.214275,-1.19497,1.721264,7
-0.598986,-1.52898,-1.447307,4
1.79742,1.392439,0.58361,2
-4.6724,-0.636982,-0.191367,0
1.741074,-1.873913,-1.279556,9
-1.14753,-1.989269,-0.640656,4
-3.679373,-0.10197,-1.046526,0
-2.004982,-3.768967,4.995313,9
1.569772,2.160691,0.824714,2
-2.206315,2.702521,1.396449,5
-2.428528,-3.964942,4.073112,0
-1.223321,-0.331676,-1.582046,4
1.115056,2.738559,0.908239,2
1.884329,-0.932962,0.38552,1
1.665878,-1.848132,-1.506517,9
0.666677,-2.325915,-2.133533,9
1.989279,-0.628868,-0.519824,3
2.700835,1.524215,1.790906,1
-3.495063,-2.492305,1.654208,0
1.928031,1.589627,1.55714,2
1.309857,1.84107,1.439398,7
0.463951,-3.21889,-1.047651,9
1.980937,-2.46651,2.681515,1
1.563079,-0.844012,-0.625409,3
2.00997,0.983611,1.244599,7
-1.421803,-0.541383,-2.030436,4
0.529634,2.75184,1.123677,7
2.205949,-2.309239,1.971239,1
1.081216,-2.691603,-1.398009,9
-4.461474,-1.426249,-0.16209,0
1.644759,-0.84123,-0.5525,3
0.709855,2.408233,0.441528,2
-0.932606,0.945114,-2.734741,6
0.433376,2.117222,-2.68612,6
0.126035,1.443747,-2.383806,6
2.209908,1.811008,1.039263,2
-0.786483,-1.649097,-1.403051,4
2.13185,-1.955549,-0.793275,9
-0.157898,1.616979,-3.601167,6
1.818102,2.536433,0.936228,2
-1.670639,1.514177,1.040434,8
-3.231946,2.110832,2.158057,5
2.224118,-0.225271,-2.214835,5
-1.513339,-2.212312,0.021886,4
2.119347,-1.842102,1.446157,7
-0.515471,2.411661,0.466307,8
-0.08869,2.059433,-2.980806,6
1.688482,2.112223,0.556815,2
-3.636625,0.548495,-1.977774,0
-3.138107,1.630421,1.876389,5
-3.409736,1.121882,-0.280866,8
-3.875427,-0.549577,-0.76116,0
-0.585521,1.653132,-2.709374,6
2.325512,-0.664687,-0.975005,3
-1.049922,-2.233722,-0.780229,4
-1.512283,-2.311562,-0.145845,4
-3.150736,-1.889187,-0.005114,0
-1.460456,1.00416,-3.034811,6
1.981998,2.721786,0.613848,1
2.229424,-0.602026,-1.005831,3
-2.926305,0.70394,-1.505104,0
2.092677,-2.027047,1.491548,8
-2.145676,-0.818842,-1.421951,4
0.335253,2.399052,-2.653086,6
-4.249304,-3.376574,1.914146,0
1.926613,-1.745286,1.659076,7
1.567865,0.114691,1.429779,8
1.836162,0.932891,1.562098,2
2.505875,-0.560808,-0.008363,3
1.573349,-1.104117,-0.943427,3
1.187165,-2.381244,-1.718578,9
-3.718874,-0.700525,0.223471,8
2.831784,-1.810607,2.507086,1
-1.471728,1.582601,3.407749,5
-1.037718,-2.006405,-0.105421,4
-0.998582,0.695246,-2.948227,6
2.158727,-1.402337,-0.129933,3
-1.164379,-1.544142,-0.790165,4
-1.292809,-1.518144,-1.261502,4
1.671085,2.372122,0.614065,1
-0.252374,-2.938665,0.797041,4
-4.493913,-1.626865,0.71948,0
2.398506,-0.936917,-0.103012,3
1.954231,-0.95215,-1.358451,3
0.804556,-3.016117,-0.976548,9
-0.818889,-2.454773,0.432968,4
-1.37,-0.733127,-1.512621,4
2.381007,-1.456653,0.608728,3
-2.606819,0.364406,0.592553,8
1.383042,2.698371,0.308114,2
0.644828,2.147521,1.893065,7
2.709845,-1.259962,0.930297,3
2.111066,-0.800834,-0.573917,3
-3.143928,-0.564648,0.900608,8
-1.055881,-1.983026,-0.513467,4
1.117954,2.893304,0.537785,2
-3.56292,1.661678,2.405231,5
1.27365,2.435827,0.664442,2
-2.198354,1.815977,0.504459,8
2.376654,-0.721675,-0.333254,3
-0.846492,2.54413,-0.124446,8
-4.012651,-0.508086,-1.205146,8
1.71463,2.397894,1.039602,2
-3.803529,0.676206,-0.228952,8
1.479263,-0.994179,-0.702323,3
-0.136612,-3.033508,-1.600381,9
-2.681633,-1.50355,-0.978533,0
-0.278704,1.072813,-3.416219,6
1.428546,-0.28465,1.872005,8
1.262535,1.271092,-1.156001,1
-2.828896,0.91193,-2.108546,0
1.359633,1.897898,1.359937,2
-4.083189,-1.650761,0.550777,0
1.684189,-2.896356,2.636095,1
-0.740445,1.81092,-3.121411,6
1.354698,0.8949,-1.014927,1
-0.815883,2.713651,1.088618,7
0.477626,-1.790064,0.454233,9
1.912841,2.190699,0.869983,2
1.70717,-1.142151,0.420017,9
1.425828,-2.835574,2.488088,1
1.377564,2.16395,-2.161928,6
-3.86199,1.830464,1.227782,5
1.766475,-0.839982,-0.795856,3
-1.200714,0.77602,-3.010922,6
0.4549,2.529128,-0.074281,2
-3.875036,-2.0812,1.149507,0
-3.919703,0.168107,-1.100078,0
1.623841,-2.05101,1.114941,0
-0.847018,0.505666,-2.387767,6
-1.781179,-3.768008,5.232835,9
1.898806,1.819151,1.321781,7
1.575594,2.22216,-1.725388,6
1.999221,-0.177339,-1.908101,5
-0.527342,0.20529,-1.134118,4
2.494339,-0.693008,-1.436705,3
-0.127203,2.204285,1.115324,7
2.112381,2.018733,0.827853,2
2.761108,-0.455147,-1.246947,5
-3.125406,0.097633,0.440148,8
1.07799,2.693473,-0.46582,8
-1.071961,1.533731,-2.791685,6
1.201963,-1.10321,-2.652413,5
1.17807,1.848012,1.549534,7
-0.880046,-2.622675,-0.204825,4
-3.699935,-2.669403,2.593691,0
-1.827094,0.522524,-2.501779,6
-4.382234,-2.242736,1.337569,0
1.611517,-0.331219,-0.765546,3
-0.476809,0.525192,-2.511445,6
1.87111,-0.847584,0.17476,3
-4.185629,-0.367604,-0.855069,0
2.256908,-1.933078,-0.650915,9
0.214451,1.351046,-2.101325,6
0.35924,2.463546,-0.326415,2
0.137257,1.12523,-3.047359,6
1.241884,-0.590478,-1.014285,3
-0.374634,2.307934,1.332694,7
0.391291,1.669241,-0.362957,8
-3.34225,-2.235165,0.970591,8
2.49654,1.562126,1.850451,1
-3.655667,-0.526139,-0.995108,0
1.312841,-0.398002,-2.36507,5
-4.002977,-1.2549,0.091014,0
1.350369,1.198982,1.41695,1
-0.92345,0.358324,-2.354514,6
0.407976,2.580254,0.040953,2
1.753428,-1.900142,-1.214908,9
2.0923,-0.941214,-0.515465,3
-0.639785,2.655464,0.030497,8
-1.745463,-1.727095,0.172853,4
-0.478649,0.141521,-0.527278,4
0.864018,-2.225864,0.499513,9
2.202999,0.021288,-1.629342,5
1.596078,-2.661632,1.848473,1
-1.75277,-2.679874,-1.168192,0
2.291326,-0.656299,-0.722901,3
1.697936,-0.419744,-2.148887,5
1.230361,2.268826,1.046725,7
2.313281,-2.113968,1.896528,1
2.580268,-1.223116,2.284008,1
1.537216,2.638078,0.473404,2
-0.113034,-0.824964,-2.207796,4
1.832269,2.230385,0.458434,2
1.87719,0.707735,1.618547,7
0.7651,-2.120218,0.62641,9
0.797351,-2.817323,-1.969518,9
-1.069272,-1.583908,-0.639382,4
2.463043,1.631651,1.466381,2
1.252518,-3.330196,2.062527,1
-0.469429,0.211058,-2.120555,6
-4.004959,-2.693603,2.414501,0
-1.504713,-0.347709,-2.069141,4
2.09153,-0.574044,-0.732631,3
-2.336566,-1.553433,-1.355756,4
-3.992722,-1.263182,0.562553,0
1.35126,0.311257,-1.028405,1
2.525314,-0.385881,0.376441,5
-3.717123,0.189543,-1.74268,0
1.490142,0.735271,0.131679,8
1.490415,-1.981034,-1.471331,9
2.090638,2.306459,0.676785,2
2.964457,-0.466979,-1.129229,5
-4.115552,-2.712506,1.467303,0
1.685502,-0.493813,-2.218932,5
1.909872,-0.183877,-2.206758,5
-1.127701,1.266468,-3.116343,6
1.145636,3.054403,0.250251,2
-1.604853,-2.556232,0.122405,4
1.448519,-2.752023,0.89987,1
-0.268681,1.643485,-3.19915,6
1.848322,-1.197189,-0.308891,3
0.974801,-2.131665,-1.721737,9
-4.007171,-1.780898,0.950724,0
0.478358,1.870369,1.246695,7
-3.527031,2.084371,1.878039,5
-0.513866,1.069954,-3.012095,6
0.157585,2.096626,1.276246,7
0.439247,2.514585,0.623533,7
-4.068568,0.876898,-0.561588,8
0.011407,1.880475,1.534993,7
0.581312,2.779021,0.026554,2
-0.405589,0.43181,-2.212155,4
-0.986934,-3.14947,0.696282,4
1.741256,2.385472,0.826507,2
-3.945504,-0.57958,-0.576659,8
0.329266,-0.346059,-0.023807,8
2.412798,-0.475625,-1.554388,5
-4.072694,-1.227149,-0.207107,0
-0.681019,0.34648,-2.810565,6
-0.55065,2.082109,0.296548,8
-4.855974,-1.945808,0.960925,0
-4.308438,1.126189,1.299065,5
0.278248,2.356172,1.134316,7
-2.779527,2.24101,2.787294,5
-0.033604,2.068244,-2.444802,6
1.070721,-3.150458,1.685831,1
-4.186414,-2.77572,2.353246,0
1.509448,1.748162,0.497152,2
0.835865,2.490994,0.067702,2
-2.452089,2.438829,2.546977,5
1.744666,0.924009,0.788811,2
0.780874,0.482394,-0.117019,7
1.522416,-1.805,-1.016284,9
1.85979,0.238107,-0.242875,9
2.519326,-0.929402,1.462051,1
1.412504,2.39074,0.686001,2
-3.057746,-2.548803,1.32525,0
1.794545,1.499257,0.7928,7
1.888391,2.350784,0.774279,1
-1.124164,2.201445,1.113101,8
1.536992,-0.343038,0.069312,9
1.537383,1.456881,1.086081,7
1.893053,2.297693,0.950164,1
0.925279,0.053452,0.078551,7
1.810768,-2.907625,3.150379,1
2.698568,0.17813,-0.801531,5
1.899363,-1.184823,0.030064,3
2.006952,1.502703,2.009479,7
1.989032,2.334557,1.429525,7
-4.526256,-1.008777,-0.292337,0
1.583103,-3.093203,2.828746,1
0.303184,2.646181,0.426768,2
2.287545,-1.058796,-0.277464,3
0.537479,1.662468,0.800962,8
0.958976,1.709469,1.373903,7
2.027571,2.45499,0.038314,2
2.0445,-2.592469,-0.783643,9
0.383245,-1.588776,-1.855641,9
-1.894266,-1.316612,-0.83914,4
-1.398943,0.389011,-2.305172,6
-1.000852,-0.242082,-1.955816,4
1.574077,2.10218,1.432961,7
3.12802,-0.05044,1.031434,1
0.165066,-2.128486,-1.196484,9
1.130997,2.613229,0.282811,2
-1.385849,1.481902,-2.466729,0
1.951814,-2.637743,2.965513,1
-2.932993,-0.373759,-0.118568,8
-3.614088,-2.005274,0.552251,8
2.186047,-1.961017,1.575356,1
2.06469,0.605486,1.584612,7
1.752406,2.040505,1.387114,2
2.200658,-2.398979,1.895277,1
-1.164418,0.912306,-3.206448,6
-2.671857,1.408705,-0.041075,8
-1.479864,0.808688,-2.825962,6
-1.537167,-1.195086,-1.506866,4
1.471363,-0.753464,-2.957948,5
0.315513,2.170605,1.230282,7
-3.131467,-3.038365,2.378122,0
2.165748,-1.091519,1.359821,1
1.372951,-3.095626,1.171195,7
-0.683009,1.048722,-3.154572,6
1.689334,-1.617209,-1.844503,9
1.55504,-0.6875,-1.976247,5
1.707935,1.764753,0.842472,1
3.002104,0.623807,2.450461,1
-3.983693,-2.889902,2.187525,0
2.791655,-0.666925,-1.378923,5
-4.26971,-2.940122,1.408188,0
-4.187912,1.160761,2.466783,5
0.488541,1.216516,-1.254746,1
2.161571,0.023032,-2.047846,5
2.317613,-0.901369,-1.401276,5
1.354551,-0.064714,-2.230027,5
-0.591968,1.668929,-3.131112,6
-0.436325,0.809628,-3.149619,6
-3.691515,1.988663,1.383392,5
1.554996,-0.41667,-1.365289,9
-1.202825,3.129014,-0.562583,8
1.804772,-1.881506,-0.265561,9
2.218641,0.761977,1.370455,7
-1.340362,-0.202871,-1.537375,4
2.44379,-2.335448,1.178337,1
1.020808,1.187678,0.03163,7
2.419017,1.131245,2.178989,2
1.354786,-3.151295,2.851296,1
1.167736,2.240281,1.58319,7
2.133764,-0.33922,-1.354141,5
1.424775,-0.228109,-0.407089,9
1.920074,-1.784326,-1.25258,9
2.112254,-0.672432,-1.281691,3
1.939485,1.733029,0.768001,2
-2.581088,-3.768568,3.485193,0
2.51525,0.735442,1.476662,1
0.594684,2.251906,0.19347,2
1.50003,2.151411,0.151589,2
2.152173,-0.570702,-0.80299,3
-1.005812,0.881047,-2.993821,6
-0.307442,0.888629,-2.864188,6
-1.411386,2.003475,0.770338,8
2.412645,-0.930705,-1.051666,9
-1.700841,2.643891,0.005477,8
0.975023,-0.484755,-2.781939,5
1.788127,-1.089752,-0.759195,3
0.729027,2.550945,-0.26759,2
2.386288,-1.025375,-0.515228,3
-3.703595,-3.293967,2.800451,0
1.945366,-2.622725,2.516382,1
2.553071,-1.911948,2.156551,1
0.670563,-1.711127,1.257343,9
2.729281,-0.533688,-1.254317,5
2.427345,-0.666245,0.36614,3
2.409378,-1.027828,-0.750156,3
2.213903,-0.599872,-0.588695,3
-4.626061,-1.885714,1.11134,0
0.847337,-2.405208,-0.108437,9
-1.27535,0.37828,-2.419366,6
-0.677462,1.015553,-2.979378,6
2.255916,1.166724,1.646311,2
-1.204856,2.092743,0.798771,8
1.482214,2.291689,0.618634,2
2.081735,-0.97315,-0.810698,3
-2.788946,-2.435894,1.232717,4
0.941637,1.980918,0.499305,7
-1.316397,0.647551,-2.508378,6
3.02294,-0.424628,-0.093137,5
-0.480341,0.68477,-2.16487,6
-0.362831,0.893111,-2.948643,6
-3.306971,1.543586,2.837237,5
-3.525639,-1.94514,0.707146,0
2.759939,-1.259904,-0.157067,3
-0.673525,2.582309,0.175723,8
-0.208103,-1.945906,-1.188453,4
1.415873,2.564257,0.79253,2
0.485903,1.606335,-2.519419,6
-1.259163,-1.253613,-1.35288,4
-2.141724,-1.764176,1.07637,0
2.23856,-0.794899,-0.854705,3
-0.845702,1.456678,-3.11518,6
0.212717,2.603021,1.617065,7
-4.096734,-0.18457,-0.831335,8
-3.397087,-0.430884,-0.087448,8
-3.924517,-0.463476,-1.082736,0
-4.176456,-0.586271,-1.07328,0
-1.058127,-1.589454,-0.424698,4
1.682724,1.619809,0.592121,2
2.158476,2.228711,1.660348,7
-3.70473,-0.422344,-1.760338,0
1.638154,0.915129,0.339223,2
-0.923975,-0.040817,-1.707803,4
2.481067,0.26877,2.808652,2
1.337558,-1.200341,-0.920927,3
-3.736229,-2.879328,2.000436,0
-1.589957,-0.675662,-1.588937,6
-0.925511,-0.542508,-2.346353,4
0.554776,-0.663609,-2.288496,5
0.173929,-3.180411,-1.451868,9
-0.966657,-3.103004,1.126694,4
-3.965313,-3.019003,1.729878,0
1.823225,-0.88818,-0.799893,3
0.524125,2.434174,-2.169068,6
1.85757,-2.003912,0.668366,3
-0.70285,1.791023,-2.892445,6
-3.131938,1.742465,2.50264,5
1.439993,0.774824,-0.873114,1
1.278675,2.38431,-0.205411,2
-0.471436,1.465708,-0.0113,8
-0.928024,-2.013067,-0.532559,4
-0.267809,-0.2259,-1.804529,4
-1.056451,-2.0672,-0.24069,4
2.100156,-2.470957,1.917167,1
0.248359,2.762054,0.671525,2
0.235629,0.646849,-0.797169,7
0.902077,2.939041,0.227259,2
-1.026438,0.816292,-2.863603,6
1.232636,1.541493,1.012707,1
1.533146,-3.199438,2.750876,1
1.646144,1.776331,1.618715,7
-0.585056,1.687544,-2.578156,6
1.41194,2.331639,0.236591,8
-1.700705,-0.917118,-1.675904,4
1.862713,-2.747331,1.902027,1
2.138318,0.634317,1.798775,7
0.03497,0.44929,-0.426829,7
2.677057,-1.290288,1.672981,1
-0.942451,-1.596475,-0.246459,4
-0.744099,1.399168,-2.827637,6
2.392001,-0.612115,0.568627,3
