@relation 'pendigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A5-M-1'

@attribute 0.424input6-0.419input14+0.375input8-0.346input16+0.302input4... numeric
@attribute -0.475input10-0.445input9-0.387input11-0.316input12+0.301input15... numeric
@attribute '-0.451input1+0.4  input7-0.342input11-0.34input2+0.306input5...' numeric
@attribute 0.562input13+0.487input15-0.358input3-0.298input5-0.252input1... numeric
@attribute 0.452input2-0.417input3+0.392input9+0.361input7+0.305input4... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
2.014138,-0.262882,-1.967875,-0.896845,-1.167518,5
-4.043905,-2.551392,1.900938,-1.763899,-0.164819,0
-4.366068,-1.153456,-0.16546,-0.332266,0.818258,0
1.106263,-1.714335,-1.864275,-0.67806,1.234623,9
3.030239,-0.170824,-0.652125,-1.050194,-1.846051,5
1.260351,2.322073,1.25434,1.147281,0.098655,2
0.240534,2.292359,1.393336,-0.235729,0.763057,7
-3.442834,2.434805,0.853382,-0.472189,-0.461093,5
-3.593532,0.472,-1.666678,0.60655,-0.100928,0
1.99988,-1.69594,-1.390384,-1.37136,0.903626,9
-3.156494,0.216258,0.202844,-0.028994,-0.422151,8
-3.002849,1.051476,-1.860863,1.368766,0.129335,0
1.633066,0.188079,-2.477775,-1.009134,0.054687,5
-3.230233,2.093278,2.740337,-0.354487,0.155024,5
0.136382,2.822371,-0.840132,0.809281,-0.155148,2
-3.398703,0.856184,3.079858,-0.044375,-1.583359,5
-0.059326,1.876072,1.442761,0.596896,0.62406,7
-4.08316,-2.283101,1.619901,-1.248047,1.093167,0
1.045944,-0.021664,1.086699,-0.027208,-0.859868,8
-1.02674,2.535117,0.150054,-1.312783,1.11429,8
0.864606,1.987922,1.195915,0.119646,0.858556,7
2.161623,-2.394591,2.454249,0.427617,-0.961722,1
-4.130741,-0.302698,-0.737705,0.33937,0.840257,0
2.154903,1.956845,1.217337,0.361228,-0.088032,2
0.429217,0.635689,-0.263132,-1.595809,-0.681084,8
-1.85857,-2.159378,-1.279229,0.318427,0.303833,4
2.460758,-0.777549,-1.640717,-0.888355,-1.294754,5
-1.677822,-0.272747,-1.387211,1.274213,0.841756,4
-0.871422,2.513786,1.042947,0.452346,0.45999,7
-1.316156,2.864488,0.367639,-0.692516,0.936468,8
2.186882,1.724887,1.077942,-1.754295,-0.590553,8
-0.41506,2.540958,0.023843,-0.138613,0.455986,8
-1.064178,-2.375539,-0.113308,1.196651,1.755501,4
-0.937118,0.609339,-2.625899,-1.37107,-0.309984,6
2.163054,-2.304006,2.121275,0.556175,-0.307861,1
-3.833441,0.243633,-1.422453,0.57086,0.170244,0
2.190207,-1.592324,1.485758,0.160012,1.042248,7
-3.129885,1.563745,-1.215424,1.660316,0.299359,0
1.788966,-0.635472,-0.354293,0.720661,-0.297481,3
-1.72467,-1.288065,-0.974908,1.489736,1.207703,4
1.285861,-2.204239,1.917164,2.550015,-1.166724,1
-1.834123,-1.251425,-1.192725,1.703556,0.569366,4
-4.008824,-1.540895,-0.060746,-0.568996,0.348511,0
-2.958587,1.578504,3.093288,-0.900321,-0.885432,5
2.098925,-1.273835,0.213302,0.735164,-3.416106,8
-0.246096,2.603606,1.027179,-0.476516,0.632018,7
1.154524,-1.780337,-0.799422,0.04362,1.984868,9
-0.999286,0.67821,-3.010601,-0.324754,-0.000576,6
-2.505562,2.579093,2.34393,-1.542858,1.543196,5
0.328772,0.852815,-0.387736,1.242962,-2.134382,8
1.653513,0.617116,1.184261,0.367237,0.990084,7
0.215499,1.79118,1.787367,-0.008691,0.812489,7
-4.147646,-1.137441,-0.52447,-0.53499,0.993421,0
-0.447893,2.169795,-2.637077,-0.302283,-0.57196,6
2.259523,-1.684786,-1.022689,-1.569428,0.474874,9
-4.632838,-2.387532,1.113267,-0.512864,0.146076,0
0.180231,2.024735,0.277372,-0.952321,1.183146,8
1.734321,-1.444467,-1.771,-1.331756,1.08889,9
-1.348552,-0.328852,-1.56596,-0.263953,1.698469,6
-0.363633,2.034393,1.157523,0.330887,0.775868,7
2.008416,-0.571995,-1.431336,-1.864952,0.870577,3
1.986068,1.489894,1.190342,0.566578,1.032684,2
0.088081,1.165097,-2.49746,-1.052358,-0.647804,6
-0.642138,-1.636201,-1.448581,0.668425,1.120046,4
3.434336,1.272411,0.991558,-2.116545,0.239441,1
2.050822,-1.247594,-0.265465,-0.318936,0.907199,3
1.979323,-2.324014,1.43586,1.817766,-0.40413,1
-3.269717,1.333881,2.989441,-0.299731,-0.626092,5
2.574227,-0.676253,0.065161,-1.248211,0.288226,3
-2.733528,-4.144262,3.151344,-1.162564,-1.00134,0
2.629342,-0.499929,0.763201,1.404662,-0.774855,1
2.164113,-0.873134,-0.164493,-0.910345,-0.10045,3
2.321446,-0.880319,-0.779588,-1.507012,-0.257848,3
-3.771085,-1.305777,-0.555538,-0.897576,0.708715,0
-1.133822,1.811366,0.590731,-0.27311,1.806109,8
1.028688,-1.953341,-2.210444,0.788848,-0.327022,9
2.051106,1.842136,1.440039,0.620232,0.235814,2
0.227726,0.368279,-2.411832,0.79452,-0.845129,4
0.882297,-2.164472,0.521893,0.460736,1.779337,9
1.52134,-0.464927,-2.270801,-1.050295,0.620569,5
2.042802,-0.816887,-0.089574,-0.532841,-0.084728,3
-1.738897,0.51912,-2.290999,0.511322,0.744604,6
1.552143,2.081974,1.367653,-0.403294,0.916377,7
2.753633,1.313643,1.452028,-0.206628,-0.252792,2
0.920832,2.303408,0.077189,1.574495,-0.401329,2
1.083369,2.449382,0.533415,1.974649,-0.281565,2
1.434419,1.610243,1.581748,0.85848,0.110774,2
2.297269,-1.220317,1.793639,0.407782,-0.590063,1
1.093594,2.478578,-0.052099,1.49082,-0.29951,2
1.830718,-0.867514,-0.657721,-0.608954,0.454264,3
-1.685119,-0.981207,-0.927516,0.812918,1.34878,4
0.338289,0.810076,-0.772582,-0.159754,-0.847144,7
0.351625,2.094021,1.119344,0.170101,0.729071,7
-3.95985,-1.04538,-0.044375,-1.021135,-2.350649,8
2.598253,-1.232319,2.070776,-0.286464,-1.01985,1
-1.233869,0.712679,-2.810214,-0.527176,-0.028165,6
-0.345178,1.36422,-3.425466,-0.116611,-1.244312,6
-0.087846,2.442665,1.009841,0.469588,0.478103,7
2.031741,1.485084,1.26758,1.833239,-0.109954,2
0.541047,0.574836,-0.220261,-0.305996,0.077684,7
-4.083597,-1.304703,0.44016,-0.16567,-0.012075,0
2.097567,-2.060964,-0.144055,-0.323746,-2.632289,9
0.757898,1.063947,-2.297587,-1.998278,-0.092999,6
2.197392,1.422057,1.948555,-0.698637,0.647944,7
-0.048515,1.38212,-2.635911,-1.206645,-0.34708,6
-0.220618,1.997251,0.860395,0.692383,0.889852,7
-1.56893,2.323654,-0.269139,-0.096411,0.923575,8
-4.398894,-0.637435,-0.437071,0.275651,0.665824,0
1.07616,2.067999,0.877257,1.320944,0.058156,2
2.184301,-1.783739,-1.362298,-0.831953,-0.002452,9
-3.806701,-1.770538,0.353624,-1.473263,0.460429,0
-1.539276,-0.407645,-2.116104,1.625876,-0.612683,4
1.9467,-1.990986,-1.836083,-0.336058,-0.949547,9
2.127591,-0.302566,-2.355948,-1.024102,-0.597883,5
0.452083,0.689315,-2.378502,-0.837108,-0.222586,6
2.382687,-1.228643,1.442909,1.67052,-1.640559,1
0.608889,-1.708663,-0.7137,1.955341,-2.28582,9
-0.545218,-0.147462,-1.49157,2.067524,-0.563613,4
-4.286407,-1.677727,0.138057,-0.58642,1.032444,0
0.640176,1.520886,1.01358,-0.148159,1.256804,7
1.214714,-0.970867,-2.231765,0.092311,-2.101702,9
-1.533348,0.997006,-3.064782,0.580764,-0.184954,6
2.06852,-1.176199,-0.211632,0.664821,0.519962,3
0.442547,-2.58692,-1.091024,2.150872,0.118531,9
1.374252,-0.703471,-0.535445,0.693686,-0.636548,3
2.211536,-1.609348,1.545812,-0.089392,1.202329,7
-1.131721,0.66718,-2.279158,0.202764,0.640937,6
-2.761329,2.14877,2.613764,-0.46187,0.351883,5
2.365453,-0.518037,1.890057,-0.724054,-1.087845,1
2.491877,-1.446854,3.090523,-0.76218,0.120704,1
1.977301,0.550073,-1.926423,0.798413,-2.412518,5
1.771039,-0.991486,-1.898126,-1.068718,0.756506,9
1.887132,1.53791,1.222563,0.505879,0.051967,2
2.125798,-0.315949,-1.968118,-0.708055,-1.161399,5
-4.483311,-0.420794,-0.315837,1.007249,0.294883,0
2.30874,-0.299808,-1.670756,-1.004074,-1.15032,5
-1.312323,0.953981,-3.075592,0.046571,-0.595324,6
-2.921908,0.462884,-2.046905,-0.092658,0.471064,0
-3.619718,-0.171629,-1.969838,-0.57394,-0.411202,0
2.100123,-0.844315,-0.577141,-0.436746,-0.210851,3
-2.345038,2.090823,1.430084,-0.185306,1.583689,5
-1.064194,-2.41306,0.33454,0.658486,1.555383,4
-0.626945,-1.014513,-1.015568,2.565312,1.161167,4
-0.275051,-0.64666,-0.508982,2.828499,0.846526,4
-3.969364,-0.799448,-0.703109,-0.851482,0.672828,0
2.650657,-0.547967,-1.222098,-0.916921,-1.25203,5
0.032765,1.716188,1.313353,0.763135,0.670218,7
-3.989719,-0.135416,-0.905257,0.752624,-0.09021,0
-3.469682,-1.392742,1.14508,-1.365075,-2.843477,8
-0.574952,0.367047,-2.674211,-1.2557,0.336941,6
-4.618186,-1.074764,-0.375318,0.041502,-0.369991,0
-2.047451,1.466898,-2.148268,0.79526,-1.204525,0
-0.582828,-1.244776,-0.503476,2.317678,1.591253,4
1.283359,1.669796,1.134211,0.675375,0.950255,7
-3.247088,-2.819043,1.700562,-1.477372,1.0268,0
-1.081691,0.609795,-2.718997,-0.236352,0.440673,6
1.674556,-0.694791,-2.613239,-0.675314,0.547043,5
1.875205,1.910369,1.409633,0.805373,0.215475,2
-3.867939,-0.992037,-0.293083,-1.252805,1.459041,0
-0.542035,0.793102,-3.043387,-0.770342,0.18789,6
1.526428,2.118362,1.552331,0.902109,-0.303603,2
-2.773615,1.299042,0.029158,0.414637,0.747659,8
0.292011,1.999596,0.863702,-0.197725,1.064983,7
-2.252221,-3.915173,2.876419,-1.624606,0.466425,0
3.305169,0.527483,1.462151,-2.067321,-0.383389,1
1.676542,-0.803082,-0.977251,-0.314933,0.819459,3
-3.752525,2.032473,1.574684,-0.195517,-0.388619,5
1.536539,-2.226876,-0.823137,-0.321889,-1.023299,9
-1.553235,0.718863,-2.508099,1.044306,0.239611,6
-1.042882,0.447465,-2.290323,1.484412,-0.099086,4
-0.848527,-2.703075,0.49268,1.34539,1.402252,4
1.8094,-0.309626,-0.066665,-0.209229,0.155512,1
-2.553919,2.211343,1.445107,-0.238597,0.922777,5
-1.341468,0.44759,-2.693167,-0.712736,0.464312,6
-0.794267,0.684373,-2.001372,2.475213,-0.321398,4
-2.119835,-2.654076,-0.10221,1.334215,1.483476,4
2.246802,-1.543863,0.919693,-0.11848,0.03899,3
-3.706095,0.809254,-0.091932,0.631444,-1.317463,8
-3.843865,-1.403327,0.280468,-0.676612,-3.031779,8
0.886408,-1.463311,-1.398423,0.759076,1.002054,9
-1.815086,-0.040193,-1.91455,-0.11255,1.005333,6
0.12136,1.719228,-3.1661,0.048392,-1.031824,6
-1.524084,-2.494595,-0.577828,0.525911,1.597146,4
2.761243,-0.622018,0.022138,-0.56658,-0.948789,5
-0.12606,1.08064,-2.394923,-1.50713,-0.063245,6
0.381098,0.317261,-0.178086,-0.949591,0.698123,7
-2.904937,2.374112,1.860594,-0.21682,0.321606,5
-2.312864,2.653097,1.92101,-0.862833,1.178192,5
1.402927,1.143286,0.039167,1.911403,0.967443,2
0.607239,-0.999953,-2.306639,1.44356,-1.270537,9
1.698906,1.246887,1.203531,0.123958,1.069798,7
-0.504069,1.135418,-3.347813,-0.028598,-0.309622,6
1.861457,-2.172233,-1.180278,-0.31396,-1.519897,9
1.409227,-0.830523,-0.574937,0.985071,0.131814,3
-4.030272,-0.542242,-0.616297,0.282421,0.725394,0
-2.009724,-1.057623,-1.133744,2.123776,0.576054,4
1.992192,-0.836528,-1.114496,-0.858118,0.130474,3
-1.905692,-1.900481,-0.606903,1.62267,1.367754,4
-1.307353,0.879379,-2.942616,-0.399545,-0.505061,6
1.759191,2.338027,1.390482,-1.860616,0.778466,7
1.676739,-0.831301,1.033676,-0.050586,-2.506603,9
2.272102,-0.657088,-0.429586,-1.693005,0.269009,3
1.366413,-3.490434,2.709846,1.470944,-1.497251,1
-3.548095,1.731755,2.255715,0.089864,0.090483,6
-0.334122,-2.286353,0.424135,0.059928,2.036321,4
0.871752,2.394281,-0.346758,1.306916,0.052206,2
-1.439459,0.733483,-2.391692,1.081627,0.298514,6
2.45878,-0.920045,-0.009231,-0.745157,-0.080928,3
1.994699,-1.290844,0.005491,0.309881,-0.624121,3
0.965491,0.583802,-0.260829,0.728393,-1.28006,8
1.726365,-1.617864,-0.753997,-0.649525,-1.226639,9
-4.122429,-2.916991,2.442318,-1.389374,0.076844,0
-1.471833,-0.841208,-1.679312,1.830183,0.020738,4
1.102187,1.29935,1.286348,-1.157601,-0.344793,8
-1.358773,0.14544,0.354758,0.825609,-3.876689,0
-3.296797,2.159927,1.874774,-0.53905,-0.765164,5
-2.696495,0.793784,0.936322,-1.452077,0.269959,8
-4.218227,-2.730176,2.29499,-1.333413,-0.231215,0
-3.822629,1.396269,2.143251,0.438921,-0.722651,5
1.952139,-1.849351,1.968914,2.040015,-0.891008,1
2.892726,0.303646,2.587619,0.28744,0.489877,2
1.328498,-3.499546,2.502199,1.559143,-1.325322,1
-0.838091,0.682198,-2.705471,1.642468,-0.725426,4
-0.828113,2.220261,0.417362,0.426249,1.021504,8
0.990411,1.041063,1.072839,1.093831,1.072526,1
-1.229204,-1.777671,-1.117932,0.143653,0.977,4
2.016203,1.822928,1.076922,0.842331,0.305021,2
-1.085917,0.775576,-2.341276,0.339087,0.304324,6
-3.812333,-1.734413,0.741548,-1.342836,1.571927,0
-1.583003,0.684605,-2.156231,-0.533659,0.412967,6
-0.273807,1.884438,0.492646,-0.367788,0.902087,8
-1.557896,2.212556,-2.529276,0.880702,-0.669568,0
2.110548,2.052599,0.839544,-0.238188,0.200317,2
2.307576,-1.401873,0.485961,-0.175323,0.541729,3
-4.212936,-2.923583,2.176715,-1.335287,0.045026,0
-0.519282,1.452471,-2.969988,-0.444067,-0.497875,6
2.005035,-2.397048,1.59112,0.794462,-3.663495,8
-0.662705,0.754829,-2.236126,1.647627,-0.126289,4
2.134039,-2.439584,-0.105792,-0.091565,-2.608439,9
-1.325233,-0.056289,-2.544027,1.529826,-0.807141,4
2.492842,-0.280881,-1.502601,-0.081494,-2.294926,5
1.082398,-2.312626,-0.148906,0.317368,-1.53367,9
1.927962,-1.766121,-1.035469,0.147196,1.272705,9
-0.828323,-1.010802,-0.767186,2.773211,0.892726,4
-3.228487,1.204477,2.300001,-0.292007,0.715255,5
1.845683,0.641115,1.354419,-0.356756,1.4966,7
1.985261,-2.648948,2.388395,0.843595,-1.169169,1
2.45544,-1.007619,0.609633,-0.727711,0.485793,3
-1.564739,0.066103,-2.036779,-0.574394,0.757776,6
0.719657,2.825931,1.972208,-1.540231,0.826684,7
2.016259,1.46249,1.299626,1.627152,-0.349785,1
-4.09002,0.338701,0.246636,0.027429,-3.412069,8
0.37388,-2.095547,-0.465462,2.230807,-0.007872,9
-0.236049,-1.894382,-0.441245,0.655101,0.85751,4
-0.125324,1.662998,-3.24474,-0.157214,-0.379723,6
2.481428,1.741691,1.029604,0.12755,-0.166237,2
1.787142,-0.070136,-0.453831,0.965873,-3.772019,9
-1.252281,0.814916,-3.049764,-0.542983,0.282837,6
0.744803,-2.895959,-0.102078,2.066997,0.622804,9
2.015725,-0.48849,-2.191389,0.409315,-1.919513,5
3.419286,1.744072,1.390878,-1.575864,0.108547,1
1.851857,-2.592059,1.5536,0.611204,1.295498,7
-1.968569,-1.277544,-0.766706,1.584332,1.136848,4
2.337589,-1.21982,-0.167454,-0.428276,0.212629,3
-3.635046,0.174723,-1.465066,0.237612,0.780841,0
-3.569011,0.026494,-1.342361,-0.441282,0.586684,0
1.254068,1.905882,-0.151218,-1.316609,0.324173,8
1.31373,-0.893099,-0.78072,0.145151,0.691508,3
2.257214,1.630084,1.672669,-1.139933,0.851707,7
-3.120856,-3.034338,2.452622,-0.982804,0.64586,0
-1.043877,-1.600104,-1.743434,0.300146,1.033369,4
0.77983,-1.542217,0.882947,0.097198,-2.30764,9
-1.255517,-2.515402,-0.120868,1.234284,1.335705,4
-4.3155,-1.041241,-0.104477,-0.020302,0.655318,0
2.253408,-2.416806,2.136278,-0.125558,-0.358206,1
-1.179002,0.689471,-2.623043,0.042974,0.512196,6
-3.68209,-0.96119,0.464351,-0.939438,-3.571693,8
1.416159,-3.801723,2.857574,0.704531,-1.605426,1
1.097113,0.290908,0.475053,-1.384221,0.060245,8
0.550516,1.859825,-2.208984,-1.143758,-0.724137,6
2.387903,-1.561266,-0.841463,-1.801046,0.368602,9
2.531872,-0.699466,-0.073911,-1.572983,0.524398,3
-3.878296,-1.67743,-0.389673,-0.808241,1.207029,0
2.757327,1.273406,1.911686,0.395824,0.33456,2
-4.230499,-0.654921,-0.59839,0.34171,0.462826,0
-0.689674,-2.708573,-0.366211,-0.631511,1.43233,4
-0.8939,0.556368,-2.128538,0.620874,1.011688,6
-2.522634,1.431792,-0.001618,-1.270567,-1.4683,8
2.01985,1.821066,1.432748,0.332699,0.125527,2
2.563474,0.284077,-0.32361,-2.279503,-0.120922,3
2.106756,-2.589976,2.744787,-0.250365,-0.753846,1
-1.515178,0.631295,-2.456078,0.441641,0.277993,6
-0.996141,1.45482,-2.860448,-0.581034,-0.477902,6
-1.944334,-2.366181,-0.720606,0.339043,0.70572,4
-0.922398,-2.381963,0.40619,2.154374,1.40318,4
1.516753,1.657738,1.089189,1.647137,-0.120045,2
-0.6423,-2.82714,0.774344,0.97089,1.420396,4
-3.60376,0.470501,-1.767043,0.238164,-0.00215,0
2.264099,-0.720362,-1.888693,-0.050672,-1.625492,5
1.860945,-2.315741,-1.476467,-0.196746,-1.227151,9
-1.607703,-1.290746,-0.861261,2.555377,1.020318,4
-2.62558,1.761252,3.101859,-1.134563,-0.404337,5
1.825382,2.372338,0.88412,1.147143,0.088648,1
-1.114056,0.614136,-2.610725,-0.173088,0.566596,6
2.754325,-1.971264,1.723405,-1.487224,-0.669096,1
1.682692,-2.965459,2.670889,0.696641,-1.280247,1
2.780145,-0.577528,-0.186049,-1.388343,0.153878,3
-3.784686,-0.154307,-1.048023,0.220464,0.509073,0
-1.657155,-1.573408,-0.859058,2.270561,0.939787,4
2.006476,1.596627,1.215777,1.201111,0.394837,2
0.119354,2.130597,-2.601342,0.216243,-0.579037,6
-4.53685,-0.512448,-0.028005,0.121234,0.632986,0
2.332482,-0.799022,0.651205,-0.120387,-0.246115,3
-2.434372,-3.280455,3.13224,-2.262646,0.032406,0
-2.499567,-2.085768,-0.819132,0.997552,1.029445,4
-1.360013,2.249096,0.049748,-0.177146,1.44831,8
1.756416,2.09394,1.247813,0.933481,0.253737,2
-1.938361,0.114699,-1.962507,-0.327494,0.720903,6
2.379489,-1.017825,1.846103,-0.745579,1.293523,7
2.214275,-1.19497,1.721264,-0.638845,1.582329,7
-0.598986,-1.52898,-1.447307,-0.000743,1.011952,4
1.79742,1.392439,0.58361,1.965793,0.234369,2
-4.6724,-0.636982,-0.191367,0.198223,0.452343,0
1.741074,-1.873913,-1.279556,-0.299576,1.0195,9
-1.14753,-1.989269,-0.640656,1.639191,1.274125,4
-3.679373,-0.10197,-1.046526,0.110401,0.788272,0
-2.004982,-3.768967,4.995313,-0.372762,-3.224773,9
1.569772,2.160691,0.824714,1.527039,0.238118,2
-2.206315,2.702521,1.396449,-0.119035,0.951057,5
-2.428528,-3.964942,4.073112,-2.035104,-1.109885,0
-1.223321,-0.331676,-1.582046,2.49523,0.24933,4
1.115056,2.738559,0.908239,1.399503,-0.138917,2
1.884329,-0.932962,0.38552,-0.030327,-0.957405,1
1.665878,-1.848132,-1.506517,-0.365867,-2.291793,9
0.666677,-2.325915,-2.133533,1.106137,0.564746,9
1.989279,-0.628868,-0.519824,-0.107363,-0.053168,3
2.700835,1.524215,1.790906,0.170123,0.295355,1
-3.495063,-2.492305,1.654208,-1.455997,1.336304,0
1.928031,1.589627,1.55714,0.664629,0.500746,2
1.309857,1.84107,1.439398,0.466317,1.310892,7
0.463951,-3.21889,-1.047651,0.70462,-0.371817,9
1.980937,-2.46651,2.681515,-0.603455,-0.27598,1
1.563079,-0.844012,-0.625409,0.017292,-0.098243,3
2.00997,0.983611,1.244599,-0.538497,1.41848,7
-1.421803,-0.541383,-2.030436,1.575088,-0.22816,4
0.529634,2.75184,1.123677,-1.440757,0.337776,7
2.205949,-2.309239,1.971239,0.917635,-0.586685,1
1.081216,-2.691603,-1.398009,0.541103,-0.478372,9
-4.461474,-1.426249,-0.16209,-0.73474,0.980734,0
1.644759,-0.84123,-0.5525,0.12274,0.25852,3
0.709855,2.408233,0.441528,1.677,-0.096947,2
-0.932606,0.945114,-2.734741,1.594465,0.351129,6
0.433376,2.117222,-2.68612,-1.248555,-1.615317,6
0.126035,1.443747,-2.383806,-1.22793,-0.64593,6
2.209908,1.811008,1.039263,-0.444986,-0.621206,2
-0.786483,-1.649097,-1.403051,0.012228,1.169475,4
2.13185,-1.955549,-0.793275,-1.670278,0.708967,9
-0.157898,1.616979,-3.601167,0.050244,-0.828416,6
1.818102,2.536433,0.936228,0.665015,-0.313291,2
-1.670639,1.514177,1.040434,-1.140259,2.396919,8
-3.231946,2.110832,2.158057,-0.143886,-0.572078,5
2.224118,-0.225271,-2.214835,-1.317702,-0.50382,5
-1.513339,-2.212312,0.021886,0.786765,1.514829,4
2.119347,-1.842102,1.446157,-0.254285,1.050546,7
-0.515471,2.411661,0.466307,0.271849,0.363441,8
-0.08869,2.059433,-2.980806,1.071833,-0.894204,6
1.688482,2.112223,0.556815,0.63879,-0.159573,2
-3.636625,0.548495,-1.977774,0.776514,-0.016617,0
-3.138107,1.630421,1.876389,-0.054944,0.445485,5
-3.409736,1.121882,-0.280866,0.588953,-0.909099,8
-3.875427,-0.549577,-0.76116,0.434844,0.719277,0
-0.585521,1.653132,-2.709374,-1.135182,-0.410683,6
2.325512,-0.664687,-0.975005,-1.640685,-0.412253,3
-1.049922,-2.233722,-0.780229,-0.336656,1.213306,4
-1.512283,-2.311562,-0.145845,2.497988,1.138457,4
-3.150736,-1.889187,-0.005114,-0.522575,1.052448,0
-1.460456,1.00416,-3.034811,0.638101,-0.845973,6
1.981998,2.721786,0.613848,0.032773,-0.567208,1
2.229424,-0.602026,-1.005831,-0.903144,0.04469,3
-2.926305,0.70394,-1.505104,0.272393,0.139616,0
2.092677,-2.027047,1.491548,1.142168,-3.486068,8
-2.145676,-0.818842,-1.421951,1.563448,0.760264,4
0.335253,2.399052,-2.653086,-0.185643,-0.631734,6
-4.249304,-3.376574,1.914146,-0.906237,-0.539709,0
1.926613,-1.745286,1.659076,0.259631,1.376417,7
1.567865,0.114691,1.429779,-0.406747,0.182842,8
1.836162,0.932891,1.562098,2.04695,-0.087697,2
2.505875,-0.560808,-0.008363,-1.557211,0.044302,3
1.573349,-1.104117,-0.943427,0.049755,0.266377,3
1.187165,-2.381244,-1.718578,0.899379,-0.316279,9
-3.718874,-0.700525,0.223471,-0.607478,-2.984347,8
2.831784,-1.810607,2.507086,-1.442337,-0.950604,1
-1.471728,1.582601,3.407749,-0.967125,1.44829,5
-1.037718,-2.006405,-0.105421,1.768465,1.658144,4
-0.998582,0.695246,-2.948227,-0.859326,0.191108,6
2.158727,-1.402337,-0.129933,-0.229618,0.302711,3
-1.164379,-1.544142,-0.790165,2.097804,1.299633,4
-1.292809,-1.518144,-1.261502,0.574082,0.540179,4
1.671085,2.372122,0.614065,1.409013,-0.129231,1
-0.252374,-2.938665,0.797041,1.831771,0.57006,4
-4.493913,-1.626865,0.71948,-0.380255,0.583985,0
2.398506,-0.936917,-0.103012,-1.284871,0.338427,3
1.954231,-0.95215,-1.358451,-1.300524,0.443016,3
0.804556,-3.016117,-0.976548,0.849136,0.038995,9
-0.818889,-2.454773,0.432968,0.702527,2.0877,4
-1.37,-0.733127,-1.512621,2.337216,0.160055,4
2.381007,-1.456653,0.608728,0.510824,-0.228402,3
-2.606819,0.364406,0.592553,-1.63507,-3.177295,8
1.383042,2.698371,0.308114,1.022076,0.223338,2
0.644828,2.147521,1.893065,-1.01508,0.955081,7
2.709845,-1.259962,0.930297,-1.114681,0.3867,3
2.111066,-0.800834,-0.573917,-1.598107,0.180708,3
-3.143928,-0.564648,0.900608,-1.312086,-1.999546,8
-1.055881,-1.983026,-0.513467,1.965428,1.314857,4
1.117954,2.893304,0.537785,0.558424,-0.809668,2
-3.56292,1.661678,2.405231,0.01725,-0.924894,5
1.27365,2.435827,0.664442,1.07125,-0.38673,2
-2.198354,1.815977,0.504459,-0.262626,0.293269,8
2.376654,-0.721675,-0.333254,-1.420889,-0.396844,3
-0.846492,2.54413,-0.124446,-1.793879,1.298547,8
-4.012651,-0.508086,-1.205146,-0.734793,-1.770545,8
1.71463,2.397894,1.039602,1.055543,-0.088665,2
-3.803529,0.676206,-0.228952,0.279256,-2.143987,8
1.479263,-0.994179,-0.702323,0.885374,-0.001031,3
-0.136612,-3.033508,-1.600381,1.170779,-1.626082,9
-2.681633,-1.50355,-0.978533,-0.385665,1.236545,0
-0.278704,1.072813,-3.416219,-0.418279,-0.309441,6
1.428546,-0.28465,1.872005,-0.686637,-0.855655,8
1.262535,1.271092,-1.156001,-1.959213,-0.052466,1
-2.828896,0.91193,-2.108546,0.330302,-0.460004,0
1.359633,1.897898,1.359937,1.088459,0.212092,2
-4.083189,-1.650761,0.550777,-0.317212,0.71768,0
1.684189,-2.896356,2.636095,0.122306,-0.838724,1
-0.740445,1.81092,-3.121411,0.328928,-1.094058,6
1.354698,0.8949,-1.014927,-2.292467,0.07369,1
-0.815883,2.713651,1.088618,0.483767,0.521553,7
0.477626,-1.790064,0.454233,0.468886,-1.727398,9
1.912841,2.190699,0.869983,1.133134,-0.03059,2
1.70717,-1.142151,0.420017,-0.020642,-2.989406,9
1.425828,-2.835574,2.488088,0.601863,-0.009578,1
1.377564,2.16395,-2.161928,-0.34223,-1.268259,6
-3.86199,1.830464,1.227782,0.065969,-0.709909,5
1.766475,-0.839982,-0.795856,-0.253295,-0.118062,3
-1.200714,0.77602,-3.010922,-0.236888,-0.02075,6
0.4549,2.529128,-0.074281,2.269882,-0.118792,2
-3.875036,-2.0812,1.149507,-1.147258,1.420631,0
-3.919703,0.168107,-1.100078,0.680654,0.076415,0
1.623841,-2.05101,1.114941,-2.155094,-0.034434,0
-0.847018,0.505666,-2.387767,-1.008843,0.35421,6
-1.781179,-3.768008,5.232835,-0.57568,-3.086003,9
1.898806,1.819151,1.321781,-1.797709,1.219348,7
1.575594,2.22216,-1.725388,-0.959135,-0.680355,6
1.999221,-0.177339,-1.908101,-1.59624,0.905032,5
-0.527342,0.20529,-1.134118,2.707076,0.741025,4
2.494339,-0.693008,-1.436705,-1.74879,-0.193326,3
-0.127203,2.204285,1.115324,0.297421,0.615611,7
2.112381,2.018733,0.827853,0.513506,-0.197135,2
2.761108,-0.455147,-1.246947,-0.790001,-1.43201,5
-3.125406,0.097633,0.440148,-1.485154,-2.627372,8
1.07799,2.693473,-0.46582,-0.342988,-0.453167,8
-1.071961,1.533731,-2.791685,-0.685996,-0.247249,6
1.201963,-1.10321,-2.652413,-0.376396,0.531626,5
1.17807,1.848012,1.549534,-0.576906,1.000355,7
-0.880046,-2.622675,-0.204825,-0.134046,1.444315,4
