@relation 'pendigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.35-A5-M-1'

@attribute 0.424input6-0.419input14+0.375input8-0.346input16+0.302input4... numeric
@attribute -0.475input10-0.445input9-0.387input11-0.316input12+0.301input15... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
3.166742,-0.69834,1
0.900777,-3.52303,1
1.742836,-2.307247,9
-0.880742,-2.789987,4
0.775763,-1.754887,9
0.16408,2.517916,7
1.531702,-1.176153,9
1.731272,-2.046793,9
-3.93274,-2.20826,0
-3.223987,-3.054703,0
-4.241611,-1.392254,0
1.327458,-1.728126,9
-1.256353,0.453567,6
-3.617829,0.065239,0
2.340173,1.974847,2
0.672229,2.288682,7
2.040665,1.891639,2
-2.972014,2.18121,5
0.301709,1.290623,6
3.087591,-0.273683,5
-0.212711,1.86556,7
-2.666045,1.272609,0
-3.372237,2.039917,5
1.898378,-1.855861,9
1.135813,1.053033,8
2.886103,-1.31324,1
0.08132,1.851679,7
-1.333912,2.734516,8
1.323194,2.382415,2
-2.457475,1.269155,8
2.11752,-0.01587,5
-2.693442,2.035279,8
-3.743381,0.862603,8
2.204212,-0.832045,5
-4.009862,-1.121433,0
1.870328,1.717632,2
-0.515794,0.514973,4
2.072385,-0.976841,3
-0.91462,1.001921,6
2.036622,-1.512421,1
-3.680541,-2.283119,8
0.385164,-0.205698,8
-0.668237,-1.346949,4
0.631531,-2.771259,9
1.061851,2.665875,2
-1.093245,0.46933,6
0.709256,-1.875913,9
1.786909,-1.666705,9
-2.553109,-1.813233,4
-1.298903,-1.183289,4
-1.080673,0.892186,6
2.083707,-0.765693,3
1.122998,1.240136,8
-3.036455,2.574774,5
-1.897284,-0.13573,6
2.166324,1.223223,7
1.607003,-2.10356,9
-0.610493,-2.332072,4
1.114138,1.93294,7
2.135404,-0.474054,3
0.263869,2.174414,8
-0.531127,-1.871115,4
-3.089245,2.153776,5
2.612478,-0.53714,5
1.884424,-0.374138,9
2.229931,-1.116441,3
3.395458,-0.438054,1
-4.419182,-1.060596,0
-0.003485,1.36256,6
2.455724,-0.835264,3
0.525645,1.175198,6
0.058038,-0.204467,4
-4.475852,-2.385411,0
2.493169,-0.470763,3
0.334714,-0.41477,3
2.111047,0.459529,7
1.165353,2.579073,1
-4.179022,0.899576,5
1.84112,-2.722629,9
0.930149,2.841407,2
-0.771203,1.540755,8
-3.888012,0.600321,8
-0.999319,2.977351,7
2.442702,-1.164354,3
1.417222,-1.475326,3
0.709072,0.498652,8
-4.04157,-1.853992,0
2.204897,-0.974939,1
2.65702,1.152437,2
1.348392,-2.897565,1
-0.328445,0.46747,4
1.965458,-1.851811,7
-0.382997,3.114395,7
1.622757,-2.817708,1
-3.127886,2.210176,5
-1.560681,-1.025888,4
1.646812,-2.886321,1
1.129917,1.909146,7
-3.501121,-1.44033,8
1.51651,-1.589122,9
2.451441,-2.16051,1
-0.163537,1.692434,7
-1.991453,-2.541991,4
-1.098214,-1.271071,4
1.197848,2.368297,7
1.602026,2.429595,2
-1.33483,-3.346852,9
2.185254,2.07659,7
2.012752,2.118515,1
2.06863,-0.615532,5
-0.270728,2.097423,7
2.353384,-0.454988,3
-1.899618,-1.410801,4
1.764594,-1.746083,9
1.193218,2.390357,2
1.073466,-2.597383,9
2.364324,-0.643619,3
2.439182,-0.99618,3
-2.325258,2.222969,8
1.83166,1.658204,7
1.442207,1.874577,2
0.682184,1.553355,8
-4.368641,-1.349127,0
-3.674088,1.693431,5
0.859407,2.340025,7
-4.201552,-0.687345,0
-2.962927,1.867545,5
1.853516,-2.395753,1
2.186133,-0.849647,3
-0.932928,-0.824887,4
1.761913,-1.033089,3
-2.888471,-0.431194,8
-2.600408,-0.173859,0
-0.701721,0.716661,6
2.098821,2.313417,1
-4.457145,-1.436157,0
2.22629,-1.272766,3
-4.340009,-1.66242,0
-2.604222,2.455714,5
0.579677,-0.233202,5
-3.780486,-2.640195,0
2.333635,-0.692162,3
-1.55596,2.929111,8
1.749318,-2.927522,1
-1.620779,2.511694,8
-1.561656,-0.520902,4
-4.251747,-3.169273,0
0.98084,2.685098,2
0.682448,1.743854,2
2.019386,-1.234812,3
0.94029,0.351366,7
-0.23209,1.963486,8
2.355199,-0.707169,3
2.033669,1.815195,7
-1.420707,3.032831,8
2.117519,-0.234515,3
0.071315,1.257383,6
-3.667131,1.766795,5
2.18136,-1.205918,1
-3.261779,2.137713,5
-0.888837,-1.33246,4
-3.665065,-0.038954,0
-1.521552,-1.701364,4
2.204665,-1.781031,7
1.73991,2.201836,2
2.005757,-2.635758,1
-3.89706,0.979832,8
-1.639637,-0.582401,4
-3.570835,-1.301952,0
1.80743,0.752643,1
-1.503221,0.357034,6
-2.87555,2.062622,5
1.422003,-1.971499,9
-2.911415,1.340233,8
-2.262827,0.130925,6
-3.056744,1.681137,8
-2.687731,2.544723,5
-3.237426,2.604966,5
3.25426,-0.563828,1
1.247205,-2.545526,1
-1.078385,-0.294103,4
-3.29987,-1.053906,0
1.850905,-0.962655,9
-0.911581,-1.864108,4
1.424374,1.908284,2
-1.18279,0.668038,6
-2.233999,1.398788,5
1.956527,-1.088434,3
-0.990429,0.748665,6
-3.761831,-1.134466,8
-1.587228,-1.924707,4
1.565877,-0.676608,3
1.796721,0.806691,7
-0.998704,0.003037,6
-0.689833,1.428863,6
1.759935,-0.955232,9
0.968844,2.349732,2
-0.617416,0.563108,6
-3.092468,1.69583,8
2.377177,-0.589708,1
2.089147,-2.489641,1
-1.498517,2.723363,8
0.661662,2.288229,7
-4.150304,-0.133984,0
1.014271,-1.910292,9
-4.359157,-1.791458,0
1.855897,-2.277882,7
-2.749875,-2.258683,0
0.451431,-4.208251,1
-0.695658,1.572624,6
1.403474,-1.56085,9
-3.34164,1.943832,5
1.892305,-2.703342,1
2.237285,-0.55682,3
-3.910017,-1.679718,0
-1.059516,-0.193422,4
1.550459,-3.360969,1
-3.942847,-0.515847,0
3.12533,-0.332708,5
-3.084755,1.747893,5
-1.125345,-0.519115,4
-3.344971,2.047391,5
0.872141,-0.088849,5
1.724348,-0.823237,5
2.414318,-0.515705,3
-2.516767,0.894631,8
2.533863,-1.410516,1
1.724124,2.095538,2
0.605006,1.533538,7
2.788862,-0.938742,2
2.13237,0.962685,1
1.356891,-0.510362,5
-0.332851,-2.748233,4
-4.119659,-0.445828,0
1.864839,2.553658,7
-4.173118,-1.635617,0
-0.780963,0.378412,6
2.107234,-1.501894,3
2.542466,-0.475412,5
1.933599,0.966822,1
2.049381,-0.995321,3
2.152241,-1.535943,7
2.253347,-1.142723,1
-2.90173,2.387102,8
-3.729148,-2.9782,0
-1.555885,0.303306,6
-1.191454,1.306396,6
-0.179293,-2.139614,4
1.358935,1.016709,7
1.877016,1.358186,7
0.827444,2.328788,7
1.587219,-3.249116,1
-4.369131,0.9737,5
2.12185,-1.627126,7
-0.746695,-0.136799,4
-4.218321,-3.341742,0
-0.088434,2.193311,7
-3.0633,2.200242,5
1.283655,-2.481268,1
1.895896,-0.28624,3
1.932231,1.913571,2
-4.505611,-2.22044,0
-1.696013,-0.653304,4
-1.29087,-1.739382,4
-1.940343,-0.373939,6
0.934703,-1.306911,9
-3.156627,0.69811,8
-4.1915,-0.527019,0
0.448188,-2.254375,4
1.667375,-0.62016,5
-3.165164,0.708802,8
2.228173,2.142638,2
2.349739,-1.03395,3
-3.632408,-3.667111,0
1.945805,-1.480628,3
-3.948632,-2.925722,0
1.064725,2.229605,2
2.004151,-1.129869,3
2.29209,1.495741,2
-1.512319,-2.410519,4
0.666071,-2.6056,9
-1.180738,-2.153609,4
-3.85019,1.963589,5
-3.629846,-3.563857,0
-3.704097,1.860582,5
2.098968,2.276583,2
-4.244232,-2.158761,0
1.014379,1.133024,8
1.146683,2.422025,7
1.246301,-0.717232,3
-0.762517,2.327199,8
1.646962,-0.557898,3
3.11518,-0.558973,5
0.96193,-0.230797,5
-1.374327,-1.39785,4
-3.886912,-0.565313,0
-2.279083,-2.28217,4
-1.896968,0.512118,6
-4.292884,-2.373986,0
-0.997546,-0.690134,4
1.74228,-1.012901,3
1.717439,-2.305866,9
-4.023042,-2.765035,0
2.270855,-0.517862,2
-3.027385,1.603089,8
2.18194,-2.36574,9
-0.870931,-2.754517,4
-0.555347,2.658466,7
-2.669676,-0.408172,8
-3.774843,-0.350848,0
1.574975,-1.060329,9
2.3103,-1.468366,9
-1.522595,0.1586,4
1.552789,2.520709,1
-3.989921,1.760619,5
0.279089,2.161937,7
0.62027,1.608684,6
2.368372,-1.597192,1
-1.304835,-2.004047,4
1.30058,2.233438,2
0.648082,2.461873,7
1.162488,0.058832,5
-4.280808,-0.946936,0
-0.089368,1.022682,6
-1.750218,-0.584694,4
2.240987,-1.176639,3
-2.922138,2.005017,5
-0.567217,1.919717,6
2.352671,-1.909657,1
-2.174488,1.148088,8
-1.779206,-1.568458,4
0.938497,0.661203,8
2.43253,1.596399,2
2.057431,2.136155,2
1.476223,-3.148476,1
1.260679,-0.392456,5
-2.70055,-3.40646,0
1.661032,-1.385338,9
1.916256,-0.485247,2
-1.729438,-1.973154,4
0.257132,1.955716,6
-3.536727,0.772897,8
1.580802,2.668617,1
-1.928981,1.967025,5
-3.785059,1.492038,5
2.31088,-0.525139,3
2.396208,-1.899633,1
-1.518624,0.918201,6
2.876615,-0.536079,1
-2.954284,-3.394292,0
1.009398,1.86904,2
1.490196,-0.432708,3
1.229601,-2.592804,9
-1.548544,0.597867,6
1.247792,2.542319,2
2.213024,-1.337657,3
-3.585077,1.717788,5
-0.022597,-0.016961,7
-3.317576,1.174283,8
2.557718,-1.185063,9
-0.901987,-1.322624,4
-3.404919,2.150274,5
-4.953574,-1.117333,0
1.474672,-0.780123,3
1.763038,-1.73553,9
-2.362395,-0.815028,4
-1.106963,-0.942955,4
-2.361959,-3.460325,0
0.337487,1.710354,6
1.956165,-0.813672,3
-1.780702,-1.794729,4
2.030263,-1.573619,3
-3.762161,1.823682,5
2.12176,1.388567,8
-0.588835,-2.811018,4
1.597503,-3.646876,1
2.156508,-1.674124,9
0.671589,-4.252338,1
1.848826,-2.017899,9
-0.970501,0.694587,6
0.98603,-1.256131,3
0.782606,-1.858301,9
-2.76859,0.059267,6
2.284635,-0.257359,9
0.821354,2.301478,8
2.230033,-1.213681,3
2.227304,-2.208163,1
2.26843,-2.247595,1
-4.18233,-0.985928,0
0.911495,-2.180542,9
2.06176,-0.917565,3
2.311449,-0.74426,3
1.599458,2.645881,7
-3.885121,-0.056249,0
-0.849272,1.136263,6
-3.667419,2.129669,5
1.286053,-1.216267,9
-3.642798,0.525873,8
-0.079123,1.564585,8
-3.306889,0.43121,0
1.646842,-1.12033,3
0.01958,-2.696004,9
2.042263,0.180039,7
-4.459709,-1.530777,0
0.844231,-1.94345,9
2.527094,0.470782,1
-0.84884,-0.517812,4
1.612985,-3.09639,1
-3.444227,-1.400847,8
-1.130357,0.770237,6
-0.130541,-1.947275,9
1.371876,2.383538,2
1.929862,1.207823,2
2.237912,0.777568,1
1.475835,-0.893283,9
-1.511362,1.482437,8
1.976759,-1.097256,3
2.50861,-0.788796,3
-3.825334,-0.925183,0
-3.388257,2.195604,5
1.097866,-2.187579,9
-0.484657,2.648666,7
-3.771393,-0.558164,8
-3.146551,0.674557,0
2.296163,-0.253924,5
1.906617,2.185385,2
-1.388795,-0.619367,4
1.283139,2.027777,2
0.965647,-2.8174,9
-0.992387,-0.935169,4
-2.932975,1.399602,8
2.259218,-0.479044,3
1.569933,-0.406424,9
1.631673,2.487943,2
2.27701,-0.607709,3
-3.570965,0.03386,0
-1.831256,-1.033174,4
-2.982926,1.968607,5
1.64282,2.684669,7
-4.29934,1.098343,5
2.76429,1.153414,2
2.027081,-1.788789,1
1.770777,-0.91639,3
-3.053232,1.633205,8
-3.045339,1.106709,8
-0.339501,-2.119297,4
-2.017983,-0.828021,4
-4.19264,-0.21625,0
2.571463,-1.866485,1
-2.616478,1.824681,8
-3.453753,-0.862481,0
-3.088286,-2.956213,0
0.267971,-2.173866,9
-1.145265,0.606885,4
-0.502643,-0.671862,4
-3.260047,2.108095,5
-0.646924,1.402594,6
2.108216,-0.578638,3
-3.886292,-1.755064,0
2.036495,1.514024,7
-2.260545,-1.756422,4
-4.224694,1.039764,5
-4.265813,-1.81608,0
1.869862,-0.881707,3
0.229087,2.055146,6
1.612394,-0.798487,3
-0.977594,-0.600403,4
0.005351,2.580892,7
2.04092,1.562147,7
1.529316,-2.24903,9
1.550446,-2.940663,1
-3.315836,-3.733537,0
-2.447616,2.192936,5
-2.106612,2.927369,8
-1.003346,0.785981,6
-0.133315,0.81714,4
1.719259,-2.879462,1
-1.037154,1.090391,6
2.417574,-1.368181,7
-3.0483,1.848693,8
2.253217,-0.742569,3
1.748859,2.388968,1
1.722327,-0.210502,9
1.891239,2.197153,2
-1.016817,1.24352,8
1.757995,2.064872,2
-1.981616,-1.75998,4
2.381157,-2.09039,1
1.875562,-1.93989,9
-3.942794,-2.981512,0
-4.264256,-1.819621,0
1.700368,2.385117,2
1.011131,2.608947,7
-0.161165,2.458914,7
1.986821,-0.908629,3
-3.864083,-1.004172,8
2.570572,-1.124554,3
-0.459883,1.029579,6
-1.477452,-0.148205,4
-2.487353,2.7132,5
-3.931418,-3.385003,0
-3.475181,1.963857,5
-3.881233,1.538552,5
-1.024305,-1.779214,4
0.881656,1.798015,8
-3.695357,1.540959,5
2.303447,-0.620762,3
-1.618089,0.040542,8
2.203915,-2.412613,1
-0.713172,0.038679,4
2.0427,-2.262741,1
1.985956,-2.354477,9
-2.696974,-3.505333,0
2.152356,0.286806,7
1.551126,2.093891,2
-1.089307,0.085251,6
0.752337,-0.503647,5
3.07877,-0.847093,1
-0.159789,2.114006,6
2.051909,-2.145454,3
-0.810291,-1.162943,4
1.519812,-1.749619,9
2.042295,-1.342294,7
-2.642191,-1.961009,0
2.331763,0.875365,1
2.334193,-1.500531,3
0.479616,-1.578953,9
0.962399,0.891974,8
-4.23016,-0.658706,8
-1.004524,-2.086129,4
0.25897,1.977224,8
-0.263085,2.523581,7
-1.594981,1.514353,8
3.057632,-0.395875,3
-2.949093,1.56046,8
-0.259849,-0.527828,4
1.558078,-1.324274,1
1.473243,2.325282,2
0.64103,2.161543,6
1.517508,-2.242961,9
2.384942,-0.655789,3
1.742254,-1.998278,9
2.313247,1.466349,2
-4.119555,-1.143229,0
1.223853,-2.377378,1
1.544586,2.437434,2
1.008316,1.524377,2
-3.851685,1.415054,5
1.942357,2.288715,2
-0.222656,1.615386,6
2.118081,-0.818349,3
-2.58881,2.778768,5
-0.661997,1.814702,8
-4.669132,-2.204157,0
-3.690708,-3.256809,0
-2.316945,2.269148,8
0.366035,1.858256,8
2.119583,0.155859,2
2.316723,1.086055,1
-1.647504,-1.875135,4
1.363993,1.028034,1
-1.076492,0.274267,4
-4.431096,-0.703999,0
2.064703,-1.485963,9
-1.351465,-2.097613,4
-4.10206,-1.785031,0
-1.188505,-1.009235,4
1.663303,2.126255,7
2.168458,-2.22514,1
1.510676,-1.858526,9
-1.169742,-2.143835,4
-0.48731,0.826126,6
2.064993,-2.561248,1
-3.534365,0.385416,0
1.458659,-3.328383,1
-0.27696,2.23229,8
1.24044,2.288655,8
2.468728,-0.545071,3
2.951626,0.085444,1
1.491251,-2.74239,1
-0.563162,-2.350834,4
1.251823,3.013487,2
2.32259,-1.331842,3
1.758188,-2.492337,1
-2.139104,-2.060542,4
-1.781666,-1.726795,4
0.098357,-2.599762,4
2.121974,0.783634,7
-1.471484,-0.438441,4
-2.675657,0.433677,8
2.370941,-1.131339,1
-4.182335,-2.882181,0
2.050152,-1.094418,3
-0.65467,-2.708881,4
2.396904,-2.20309,1
-0.169512,1.604647,4
2.447258,1.742353,2
2.401597,-0.928436,3
1.361303,-3.299418,9
1.126081,-2.062204,9
1.031082,2.111034,2
2.657597,0.866479,2
-3.318539,1.068765,8
2.483912,-1.835182,1
1.976757,-2.455237,1
1.564188,-1.048321,9
2.154467,-0.042959,3
-2.767725,1.504807,8
2.472491,-0.960309,3
2.172635,-1.144023,3
2.654989,-0.81509,3
1.975372,1.40029,2
1.113305,1.997399,7
2.691333,-0.574845,5
2.922712,0.603337,1
2.492109,-1.298501,3
-1.034415,-1.342411,4
1.966877,1.073565,2
-2.792627,1.999209,5
-0.774464,-2.110155,4
2.771666,-0.530894,8
-3.919095,-2.327288,0
1.60577,2.051185,2
-3.688954,1.681075,5
-3.187812,2.306107,5
1.81832,-2.184464,9
-0.861877,2.61508,7
-0.615207,0.914831,6
0.399031,-2.08898,9
1.720641,2.498885,2
1.654925,1.876926,7
1.801737,0.919594,7
-0.58293,-2.344899,4
-1.867754,-2.236135,4
-4.111909,-0.671412,0
0.991452,2.276227,2
2.514204,-1.364612,3
1.171871,-1.786941,9
2.449049,-0.754273,7
-0.716842,-2.792598,4
-4.037368,0.896527,8
-0.468097,-2.42384,4
1.642593,-2.797323,1
0.174812,2.516145,7
-0.99048,-2.092381,4
-1.065981,-1.669631,4
-3.643505,-1.14074,0
2.062809,-1.158206,3
1.958437,-2.338356,1
2.224377,1.480285,8
-0.274309,1.374516,6
1.286588,2.313735,2
-3.566565,0.132173,0
-0.829929,-0.4859,4
-4.077994,-0.68454,0
-2.090129,2.299104,8
-1.029646,-0.078105,4
1.31956,-1.716185,7
-0.016679,1.859205,8
1.216315,-2.063884,9
-2.204271,0.55932,6
1.969873,-3.214213,1
-3.534001,1.903508,5
1.106781,2.702599,8
1.89239,-2.871411,1
0.069543,-1.422671,4
-0.930836,-0.472192,4
1.689475,-1.061549,9
1.923129,-1.875111,1
-4.364211,-1.940997,0
-0.569339,0.994615,4
2.482766,-1.273395,5
-0.466335,-2.851025,4
1.611267,-0.622628,3
-3.328468,1.686072,5
0.918625,3.191615,2
1.720201,-2.304063,9
-0.927249,-0.154114,4
-0.091031,2.072719,7
0.978251,1.429088,7
-0.581618,0.796656,6
-0.071398,0.945953,6
0.752485,0.518511,7
1.662586,1.968407,2
2.810005,-0.141999,5
0.685268,-1.596813,9
2.316543,-0.383732,5
-1.025782,2.345184,8
2.35528,-0.858741,3
2.14921,0.88702,2
1.07071,1.75568,7
-4.293997,-1.13454,0
-1.812108,-3.860577,9
-0.718869,0.058151,4
-4.289058,1.472849,5
1.033485,-1.798708,9
-2.963335,1.354395,8
-1.41983,0.512116,6
1.192271,1.890803,8
2.093997,1.807859,2
-0.891797,0.929452,6
-4.257613,-1.704451,0
1.720818,-2.76097,1
-3.83291,0.175471,8
-1.65277,-2.806856,4
-2.975785,1.952706,5
1.183315,1.891091,7
1.089073,-3.575132,1
-4.050804,-1.555201,0
2.022771,-2.633775,1
0.82349,1.481991,6
0.4684,1.86546,6
1.674923,1.469879,7
-2.553283,2.318895,5
1.509453,-3.101697,1
0.056416,0.43789,7
-0.794104,1.541121,6
2.45905,-0.893327,3
-0.593575,-2.319551,4
1.787552,2.480107,2
2.206948,-0.497287,3
1.305331,2.177879,6
-0.822417,1.622572,6
1.690819,-2.372232,7
1.895718,-0.169887,1
-0.516713,0.803322,6
-1.187297,-3.603691,9
-0.68081,2.290429,8
-4.423035,1.216256,5
2.149022,-0.97566,3
-0.155394,2.302911,6
-3.821348,-1.562723,0
-4.61694,-0.590622,0
-1.023168,1.830048,8
1.905991,-2.047047,9
2.273546,-0.466188,3
0.655511,1.7466,7
1.473648,0.951822,7
-3.73042,1.853704,5
-1.628075,0.002574,4
1.34166,-2.193356,1
2.458989,-1.08769,3
1.225293,-3.628666,1
0.593508,2.583582,2
-2.798007,1.294128,8
-0.885182,0.011899,4
0.498131,1.871948,7
2.048201,-0.703566,3
-0.444387,1.157107,8
-0.975598,0.761353,6
-1.735385,-1.111078,4
-0.738015,1.299726,6
-0.431553,2.604035,7
1.893443,2.192453,2
1.900797,-1.920701,9
-1.924788,-0.095198,4
1.480166,-3.225265,1
-1.67646,-1.039683,4
-3.844365,-2.741213,0
-1.051364,0.847701,6
-1.456304,-0.643403,4
1.918133,-0.238933,3
-1.293981,0.630967,6
2.061904,-0.450742,3
1.065587,-2.274448,9
1.247638,0.09092,1
1.441543,2.788964,7
-4.427927,-2.323744,0
1.811733,1.133543,7
-0.654937,2.327269,8
-0.988773,0.64323,6
2.385943,-0.641541,3
-3.328261,-0.097374,8
-1.470616,2.129789,8
2.6959,-0.964575,3
2.560945,-1.94255,9
-0.429475,1.611727,6
-3.433167,0.487965,0
1.134136,2.899265,2
-3.922739,-1.92529,0
-3.593866,1.796129,5
-3.452118,-2.708877,0
1.468587,2.165134,7
0.690529,1.386427,1
0.756546,2.169265,6
0.199756,0.681074,6
1.286983,-3.755661,1
-0.013443,2.605033,7
3.035932,-0.217651,5
-0.541423,0.729108,6
1.207164,2.382495,2
1.347809,-2.087542,9
-1.587033,0.77675,6
-4.160858,-1.705592,0
1.093953,2.733471,2
2.096857,-2.241919,9
2.51473,1.667436,2
-0.616981,0.521443,7
-0.804573,-1.791981,4
1.763526,2.810274,2
1.165092,2.407451,2
-1.744526,-1.880799,4
-3.796807,-2.086367,0
1.566616,-1.196421,9
2.052726,1.827024,2
1.762813,0.576176,1
-0.701274,1.751466,6
-3.312459,1.640578,5
-0.669935,1.016046,4
0.94608,2.597541,2
0.56655,2.055858,7
0.369784,-3.862225,1
-3.926676,-0.770245,0
-3.632432,-3.384188,0
1.241724,-2.366244,1
1.578686,-0.69723,3
-2.830842,2.035508,8
1.76439,-0.702189,3
0.900784,2.797868,2
1.973724,-1.562191,9
-1.138031,-0.950215,4
0.566607,2.255498,7
1.738699,-1.575013,9
2.113088,-1.481406,3
2.599385,-1.176341,1
-0.620838,1.146132,6
-1.078258,-0.021195,4
-1.32517,1.432304,6
2.501197,1.801703,2
-0.38207,-2.606056,4
2.598818,-0.643328,3
1.707279,-2.700532,1
0.002801,2.043653,7
-1.9244,1.898025,5
0.966748,-2.168131,9
1.792849,-2.811043,1
-1.346201,-1.15087,4
-4.179381,-0.290261,0
-3.889147,-2.824858,0
2.345073,-0.713833,3
-3.877135,1.294813,5
-4.635593,-1.019873,0
1.485972,2.052818,2
-1.622651,0.525906,6
-3.879968,-1.304127,8
2.145392,-1.451514,8
-0.202361,1.796817,7
-1.099967,-2.069636,4
-1.392814,-1.822798,4
1.302337,0.232281,5
-3.909462,-1.68839,0
1.33891,1.915585,2
1.801271,-1.672836,7
-1.473669,-1.290077,4
2.134232,-0.492124,3
-3.324841,0.93933,8
1.573807,-0.739698,3
-4.249773,-2.480695,0
2.559946,-1.458912,1
-3.633898,0.75387,8
-2.370285,0.972925,5
-0.143719,1.542313,6
0.835072,2.723994,2
1.087003,2.341932,2
0.226229,2.429049,7
-3.065872,0.901847,0
0.572956,0.305147,8
-0.807881,-1.262325,4
1.822874,2.874404,7
-2.175307,-1.461327,4
0.124876,2.646495,7
-3.257688,1.034076,8
-2.579731,2.339145,5
-4.014522,-2.398369,0
1.678344,-1.259177,9
-0.163832,-2.583831,9
1.042393,1.810436,7
1.746277,-0.498422,5
1.363999,-2.097367,9
2.008878,2.201439,7
0.091856,0.234445,7
3.079163,-1.050487,5
1.216106,2.034724,7
1.582196,-0.381747,9
0.9532,1.601704,7
1.659977,-0.938543,5
1.907668,-2.071012,9
2.34671,1.336938,7
1.940388,2.304649,2
2.525361,-1.786515,1
1.868504,0.512926,2
-2.616089,0.900229,8
-3.883992,-0.639601,0
1.909504,1.888943,2
-3.796358,0.919318,8
-3.393347,-0.307767,0
-2.997085,0.958347,8
0.665556,2.319629,2
-2.85954,0.241317,0
-0.6438,-1.266781,4
1.702275,2.579127,2
1.381996,-0.753359,5
-1.535081,-0.172892,6
1.820619,-1.255837,3
1.700797,2.490865,7
1.642571,-2.773431,1
0.760819,1.377477,1
1.242168,2.531351,2
1.589507,-1.950452,9
-0.273878,2.333135,8
1.830807,1.949614,2
-1.691548,0.346881,6
-0.121885,1.859542,7
-0.743844,-2.655833,4
0.233042,1.891994,6
-0.649583,0.62495,6
2.619676,-1.539845,9
-3.316008,1.944284,5
-0.406702,-2.101091,4
1.306567,2.857512,2
0.094457,0.453323,7
-3.601916,1.848758,5
-1.370381,2.370813,8
-3.791525,-0.255228,8
0.651214,2.554984,2
2.28937,1.808263,1
2.485479,-0.490656,3
-4.379852,1.258897,5
1.599491,-2.260915,9
1.424767,-2.001298,9
-0.786668,2.037195,8
-1.953352,-1.577985,4
2.732281,0.086075,8
1.741952,-1.07722,3
0.01104,2.013783,7
1.829676,-2.477764,7
0.93936,0.946228,8
-0.548909,-3.066477,9
0.187665,1.989451,7
-0.967622,0.850933,6
-3.902887,-0.59365,0
1.668411,-2.889308,1
1.451267,-2.911774,9
-3.524204,2.265465,5
-2.623608,1.412877,0
-1.465674,0.583289,6
-3.850408,-2.926072,0
-3.857932,-1.936425,0
2.624386,-0.761246,3
-1.102368,-0.215588,4
1.0708,2.578536,2
-2.184527,1.585213,0
2.262156,-0.838007,3
2.143884,0.782217,2
0.196371,2.118046,2
-4.092297,1.405257,5
2.222172,-2.178207,8
-0.126758,0.820897,6
-4.101213,1.436679,5
2.509224,-0.354141,3
1.738444,2.344088,2
-0.485348,1.342968,6
-1.870451,-1.33294,4
2.767877,-0.535414,5
1.659504,1.608192,7
-0.690251,1.255714,6
1.178181,1.299165,8
1.803349,-2.713241,1
2.109917,0.450926,2
3.197274,1.886635,1
2.699177,-0.356226,3
0.283916,-2.598061,9
-0.728208,-2.345475,4
-2.70632,2.341293,5
2.013632,-2.313436,1
-0.230549,2.709994,7
-1.79413,-0.011384,4
1.400267,3.021982,7
-2.782193,-2.643283,0
0.738703,2.114012,6
-3.730454,2.054041,5
2.296953,-2.464929,1
2.389619,-2.232812,1
0.458809,1.267338,6
-2.928005,2.483923,5
-1.240202,-1.994852,4
2.029792,1.708095,2
-3.454888,2.127011,5
1.400103,-1.802392,9
1.27921,2.75575,2
0.234412,2.283431,7
-0.522523,0.325534,4
1.794038,2.51609,7
-3.733331,1.756812,5
1.412793,-2.991121,7
-1.907861,-1.144238,4
2.50725,-0.152845,5
0.256169,2.321461,6
2.697167,-2.357949,1
-3.370032,1.522945,8
1.216942,2.187855,2
1.360985,-2.036055,9
0.942185,-1.264559,9
-0.406805,-2.594161,4
1.790158,-0.868714,1
1.544284,-2.440108,1
-0.125527,0.359195,6
0.902543,0.456408,7
1.488143,2.239385,2
-0.840007,1.554845,6
1.245222,0.088717,5
-2.106531,1.906025,8
1.404861,1.418285,7
-0.052841,1.736566,6
0.902286,-1.977568,9
-0.681542,0.515978,6
-4.097311,-2.953552,0
0.491212,-2.683146,4
0.745029,-1.702218,9
-3.506957,0.998526,8
0.227658,-2.959193,9
0.204718,0.751678,7
1.619688,-2.900366,1
1.58438,-3.250106,1
2.03289,2.015495,2
-2.485428,2.200834,5
1.112541,-2.038389,9
2.464245,-1.169655,3
-1.317171,-1.525611,4
-0.518146,0.723994,6
1.114469,1.686493,7
-3.752854,-3.28537,0
0.221724,2.025759,7
-3.889292,-0.212215,0
1.097074,-1.368186,9
1.292769,2.405494,2
1.994076,1.57616,2
-4.172005,0.56061,8
0.255688,2.224423,6
-1.120029,1.425674,8
0.734527,-1.529276,9
1.744459,-1.091405,5
2.16141,-1.058303,3
1.688277,1.313544,1
0.73721,2.869985,2
2.212944,-1.332243,9
1.037671,-2.120506,9
1.117453,0.69132,8
-0.261722,-1.105744,4
-1.185573,0.532884,6
-2.337539,1.500205,5
1.234293,2.280553,2
2.304986,0.797367,7
2.362961,-0.732481,3
1.766469,-2.610214,7
0.634997,2.514689,2
-3.423622,-1.10196,0
0.389386,1.956183,7
0.395527,1.671209,7
-1.756939,1.593129,5
-1.94352,-2.641876,4
0.349842,2.355102,6
1.153654,-3.4142,1
2.525652,-0.608945,3
-0.964042,0.239419,6
