@relation 'vehicle_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '-0.317SCATTER RATIO-0.314SCALED VARIANCE_MINOR-0.314PR.AXIS RECTANGULARITY+0.314ELONGATEDNESS-0.309SCALED VARIANCE_MAJOR...' numeric
@attribute '-0.541KURTOSIS ABOUT_MINOR-0.539HOLLOWS RATIO+0.489SKEWNESS ABOUT_MAJOR+0.208SCALED RADIUS OF GYRATION-0.189RADIUS RATIO...' numeric
@attribute '-0.643PR.AXIS ASPECT RATIO-0.592MAX.LENGTH ASPECT RATIO-0.285SKEWNESS ABOUT_MAJOR-0.275RADIUS RATIO+0.119COMPACTNESS...' numeric
@attribute '0.666KURTOSIS ABOUT_MAJOR-0.608SKEWNESS ABOUT_MINOR-0.199SCALED RADIUS OF GYRATION-0.185MAX.LENGTH RECTANGULARITY-0.184CIRCULARITY...' numeric
@attribute '-0.726SKEWNESS ABOUT_MINOR-0.604KURTOSIS ABOUT_MAJOR-0.216MAX.LENGTH ASPECT RATIO-0.144SKEWNESS ABOUT_MAJOR+0.102KURTOSIS ABOUT_MINOR...' numeric
@attribute '0.465MAX.LENGTH RECTANGULARITY+0.436MAX.LENGTH ASPECT RATIO+0.281CIRCULARITY-0.257RADIUS RATIO+0.247HOLLOWS RATIO...' numeric
@attribute '-0.489MAX.LENGTH ASPECT RATIO-0.464COMPACTNESS+0.39 PR.AXIS ASPECT RATIO+0.385SCALED RADIUS OF GYRATION+0.287KURTOSIS ABOUT_MAJOR...' numeric
@attribute Class {opel,saab,bus,van}

@data
-4.953096,-1.038725,0.415355,-0.019948,-3.864383,0.11086,0.370381,saab
3.255442,-0.67107,0.779101,2.46384,-1.448054,0.223156,0.421184,saab
-3.895265,0.171139,0.415204,-0.251807,-1.37874,0.080827,0.068012,saab
2.072928,-0.008473,-0.477923,-0.788539,0.597085,-0.249495,1.399723,bus
1.757451,0.122509,-0.849476,-0.551494,1.001705,-0.239014,0.764962,bus
-2.056847,-0.90745,-0.641973,-0.89853,0.25523,-0.537445,1.0921,bus
2.658119,-1.848815,0.489408,-2.376472,-0.424264,0.202743,0.170715,van
3.377373,0.461814,0.750512,-1.234774,0.265999,-0.158246,0.168806,saab
-3.127883,-0.588015,0.855265,0.762359,0.924581,0.864908,-1.369041,opel
1.945516,2.547744,-0.259941,-1.314042,0.001175,-0.63368,0.576227,bus
-3.260337,-1.408178,-0.029468,1.182975,0.906333,0.506616,0.003933,opel
4.378136,2.573068,0.032209,-0.529402,-0.677897,-0.734863,0.06724,opel
3.039548,1.470528,0.302691,-0.428819,0.119659,0.060768,-0.695289,van
1.864562,-3.01034,0.893343,-1.555116,-0.025503,0.389176,-0.18147,saab
2.137301,2.97891,0.409593,0.375923,-0.031578,0.311804,0.380682,bus
-1.28094,-1.024872,-1.046326,-0.021432,1.822814,-0.442605,0.737434,bus
-4.97679,-0.243746,-0.241344,-1.788203,-0.169251,-0.500287,-0.141784,opel
-2.73128,0.288171,-0.026923,-0.836395,1.745431,0.575028,0.768127,opel
1.187735,0.800298,-1.48084,0.233752,0.240874,-0.709287,1.379179,bus
-1.960619,-1.140643,-0.317358,2.273943,0.09719,0.157697,0.418102,saab
-0.37233,-1.425258,-0.343764,-0.397956,1.013583,-1.409196,0.129017,bus
0.432733,-0.844988,-0.017442,-1.630351,-1.129759,0.2224,0.303124,van
1.69916,0.519171,0.127156,-1.204165,0.432166,-0.284552,0.054545,opel
1.239481,-2.62062,-0.519133,0.990976,0.844891,-0.963188,0.17273,bus
2.759708,0.950729,0.761506,1.368622,-1.328084,-0.035087,-0.028978,saab
-4.005257,0.673916,0.627881,0.846544,0.904489,1.050599,-0.577675,saab
2.091041,-0.357162,0.015288,1.023809,-0.663904,-0.509253,0.238377,saab
-3.921736,0.410018,-0.227484,0.450082,0.148133,0.379901,1.016998,saab
2.84023,1.557722,0.298883,1.439016,-0.291701,0.17067,0.534644,saab
1.062293,-4.026063,0.120135,1.939658,-0.157106,-0.2608,-0.541794,opel
-0.433133,-2.392496,-0.252371,-0.069311,1.170296,-0.605303,-1.159601,opel
-1.205478,-3.303104,0.619481,-1.162846,-1.159626,0.561302,0.024218,saab
5.741583,2.79134,0.440082,-0.399325,0.132995,-1.413558,-0.549138,van
1.743223,0.390494,-0.430472,1.488463,0.370292,0.247596,0.711735,bus
0.550683,0.984344,0.013275,-0.555031,-1.341384,0.943272,0.129451,van
2.422003,-3.314833,0.374518,-0.091332,-0.368494,0.550457,-0.278522,van
-2.550854,-0.899487,-0.398869,-0.998745,0.68079,-0.127206,0.678483,saab
4.039607,-3.285566,0.114602,0.076791,1.358658,0.167655,-0.766072,van
-2.285505,-1.85821,0.576674,-0.849121,-0.122774,-0.702989,-1.29892,saab
2.423103,1.994084,0.521,-2.179553,-1.458241,-1.086249,0.199449,saab
0.07655,0.563141,0.064508,-0.396817,0.174248,0.222781,0.558946,saab
2.000185,-2.637955,-0.31001,-0.922261,1.126136,0.824975,0.362799,van
0.114331,0.776896,-0.428953,-1.570081,0.417566,0.623936,0.168481,van
-1.238286,-2.228045,0.021866,0.124316,-0.093768,-0.630797,-1.087695,opel
-4.475939,-0.961428,-0.008793,0.21097,0.340175,0.185193,-0.079334,saab
-0.332619,-0.9459,-0.817035,-0.944069,-1.832979,0.755227,0.925518,van
2.262925,3.000391,0.203014,-1.031989,0.20574,-0.303948,0.21818,bus
-2.607958,-0.063232,0.183793,-2.191681,0.304474,0.011567,0.628545,opel
-0.579179,-2.832285,0.130368,1.4184,-1.11211,-0.337623,-0.439764,opel
-1.913264,0.578811,0.514512,-0.915471,0.842792,-1.243389,-0.391314,bus
2.725575,-2.167564,0.140311,0.038337,1.654743,-0.523337,-1.057788,opel
1.641062,-0.938557,-0.640486,0.201777,0.197965,-1.096974,-0.256207,saab
-5.399495,0.442508,-0.768714,0.659287,1.336515,0.720453,0.513554,opel
1.659438,1.565437,-0.929601,1.004119,0.1947,-0.094199,1.153584,bus
-2.583936,-0.339058,-0.338774,0.425869,-0.018662,-1.032862,0.696304,bus
2.102999,2.968172,0.352515,-0.873515,-0.281673,-0.052628,0.109954,bus
1.210409,-0.601771,-1.139644,-0.032059,-0.149855,-1.207837,0.693703,bus
0.378765,0.810569,-0.731646,-1.051476,0.142779,0.30253,-0.198077,van
-0.21843,-2.103538,-0.270242,-1.880417,-0.873081,-1.180314,0.870992,bus
0.873796,1.595503,-0.164758,0.239517,0.908314,1.443236,-0.192939,van
-6.553978,3.102112,1.653003,-0.445896,-0.220726,-1.510971,-0.110089,bus
0.740688,-2.354337,-0.254519,1.574894,0.178671,-1.316241,-0.317382,bus
2.677441,2.921121,0.546931,-0.582032,-0.689363,-0.279843,-0.343328,bus
3.312921,-1.330694,0.147215,-0.432479,1.614937,0.486236,-0.296973,opel
-7.415043,3.067749,0.41661,1.618464,-1.341874,-1.640697,1.108637,bus
5.087292,1.743098,0.319794,0.55935,-0.441271,-0.806698,-0.347184,saab
-2.987464,-1.791599,0.563421,-2.490454,-0.798731,0.170603,-0.558641,saab
0.428229,-3.250001,-0.079775,0.413424,1.186922,-0.049425,-0.730947,saab
1.341616,0.414543,-0.567546,-1.092353,-0.03316,-0.352844,1.486657,bus
-3.377851,-1.641655,0.2797,-0.139485,0.044064,0.325168,-0.225047,saab
0.919438,1.625697,0.123574,0.853267,0.36797,1.677067,-0.320443,van
-0.965732,-2.179174,-0.03163,-0.029798,0.472541,-0.333994,-0.876608,saab
2.908503,2.008416,0.740638,0.407433,-1.055013,0.312279,-0.282724,van
2.150541,0.043315,-0.032883,0.35035,1.335965,-0.567465,-0.983371,saab
1.704284,-2.012123,-0.994364,0.500905,1.66069,-1.388388,-0.371567,bus
2.198797,1.077419,-0.479246,-0.097012,1.25088,-0.124259,0.286313,bus
-0.152282,0.771765,0.410494,-1.46101,-0.165935,-0.404326,0.29537,opel
-4.0375,-0.031127,0.796071,0.320877,-1.313142,0.321503,-0.451441,opel
-3.608517,-0.122547,0.231614,0.339532,-0.060697,-0.238984,-0.465923,saab
-0.823015,-0.991553,0.596108,-2.393038,-0.076115,-0.219611,-0.01502,opel
1.606593,-3.342237,0.104894,-2.071407,-1.178789,0.328508,0.498672,van
-3.381326,1.179957,0.773882,-0.375928,1.345218,0.531521,-0.740066,opel
-4.630708,0.147328,0.327488,-1.358356,-1.610142,-0.035272,-0.071379,saab
-0.46239,0.575689,-11.927676,-0.196456,-1.72135,1.720172,-2.327717,van
4.281198,-2.466613,0.529387,0.178471,-0.273702,0.232229,-0.360275,van
0.329708,1.502997,0.434826,-1.240481,-0.393771,1.069467,-0.250625,van
-0.689018,-1.727061,-0.272064,2.280875,-0.200347,-0.093282,0.083271,opel
-4.635904,1.761938,0.822632,-0.044266,-0.129923,-1.097869,0.370863,bus
-3.713985,0.64737,-0.250727,-0.162091,0.750836,0.43974,0.603274,saab
-2.51251,-0.989856,0.338762,-0.556398,0.411125,-0.605111,-1.075316,saab
-4.760772,-0.803627,0.343215,0.15276,-0.828402,0.294561,-0.241509,saab
0.681162,-2.197402,-1.024383,-1.391908,1.025804,-0.410822,0.571805,bus
-4.861722,-0.145502,-0.278818,1.306323,-0.831398,-0.139177,0.671733,opel
-0.10789,-2.169402,0.224986,0.33276,1.488001,-0.152717,-1.11025,saab
-0.364676,-1.326422,-0.792459,-0.828819,0.746605,-0.944194,1.241749,bus
-4.43803,0.475982,1.480273,0.796603,-1.469683,0.635944,-0.361419,opel
-4.166465,0.319235,0.062314,-0.940799,-0.5715,0.133668,0.087896,saab
0.999018,-0.809146,-0.065191,2.48031,-0.19136,-0.273931,-0.088593,opel
-4.993637,-0.609259,-0.682318,0.723401,0.088471,0.537369,0.647356,saab
0.287788,0.061925,-0.499539,-1.741542,-1.565553,0.124054,0.448444,van
-2.055787,-1.646819,0.405601,0.063966,0.665829,-0.290215,-1.02116,opel
0.458035,-0.455085,-0.321911,-0.1131,1.237063,1.043495,-0.31845,van
3.368152,-0.521406,0.359711,0.888426,0.664415,0.392475,-0.960998,van
-2.989314,-1.749692,0.011418,1.869147,0.407968,0.386493,-0.077054,saab
0.556131,-2.572113,-0.758538,-0.716692,1.057758,-0.525584,0.44142,bus
4.20683,-0.257485,0.533561,2.056833,-1.115919,0.665441,0.057826,opel
-3.332454,-0.258637,-0.940557,0.954257,0.690576,-0.774695,0.119208,opel
-4.941899,0.123975,0.469304,1.414382,-1.516636,1.114716,0.509186,opel
-4.791986,2.939823,1.658041,1.647032,-0.157086,-0.462592,-0.252621,bus
1.629138,-0.277621,-1.106913,-0.800133,1.640584,0.378432,0.777375,van
-6.796607,3.462245,1.937748,1.601961,0.199211,-0.889008,-0.746899,bus
4.085446,3.288467,0.137154,0.476987,0.551228,0.371054,-0.594258,van
2.353834,0.18071,0.918631,-0.301822,-1.40027,-0.847687,-0.394139,opel
-3.557079,-0.366117,-0.287973,0.915511,0.34724,0.190939,0.261143,saab
-3.561382,1.757157,1.744713,0.829127,-1.181291,-0.334486,-0.547581,bus
-3.623891,1.147186,0.467123,-0.274331,0.444605,-1.462886,0.068812,bus
0.672264,-1.331417,-0.551044,-0.104388,0.712192,0.746823,-0.147713,van
-4.215439,-0.296017,0.533104,-1.096681,-0.124709,0.084914,-0.891175,saab
2.119881,-1.589716,-0.353022,1.193907,0.044907,-0.357646,0.562855,bus
2.538622,-0.639519,0.484529,-0.251421,1.704814,0.554566,-0.551538,opel
-2.392721,-0.367876,-0.181072,0.281772,1.378328,-0.390442,-0.436539,saab
0.094584,-1.477044,-0.530555,-1.247569,-1.179627,0.242554,0.572516,van
1.949262,2.680586,-0.514109,0.170761,1.036427,-0.24254,0.210199,bus
2.573279,-0.439289,0.055185,-0.905526,0.453262,0.583666,-0.299719,van
2.456171,2.748789,0.619615,0.165834,-0.553387,0.509635,0.450032,bus
0.682294,-1.452841,-0.632607,-0.372281,1.730742,0.786996,0.18923,van
-2.199799,0.261368,-0.61783,-1.142766,1.274663,-0.282185,1.056777,saab
0.124306,-1.185005,0.712617,1.97693,-0.5195,-0.144428,-0.089615,saab
5.370291,1.818234,0.391239,-1.060348,-1.103544,-0.976284,-0.397888,van
0.89903,-2.804012,-0.957552,0.972603,-0.242005,-2.072063,-0.230554,bus
2.262186,-2.628887,0.187534,1.465089,0.075544,0.146437,-0.382619,saab
2.733517,-1.334551,-0.092144,-0.422032,0.094409,0.534953,0.077965,van
4.502182,-0.240314,0.723858,-0.876072,0.23191,0.33194,0.067294,van
-2.872235,0.64824,-0.462787,-0.71517,1.545129,0.302464,0.569711,saab
1.79977,0.37054,0.888705,-0.061058,-1.823721,0.114424,0.367599,saab
2.040801,2.77171,-0.110358,0.452378,0.210423,0.500611,0.869846,bus
0.234945,1.859418,0.196623,-0.868532,0.414955,1.650124,-0.153896,van
-1.867434,-2.196963,0.425861,-0.068911,-1.144951,-0.405622,-0.715812,opel
-3.512342,-2.497778,0.725793,-3.259737,-1.213005,-0.222882,-1.380149,saab
2.375731,0.721093,-0.527328,-0.640081,1.080002,0.089974,0.154692,van
-4.042392,0.12065,-0.791018,1.134792,1.014487,-0.155456,0.325469,opel
-3.982927,0.557046,1.372393,-0.491792,-2.055539,0.624922,0.03907,saab
2.228523,2.586538,0.318735,0.729407,0.429055,0.603986,-0.028277,bus
0.372666,-1.686278,-0.133548,0.655174,-0.847574,-1.093129,-0.313071,saab
2.098127,-1.442426,-0.434369,0.316212,0.257848,-0.428759,0.277365,bus
-2.072324,0.567877,-0.338006,0.283998,0.609148,-0.67214,0.171092,opel
2.316208,-2.133879,0.152247,2.391613,-0.35903,0.420813,0.081737,saab
2.238687,2.655188,0.522373,0.560877,-0.21123,0.870619,0.548751,bus
-2.621821,-1.454756,-0.273794,0.366087,1.310821,0.093329,-0.619227,opel
-2.565423,0.751094,-0.617854,-0.390909,1.538234,0.292542,1.074655,opel
2.161561,1.340984,0.085257,-0.045839,0.039914,-0.235311,-0.072852,bus
3.056801,-0.891336,-0.214942,0.174626,0.733046,0.036897,-1.039863,van
0.659973,-1.468316,-0.658945,0.605677,1.190286,-2.001757,-0.70778,bus
-2.015495,-0.255401,-0.417452,1.263485,0.154194,-0.557535,0.208469,saab
-4.561891,2.872627,2.562036,1.152917,0.194848,-0.798698,-0.902074,bus
-3.778456,-0.676242,0.537528,-0.46251,-0.028786,-0.316103,-1.282289,saab
3.407868,1.723912,1.075817,0.579215,-1.300676,0.406707,-1.170292,van
-2.852561,-0.600434,0.055637,0.475848,0.459693,-0.656856,-0.690155,saab
2.7207,-2.862078,-0.229345,-1.137886,1.556247,0.848467,0.161963,van
-1.402939,-0.131978,-1.049259,1.746155,0.163404,-0.554438,0.732013,opel
-4.350967,0.293541,0.091474,0.933654,0.263747,0.864392,-0.182311,saab
4.9887,0.395195,0.776306,0.056734,-1.752333,0.114811,0.176422,van
2.520678,3.033137,0.36673,0.087252,-0.277742,-0.036153,0.200443,bus
-4.868555,0.266863,-0.160777,-1.068395,0.154126,-0.029472,-0.063586,saab
3.69753,-0.195784,0.531432,0.648767,0.149485,0.512793,-1.356071,van
-4.509778,0.198087,0.533433,-1.689446,-0.39458,-0.691943,-1.001753,saab
1.190219,0.143582,0.414595,0.506136,-0.270509,-0.733458,-0.276336,saab
2.596275,3.407525,0.584247,-0.805301,0.030103,-0.407077,-0.071118,bus
2.284456,-0.719887,-0.57381,-1.352196,0.961722,0.512076,0.305697,van
-2.951755,0.288859,1.398273,0.836107,-0.243415,1.059309,-0.566814,opel
-1.658271,-0.738328,0.307532,1.811469,0.031779,-0.659627,0.291139,bus
1.81017,-0.262723,-0.52013,0.058405,-0.149224,-0.326463,0.577118,bus
4.233837,3.217182,0.411185,-0.485002,-0.516569,0.061668,-0.06606,van
4.160937,-1.798246,0.92474,-2.347142,-1.719892,0.061798,0.107394,opel
-4.41147,-1.689813,0.702656,-3.100153,-1.002444,-0.162185,-0.57746,saab
-4.219091,1.169032,0.651958,-1.416253,-1.019841,0.327775,-0.13971,opel
1.53059,-1.61452,-0.824873,0.371822,0.062987,-1.233798,0.355057,bus
1.758903,-0.254717,-0.07715,0.508803,0.029567,0.559794,0.283567,van
4.05927,0.998221,0.554441,-0.6103,0.058826,-0.543972,-0.161135,opel
0.175619,-1.339478,0.015034,-1.03711,-0.450898,-0.727249,1.042187,opel
-1.308602,-1.520275,-0.602853,0.055529,0.018429,-0.395691,1.439259,bus
-3.259358,-1.392147,0.182712,-0.391825,1.619368,0.540859,-0.356262,opel
2.207206,2.21419,-0.690631,0.024136,1.293735,-0.213712,0.486365,bus
1.165208,0.399222,0.370291,-0.63905,1.371125,0.563675,-0.246347,saab
-3.618074,0.820949,0.802931,-0.500448,0.049071,0.42252,-0.73416,saab
1.849859,1.307997,0.286973,-0.724848,0.89515,0.297507,0.646649,bus
4.132713,2.490476,0.406537,0.046297,0.630741,-0.734314,-0.208268,saab
-4.118731,1.107171,0.013071,0.908924,-0.378755,0.871646,0.675756,opel
3.417038,0.358437,1.1992,-1.612846,-1.060953,-0.401395,0.2813,opel
0.815957,-2.207971,-0.571994,0.279808,1.73168,-1.867671,-0.547423,bus
0.834987,2.065528,0.07962,-0.452034,1.175946,1.537051,-0.27553,van
2.313778,2.762814,0.384802,0.60682,-0.227046,0.289832,0.173725,bus
1.367086,2.913797,-3.298336,0.464115,-0.03296,1.114879,-0.459772,bus
-0.012771,0.786788,-0.573937,0.205074,0.180312,1.612236,0.578545,van
-4.811142,-0.623641,0.387988,0.292823,-2.036832,0.490876,0.359097,saab
-1.543378,-0.805852,-0.356324,1.644979,-0.896914,-0.556352,0.060345,opel
-1.067483,-0.688894,0.060065,0.716052,-1.082101,-0.734568,0.071658,saab
3.63877,1.529655,0.420514,0.924402,0.620013,0.187314,-0.844004,saab
-4.93068,0.543042,-0.977726,0.116359,0.173134,-0.125344,0.759307,opel
1.403705,-2.721181,-0.423025,-0.368605,0.822713,0.427926,-0.364564,van
-3.871095,-0.566938,-0.032453,-0.220143,-0.684818,0.229406,0.587337,opel
-4.588808,0.763471,0.423395,-0.446412,-0.249045,0.470081,-0.455256,opel
1.691167,0.834378,0.249001,2.13297,-0.088841,0.153767,-0.075238,opel
-1.271455,-1.918404,-0.209251,-0.673716,1.902831,0.46434,-0.426041,opel
-4.578076,1.296185,0.720856,-0.431863,0.910415,1.798247,-0.647998,opel
2.924068,0.500078,0.88718,-0.392127,-1.049467,0.630906,0.094792,van
0.279728,1.569119,0.309422,-0.676344,-0.201321,1.426341,-0.313058,van
1.945995,-3.305991,-0.366385,1.165333,0.89144,-0.58627,-0.557091,bus
-0.218911,-2.127364,-0.476248,-1.416264,0.533991,-0.429135,0.390463,bus
-4.206319,-0.3519,0.482802,-1.237853,-1.189708,-0.561142,-0.663865,saab
0.508186,0.782515,0.938181,-1.085561,0.038718,-0.034961,0.08856,saab
4.601126,2.574785,0.763956,-1.179863,-1.25993,-1.468451,-0.273111,saab
-7.040196,3.884829,2.020032,0.476981,0.806975,-1.05501,-1.072448,bus
2.142262,0.37325,0.074902,-0.032715,0.485947,0.995539,0.402995,van
0.372833,-0.828115,0.345484,-1.836647,0.103268,-0.045616,0.016771,saab
1.257519,-0.350521,0.239103,1.135039,-0.268919,1.301645,-0.319582,van
1.928153,-1.686635,-0.189094,-1.580293,0.42476,0.463546,0.448958,van
3.727494,-3.513411,0.772718,1.463823,-0.915607,0.121605,-0.512104,opel
0.446508,-0.609047,-0.202201,1.43604,-1.060108,-0.832888,0.01671,saab
0.318434,0.167518,-0.789637,0.913087,0.220115,1.41942,0.645372,van
-4.797244,-0.003088,-0.530093,-0.286206,1.344238,0.246996,-0.569402,saab
3.292955,-1.006512,0.353741,1.929935,-0.051996,0.390272,0.222874,saab
4.759582,0.336693,0.57093,1.224769,0.049036,0.329961,-0.047888,van
