@relation 'pendigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute 0.424input6-0.419input14+0.375input8-0.346input16+0.302input4... numeric
@attribute -0.475input10-0.445input9-0.387input11-0.316input12+0.301input15... numeric
@attribute '-0.451input1+0.4  input7-0.342input11-0.34input2+0.306input5...' numeric
@attribute 0.562input13+0.487input15-0.358input3-0.298input5-0.252input1... numeric
@attribute 0.452input2-0.417input3+0.392input9+0.361input7+0.305input4... numeric
@attribute -0.524input1+0.439input5+0.395input11+0.364input13-0.217input15... numeric
@attribute -0.671input2-0.359input12+0.355input9-0.343input10-0.247input5... numeric
@attribute -0.477input1-0.476input7-0.454input13-0.359input16-0.218input8... numeric
@attribute -0.643input3-0.497input15-0.405input9-0.266input12-0.174input4... numeric
@attribute -0.478input6-0.445input16+0.359input7-0.324input4-0.294input14... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
1.976757,-2.455237,2.885881,0.413691,-0.770887,-0.731746,0.649412,0.026355,0.298088,-0.033749,1
1.564188,-1.048321,-1.603581,0.57829,-2.600354,-0.605751,-0.266218,0.100397,-1.264983,-1.344684,9
2.154467,-0.042959,-0.593156,-2.673737,0.912346,0.573276,0.799913,-0.181561,-0.851847,0.54403,3
-2.767725,1.504807,-0.104906,-0.761804,-1.785717,1.373486,-0.486991,-1.97837,-0.013593,0.677111,8
2.472491,-0.960309,-0.219178,-0.917659,-0.411038,1.018027,0.277377,0.038916,0.078764,0.243537,3
2.172635,-1.144023,-0.180774,-0.025194,0.286766,1.573154,0.245323,0.653657,0.727161,-0.370254,3
2.654989,-0.81509,-0.47961,-1.103993,-0.357526,1.135568,-0.002321,0.06753,-0.158878,0.034298,3
1.975372,1.40029,0.902988,2.029173,-0.106016,-0.159317,-0.085101,0.317953,0.68735,-0.298318,2
1.113305,1.997399,1.096153,-0.326754,0.81635,1.038065,-0.091971,0.154483,-0.852118,-0.440364,7
2.691333,-0.574845,-0.527407,-0.638166,-2.022992,0.401675,-0.995528,-0.26492,0.116638,-0.603084,5
2.922712,0.603337,0.677774,-1.538808,0.994539,-0.829205,0.431031,0.64811,-1.497065,0.169834,1
2.492109,-1.298501,-0.213084,-0.636546,0.585631,1.906762,-0.323359,0.259283,0.018292,-0.263952,3
-1.034415,-1.342411,-0.892711,0.963485,1.322814,-0.218604,-0.483471,0.416307,-1.012003,-0.294819,4
1.966877,1.073565,0.735302,1.923917,0.532725,0.490096,0.205274,-0.05748,0.3643,0.115127,2
-2.792627,1.999209,2.348964,-1.018122,0.906731,-0.088627,-0.545468,-0.644886,0.528344,-0.351681,5
-0.774464,-2.110155,0.063393,-0.235706,2.088453,-0.521382,-0.751277,0.267725,0.413749,0.22052,4
2.771666,-0.530894,1.01926,-1.620305,-2.422278,-0.517542,0.496033,1.166344,0.96402,-0.761786,8
-3.919095,-2.327288,1.309919,-2.122354,0.405665,-0.188965,-0.184313,0.321685,-0.406508,0.496184,0
1.60577,2.051185,0.373554,1.522796,0.119995,0.019403,-1.198708,0.547286,0.28686,0.092588,2
-3.688954,1.681075,1.972148,0.493969,-0.978071,-0.711898,-1.314242,0.422941,-0.131342,-1.226984,5
-3.187812,2.306107,2.126348,-0.571935,0.57462,-0.586237,-0.755497,-0.547363,0.535109,-0.259951,5
1.81832,-2.184464,-0.615515,-0.258097,-1.991919,0.484872,-1.086222,-0.155541,-0.334953,-0.062137,9
-0.861877,2.61508,0.878613,0.588194,0.341179,0.724317,-0.3599,0.280049,-0.609421,-0.074511,7
-0.615207,0.914831,-2.778565,0.078458,0.086388,0.162256,0.0544,0.936157,0.735272,-0.049278,6
0.399031,-2.08898,-1.290704,0.836303,0.884288,-1.871543,-0.676412,-1.41115,-0.726429,-0.463944,9
1.720641,2.498885,1.345947,0.14892,-0.384052,0.105172,0.257864,0.14486,-0.621641,0.935535,2
1.654925,1.876926,1.873544,-0.572664,0.796386,0.803652,0.347794,0.261005,-0.101942,-0.089493,7
1.801737,0.919594,1.433028,-0.77576,1.394065,1.384481,0.116202,-0.181404,-0.77991,-0.024975,7
-0.58293,-2.344899,-1.37186,0.6098,0.685685,-1.216082,-0.769544,-1.471629,-2.130731,0.297323,4
-1.867754,-2.236135,0.37001,0.210784,1.707186,-0.277795,-0.832413,0.674993,-0.002493,0.655948,4
-4.111909,-0.671412,-1.209272,-0.285853,0.378979,0.594674,0.625305,-0.458235,-0.156973,-0.659485,0
0.991452,2.276227,-0.057156,0.487916,-0.529587,-0.504565,-1.169993,0.111874,-0.778972,0.662839,2
2.514204,-1.364612,1.008136,-0.619867,0.273801,0.872455,-0.596078,-0.498467,0.592975,-0.237247,3
1.171871,-1.786941,-2.070913,1.276336,-0.092312,-0.613396,0.773278,-0.756997,-0.18286,-0.1499,9
2.449049,-0.754273,1.15446,0.165324,0.999855,0.827705,-1.326007,-0.578843,-0.453543,0.030958,7
-0.716842,-2.792598,0.736794,0.827764,1.911352,-0.05239,-1.108828,0.080869,-0.261242,0.071846,4
-4.037368,0.896527,-0.2129,0.386281,-2.192247,0.975674,-1.132577,-0.480727,0.055351,-0.073925,8
-0.468097,-2.42384,0.104812,0.389824,1.697518,-1.387549,-1.068951,-0.752339,-0.934822,-0.697834,4
1.642593,-2.797323,2.021767,1.905429,-0.457431,0.137624,0.617984,-0.782867,-0.682096,0.074873,1
0.174812,2.516145,1.446663,0.372185,0.126716,0.261298,-0.312847,0.013383,-0.414015,-0.231604,7
-0.99048,-2.092381,-0.579782,1.726644,1.247025,0.039923,-0.331993,-0.273478,-0.904366,0.956215,4
-1.065981,-1.669631,-0.833963,1.819652,1.161327,0.236159,-0.560687,0.626338,-0.242247,-0.088611,4
-3.643505,-1.14074,-0.72329,-1.373413,0.673109,0.216581,0.912334,-0.436614,-0.258783,-0.61211,0
2.062809,-1.158206,-0.21915,-0.282978,0.320507,1.197212,0.874779,0.249355,0.830559,-0.336862,3
1.958437,-2.338356,1.87098,1.687677,-1.394919,0.397603,0.407273,-0.845702,-1.113659,0.219519,1
2.224377,1.480285,1.060393,-1.786265,-1.749771,-2.131282,1.876656,0.942136,-0.38707,-1.204589,8
-0.274309,1.374516,-3.379333,-0.349865,-0.529501,0.001772,0.14112,0.034729,0.505863,0.063557,6
1.286588,2.313735,0.111562,1.745087,-0.059616,-0.097857,-0.494029,0.846043,0.440796,0.241129,2
-3.566565,0.132173,-1.16602,0.50301,0.74986,0.953911,0.774762,-0.065519,0.08423,-0.324511,0
-0.829929,-0.4859,-1.943245,2.219337,0.370222,-0.38184,-0.264308,0.602217,-0.857286,-0.053373,4
-4.077994,-0.68454,-0.193557,0.593908,0.19271,1.055049,1.393245,0.047719,0.251818,-0.548192,0
-2.090129,2.299104,-0.077683,-0.226646,0.066434,-0.239516,0.374015,-2.699243,0.573348,0.32175,8
-1.029646,-0.078105,-1.259409,2.592338,0.730236,0.447437,-0.440186,1.212528,0.217328,-0.336822,4
1.31956,-1.716185,1.007359,0.435979,1.418824,0.587454,-1.126307,-0.379348,0.089077,0.018184,7
-0.016679,1.859205,-0.445965,-0.345524,1.47965,-1.918059,1.956744,-0.161659,-0.500543,-0.568262,8
1.216315,-2.063884,-0.418138,-0.198391,1.217237,-0.244195,1.106817,-0.416857,1.862367,-0.144733,9
-2.204271,0.55932,-2.142902,1.33731,0.155907,0.891438,0.615763,0.592994,0.755137,0.316758,6
1.969873,-3.214213,3.126447,0.196462,-3.832713,-0.814102,1.233599,0.112282,-1.432168,0.824269,1
-3.534001,1.903508,1.859282,-0.440512,0.265133,-0.558633,-0.78477,-0.203713,0.49905,-0.500255,5
1.106781,2.702599,-0.185675,-0.860166,-0.120646,-2.125919,1.19852,0.43038,-1.064686,-0.886938,8
1.89239,-2.871411,2.460257,0.414645,-1.182415,-0.180656,0.803397,-0.179941,0.155599,0.190999,1
0.069543,-1.422671,-1.428817,-0.769823,1.174153,-1.103363,-0.51015,0.753258,0.044144,-0.347378,4
-0.930836,-0.472192,-2.001652,2.065621,0.63263,-0.432702,-0.186969,0.578998,-0.294084,-0.08585,4
1.689475,-1.061549,-1.674743,-0.813153,0.863579,0.396715,-0.103124,-0.54206,0.63904,0.496482,9
1.923129,-1.875111,1.646284,-0.914205,1.284644,-0.663511,-1.243767,-0.495493,1.676277,-0.59933,1
-4.364211,-1.940997,0.922146,-0.658874,0.603823,0.97088,0.507674,0.596756,0.165741,-0.188958,0
-0.569339,0.994615,-1.671759,2.119469,-0.124544,0.675007,-0.451258,0.741907,-0.962174,-0.107407,4
2.482766,-1.273395,-1.348709,-0.562052,-1.731809,0.790334,-1.220408,-0.025873,-0.755474,-1.033523,5
-0.466335,-2.851025,-0.609324,-0.948752,1.560663,-1.554549,-0.889155,-0.91533,0.080325,0.40896,4
1.611267,-0.622628,-0.880353,-0.285972,0.782877,1.49245,0.268685,0.842621,0.446879,0.019291,3
-3.328468,1.686072,2.87387,-0.599285,-1.796406,-0.850135,-0.644917,0.762746,-0.281329,-0.305371,5
0.918625,3.191615,-0.325248,-0.005939,-0.080347,-0.270987,-1.021258,0.354421,-0.859959,1.358948,2
1.720201,-2.304063,-1.150315,0.2701,-2.056081,0.584864,-0.436969,0.28279,-0.511135,-0.563128,9
-0.927249,-0.154114,-0.598163,2.772736,0.893445,0.307996,-0.663156,1.032356,-0.074833,-0.141902,4
-0.091031,2.072719,1.18765,0.310748,0.682491,0.744612,-0.531079,0.002512,-0.78292,-0.268501,7
0.978251,1.429088,1.220867,0.576095,0.809184,0.842973,1.093261,0.325975,-0.200183,-0.029301,7
-0.581618,0.796656,-2.848768,1.120971,0.455999,-0.042315,0.300151,0.587633,0.803525,0.250243,6
-0.071398,0.945953,-3.074369,-0.473097,0.27923,-0.071402,0.23418,0.700626,0.727808,-0.052874,6
0.752485,0.518511,-0.386142,0.640062,0.322761,3.042796,0.804733,-0.849149,-0.456416,0.480385,7
1.662586,1.968407,1.236573,2.171724,0.068516,-0.725087,0.190066,0.50276,1.509818,-0.229707,2
2.810005,-0.141999,-1.148031,-1.251637,-1.350398,-0.04904,-1.345331,-0.312049,-0.246033,-0.503875,5
0.685268,-1.596813,-0.168422,0.602984,-1.476672,0.88647,-2.70764,0.10177,1.641893,-0.783148,9
2.316543,-0.383732,-2.001823,-0.164906,-1.704409,0.396826,-1.7163,0.212924,-0.423877,-1.03754,5
-1.025782,2.345184,0.05797,0.20325,1.661037,-1.626993,0.729173,-0.551231,0.316615,-0.82253,8
2.35528,-0.858741,-0.099454,-0.941253,-0.011916,1.394697,-0.404399,0.259829,0.034315,-0.000587,3
2.14921,0.88702,1.341469,1.959,0.432693,-0.039171,0.52904,0.085063,0.691044,0.051637,2
1.07071,1.75568,2.273505,-0.70851,1.686894,0.692356,0.263282,0.228781,-0.091434,-0.300016,7
-4.293997,-1.13454,-0.283092,-0.537369,0.761922,0.661225,0.255715,0.641471,0.311834,-0.31724,0
-1.812108,-3.860577,4.747666,-0.123204,-3.225362,-1.257742,2.456598,0.466357,-0.702507,0.394096,9
-0.718869,0.058151,-2.646156,0.553983,-0.912508,-0.242924,-0.54824,0.258189,-0.922815,0.519286,4
-4.289058,1.472849,1.15259,0.274521,-1.086632,-1.064763,-1.710889,-0.012386,-0.334137,-0.706418,5
1.033485,-1.798708,-2.626547,0.7419,-1.266212,-1.347419,0.877206,-0.456398,-0.692298,-0.475541,9
-2.963335,1.354395,1.448797,-0.829997,-1.480877,1.880827,-1.118017,-0.876023,0.071982,0.369668,8
-1.41983,0.512116,-2.639146,0.058526,0.392711,0.025696,0.449135,1.462126,1.028959,0.56735,6
1.192271,1.890803,0.884272,-0.902168,-0.074585,-2.15431,2.808525,-0.683084,-0.883972,-1.240486,8
2.093997,1.807859,1.36548,0.712458,0.235426,-0.374403,0.679211,0.027538,-0.010835,0.634259,2
-0.891797,0.929452,-2.267062,-0.181773,0.027296,0.230718,0.149671,1.46276,0.140615,0.098349,6
-4.257613,-1.704451,0.198019,-1.006309,0.680482,0.531707,0.625736,0.071602,0.094998,-0.354231,0
1.720818,-2.76097,2.093614,0.796302,-0.444708,-0.053289,0.44256,-0.372689,0.216143,-0.034556,1
-3.83291,0.175471,-0.081304,-0.406201,-2.875383,1.09058,-0.241091,-0.653187,0.219071,0.139805,8
-1.65277,-2.806856,1.309457,1.102838,1.092397,0.0019,-1.688601,-0.486927,-0.577391,0.912788,4
-2.975785,1.952706,2.656698,-0.768601,0.178128,0.070132,-1.035645,-0.426775,-0.115158,-0.10016,5
1.183315,1.891091,1.242297,0.041354,0.982912,1.15373,-0.364986,-0.021715,-0.570119,0.437586,7
1.089073,-3.575132,2.203456,1.755958,-1.472747,-0.400629,0.99869,-0.178158,-0.277827,0.08091,1
-4.050804,-1.555201,0.575603,-1.07843,1.344895,0.60902,0.100873,0.721748,0.236907,-0.409867,0
2.022771,-2.633775,2.674615,-0.663973,-0.583729,-0.758794,0.345729,0.334593,1.196658,-0.249393,1
0.82349,1.481991,-3.199191,-0.831192,-1.126267,0.037559,-0.110603,-0.350117,0.147009,0.489458,6
0.4684,1.86546,-2.30939,-0.961568,-0.406163,-1.10407,-0.466442,-0.016755,1.197349,0.234231,6
1.674923,1.469879,1.358799,-1.052039,0.815659,1.128915,0.168908,0.283586,-0.687696,-0.318728,7
-2.553283,2.318895,3.211337,-1.394655,0.493758,-0.348778,-0.230785,-0.341044,0.445687,0.280806,5
1.509453,-3.101697,2.355519,1.595231,-1.304999,-0.049035,1.320552,-0.480045,-0.302025,0.447452,1
0.056416,0.43789,-0.221974,0.306132,0.349129,2.428269,0.520266,-0.308977,0.518029,-0.542306,7
-0.794104,1.541121,-3.254822,0.623245,-0.407573,-0.058943,0.470369,-0.310963,0.734718,0.464909,6
2.45905,-0.893327,0.143336,-1.353106,1.154246,1.685952,-0.177388,-0.160872,-0.034439,0.264909,3
-0.593575,-2.319551,0.892577,1.010007,1.687934,-0.279027,-1.27024,-0.494398,-0.023912,0.457752,4
1.787552,2.480107,0.519073,-0.628169,-0.381729,-0.418348,0.053974,-0.472005,-1.307831,1.483677,2
2.206948,-0.497287,-0.822146,-1.910123,0.668014,0.881442,0.131487,0.186609,-0.65779,0.223913,3
1.305331,2.177879,-1.93455,-0.433596,-1.831925,-0.267347,0.051672,-0.960669,-0.241798,0.522073,6
-0.822417,1.622572,-2.79982,-1.080594,-0.566881,-0.306733,0.204222,0.011763,0.347971,-0.357108,6
1.690819,-2.372232,1.3575,1.060381,1.312265,0.024752,-0.637561,-0.894976,0.684905,-0.858086,7
1.895718,-0.169887,-0.202868,-0.688402,0.778145,1.613889,1.123793,1.162552,0.602583,0.015599,1
-0.516713,0.803322,-3.087098,-0.234254,0.365233,-0.189509,0.335695,0.865436,0.965597,0.035365,6
-1.187297,-3.603691,5.803278,-1.127056,-2.695586,-2.427551,1.844771,0.856638,-0.093697,0.042243,9
-0.68081,2.290429,0.265936,-1.042804,1.529177,-1.124691,0.346665,-1.63734,-0.038474,0.478993,8
-4.423035,1.216256,1.728109,0.097704,-1.944331,-1.194877,-1.406315,0.650519,-0.72892,-0.33587,5
2.149022,-0.97566,0.027594,-0.233118,-0.362535,1.48181,-0.161755,-0.193872,0.643902,-0.054475,3
-0.155394,2.302911,-2.60279,0.852732,-0.824777,-0.754929,-0.194526,-0.537661,0.523027,0.655762,6
-3.821348,-1.562723,-0.43564,-0.964717,1.400218,-0.075898,-0.001851,0.483484,-0.135453,-0.59441,0
-4.61694,-0.590622,-0.424842,0.710222,0.227241,0.98496,0.740808,-0.425543,-0.265739,-0.206146,0
-1.023168,1.830048,-0.284816,-0.209395,1.808329,-1.401105,1.507799,-1.106153,-0.598087,-0.636023,8
1.905991,-2.047047,-2.321979,-0.088805,-0.786637,-0.94691,0.966623,-0.551319,-0.790256,-0.654695,9
2.273546,-0.466188,-1.142895,-1.626344,-0.406889,1.028629,0.168516,-0.151321,-0.590186,0.689829,3
0.655511,1.7466,1.307329,0.416676,1.112951,1.028074,-0.144758,-0.311816,-0.540122,-0.097244,7
1.473648,0.951822,1.72621,-0.476182,1.438778,1.227205,0.72428,-0.101572,-0.70461,0.0934,7
-3.73042,1.853704,1.512298,-0.668723,-1.333937,-1.299628,-1.37776,0.272825,-0.290263,-0.648697,5
-1.628075,0.002574,-1.761906,2.002739,0.428897,0.101602,-0.073811,1.010956,-0.23155,0.56428,4
1.34166,-2.193356,2.307346,2.385265,-0.926568,-0.741879,0.895243,-0.19824,0.352226,-0.127555,1
2.458989,-1.08769,0.000232,-0.587492,0.602022,1.953849,0.312249,0.247104,0.349161,-0.19061,3
1.225293,-3.628666,2.304305,1.647568,-1.526176,-0.261897,1.169747,-0.342239,-0.217459,0.18338,1
0.593508,2.583582,0.392309,1.009831,-0.732391,-0.34575,0.492105,0.632008,-0.14795,1.013469,2
-2.798007,1.294128,0.601433,-0.162158,0.531871,0.898665,-0.043783,-2.094695,1.126574,1.346378,8
-0.885182,0.011899,-2.245085,2.165078,0.01488,-0.419009,-0.413552,0.240969,-0.372602,0.053321,4
0.498131,1.871948,1.051203,0.617749,0.655778,0.635492,0.288345,0.273559,-0.536518,-0.100963,7
2.048201,-0.703566,-0.643417,-1.806268,0.739486,0.41372,0.124494,0.476031,-0.52664,0.110496,3
-0.444387,1.157107,0.326347,-0.282465,0.740437,-0.876207,3.328959,-0.565144,-0.595574,-1.063722,8
-0.975598,0.761353,-2.526403,-0.406813,0.15909,-0.114915,0.053522,1.484297,0.591781,0.356903,6
-1.735385,-1.111078,-0.722983,1.231276,1.19509,-0.376365,-0.23806,1.060303,-0.72219,0.624282,4
-0.738015,1.299726,-2.681885,-1.129736,-0.148938,-0.565742,0.195315,0.559095,0.789823,0.25222,6
-0.431553,2.604035,1.146836,0.369073,0.487452,0.481723,-0.847487,0.137384,-0.587188,-0.308063,7
1.893443,2.192453,0.715516,0.310933,0.082904,-0.566441,0.499863,0.114343,-0.460913,1.060456,2
1.900797,-1.920701,-1.004802,-1.577292,1.239123,-1.530262,-0.701846,-1.048206,-0.031468,-0.084549,9
-1.924788,-0.095198,-2.425224,0.658606,-0.058637,-0.494945,0.123323,0.919827,-1.185953,0.914403,4
1.480166,-3.225265,2.346993,1.087395,-0.824149,-0.205178,1.021653,-0.286616,0.170949,0.185918,1
-1.67646,-1.039683,-2.18371,0.655401,-0.331446,-0.909301,-0.541866,0.869961,-0.79574,0.391051,4
-3.844365,-2.741213,2.542668,-1.459664,-0.059123,0.119868,0.038513,0.861252,-0.191999,0.615038,0
-1.051364,0.847701,-3.079283,-0.523923,-0.089884,-0.071647,0.428737,0.420318,0.598863,-0.133662,6
-1.456304,-0.643403,-1.39414,2.187501,0.477067,0.243597,-0.532638,0.838531,0.000284,0.212127,4
1.918133,-0.238933,-1.226705,-2.282272,0.795621,0.3586,0.18368,0.126084,-0.911677,0.932155,3
-1.293981,0.630967,-2.561175,-0.711819,-0.162886,0.410658,0.419478,0.411464,0.3176,0.102496,6
2.061904,-0.450742,-0.624784,-0.818595,-0.177125,1.806835,-0.477812,0.380523,0.04591,0.049025,3
1.065587,-2.274448,-1.947362,-0.39369,0.822688,-1.063545,-0.738296,-1.148211,-0.057111,0.094405,9
1.247638,0.09092,0.177765,1.291181,0.431446,0.624741,-1.000805,0.132013,-1.071228,0.070668,1
1.441543,2.788964,1.262312,-1.075462,0.52449,0.644,-0.55976,0.682134,-0.726075,-0.496491,7
-4.427927,-2.323744,2.418781,-1.198243,-0.433202,0.197268,1.468522,0.898335,0.522797,0.590469,0
1.811733,1.133543,1.455849,-1.38183,1.110874,1.056361,-0.149077,0.116874,-0.284755,-0.320896,7
-0.654937,2.327269,0.444746,-1.563131,1.323039,-0.995835,0.231958,-1.622288,-0.414711,0.688763,8
-0.988773,0.64323,-2.786641,-0.762138,0.330572,-0.473656,0.229591,1.336785,0.235654,0.204554,6
2.385943,-0.641541,-0.556718,-1.237909,0.059644,1.261623,-0.389595,0.423093,-0.092574,-0.066519,3
-3.328261,-0.097374,-0.509495,-1.463537,-3.483373,1.593786,-0.5553,0.044469,-0.957929,0.440546,8
-1.470616,2.129789,0.519402,-0.171043,2.011796,-1.644094,0.960487,-0.850084,0.157844,-1.049231,8
2.6959,-0.964575,0.478315,-0.993895,0.188829,1.007564,-0.781181,-0.408741,0.317272,-0.125018,3
2.560945,-1.94255,-1.392977,-0.820766,-0.617546,-0.579499,0.998188,-0.478557,-0.917593,-0.229409,9
-0.429475,1.611727,-2.941216,-0.452026,-0.25557,-0.571447,0.145706,0.402746,0.973264,0.413352,6
-3.433167,0.487965,-2.666392,0.391872,-0.227945,0.313615,0.822395,-0.689673,-0.424517,-0.344374,0
1.134136,2.899265,0.592367,0.279381,-0.572055,-0.480063,-0.061939,0.485586,-0.520534,0.841217,2
-3.922739,-1.92529,1.247622,-0.55466,0.226071,0.158834,1.590713,1.015091,0.237506,-0.217631,0
-3.593866,1.796129,2.107673,-0.160235,-1.250524,-0.611125,-0.607861,0.107448,-0.01375,-0.243699,5
-3.452118,-2.708877,1.18967,-1.025018,1.214726,-1.037816,-0.672075,1.417716,0.039648,0.426639,0
1.468587,2.165134,1.182388,-0.28479,0.95328,1.178376,-0.351344,0.048295,-0.724172,0.319619,7
0.690529,1.386427,0.667443,1.093449,1.312037,-1.21817,-0.33673,0.824802,1.221181,0.390579,1
0.756546,2.169265,-1.237309,1.053085,-1.997408,0.961802,0.623194,-0.157517,-0.285597,0.258288,6
0.199756,0.681074,-2.563011,0.198009,-0.099678,-0.077752,0.749161,1.20853,0.690149,-0.304089,6
1.286983,-3.755661,2.844943,1.124416,-1.287118,-0.610154,1.226224,-0.207787,0.147124,0.147249,1
-0.013443,2.605033,0.889089,0.067852,0.446082,-0.030496,-0.557205,0.594773,-0.889623,-0.220481,7
3.035932,-0.217651,-0.971395,-1.716277,-0.909408,-0.183635,-0.923876,-0.264406,-0.313283,-0.286624,5
-0.541423,0.729108,-2.918159,-0.692014,0.44094,-0.846338,0.107132,1.118714,0.375133,0.060512,6
1.207164,2.382495,0.991315,1.119852,-0.384148,-0.464846,-0.32065,0.757492,0.067465,0.27606,2
1.347809,-2.087542,-0.465869,0.62729,-1.926929,0.956539,-1.897403,0.15108,0.736287,-0.486921,9
-1.587033,0.77675,-2.55585,1.523743,0.042535,0.716645,0.485635,0.683258,1.061242,0.626677,6
-4.160858,-1.705592,0.751433,-0.9731,0.964811,0.533393,0.435709,0.674726,0.186769,-0.263666,0
1.093953,2.733471,1.048262,1.381494,-0.072909,-0.47032,0.531569,0.910281,0.747862,0.653927,2
2.096857,-2.241919,-0.755994,-1.151227,0.697544,-0.184582,-0.303946,-1.458438,-0.274026,0.106975,9
2.51473,1.667436,1.661023,-0.783491,1.111988,0.179505,-0.887151,0.465209,-0.664905,0.647585,2
-0.616981,0.521443,-0.883418,-1.57045,0.132427,2.009349,0.259708,0.447526,-0.555827,-0.05866,7
-0.804573,-1.791981,-0.561406,2.212299,1.374396,0.47768,-0.356013,0.140886,-0.28041,0.280114,4
1.763526,2.810274,0.64472,0.333266,-0.614041,-0.663907,0.652735,0.274744,-0.202697,1.161522,2
1.165092,2.407451,1.206452,1.090168,0.008319,-0.349642,0.473643,0.292419,0.409097,0.798327,2
-1.744526,-1.880799,-0.521634,1.534866,1.436979,0.208588,-0.278661,0.59343,-0.324723,0.767146,4
-3.796807,-2.086367,0.495246,-1.966277,0.943661,-0.205463,-0.608306,0.565404,-0.509563,0.296221,0
1.566616,-1.196421,-1.740273,-0.858625,0.702621,0.15542,-0.152599,-0.745908,0.590879,0.643437,9
2.052726,1.827024,1.404458,0.904612,0.091012,-0.321345,0.262826,-0.030887,0.277459,0.167338,2
1.762813,0.576176,-1.169119,-1.896416,0.164235,-2.105382,-1.406493,-0.036364,0.637921,-0.464235,1
-0.701274,1.751466,-2.868543,-0.604745,-0.689573,-0.385845,0.099555,0.081805,0.932953,0.338518,6
-3.312459,1.640578,2.870418,-0.493812,-1.1393,-0.613356,-0.908223,0.799663,-0.164064,-0.545427,5
-0.669935,1.016046,-2.645419,1.829364,-0.69846,0.215101,-0.279319,0.033373,-0.265818,0.633085,4
0.94608,2.597541,-0.400269,1.087829,-0.077553,-0.045092,-0.697031,0.525293,-0.166851,0.826232,2
0.56655,2.055858,1.682197,-0.122613,0.630804,0.728159,-0.085803,-0.085883,-0.802725,-0.179618,7
0.369784,-3.862225,2.406658,1.711853,-1.820784,-0.695832,1.12322,0.263613,-0.240223,0.362572,1
-3.926676,-0.770245,-1.039669,-0.595804,0.27374,0.112719,0.790146,-0.251656,-0.275408,-0.528677,0
-3.632432,-3.384188,3.101079,-2.095214,-0.626666,-0.681473,0.229579,0.715014,0.169683,0.905357,0
1.241724,-2.366244,1.982967,2.400245,-1.51261,-0.679356,1.043107,-0.048452,-0.120839,-0.063972,1
1.578686,-0.69723,-0.17129,-0.012104,0.200499,1.624827,-0.048587,0.562929,0.663428,-0.350916,3
-2.830842,2.035508,0.214277,0.439235,0.697715,0.716029,0.092825,-2.895111,0.72012,0.456665,8
1.76439,-0.702189,-0.666922,-0.314871,-0.390433,1.503395,-0.255315,0.661062,0.295391,-0.194023,3
0.900784,2.797868,0.59985,-0.089926,-0.683091,-0.556715,-0.179113,0.008019,-0.833654,1.026642,2
1.973724,-1.562191,-1.385775,-1.204429,0.343319,-1.011276,0.448516,-0.838646,-0.22754,0.431513,9
-1.138031,-0.950215,-0.463391,1.117799,1.755411,0.19117,-0.222261,1.481538,-0.045206,-0.165599,4
0.566607,2.255498,1.38599,0.009891,0.58602,0.473414,-0.478795,0.274623,-0.831323,0.007831,7
1.738699,-1.575013,-1.165353,0.197662,-2.891077,-1.062054,0.276547,0.343285,-1.114862,-1.193123,9
2.113088,-1.481406,0.156417,0.045049,0.870555,1.710607,0.309362,0.063348,0.581354,-0.037989,3
2.599385,-1.176341,2.727688,-0.958656,-0.289665,-0.538371,-0.315447,0.448587,0.73859,-0.458764,1
-0.620838,1.146132,-2.959425,-0.545017,-0.058699,0.36068,0.411149,0.597039,0.070082,-0.388143,6
-1.078258,-0.021195,-2.314679,1.23632,-0.199753,-0.099577,-0.195278,0.745772,-0.583495,0.488575,4
-1.32517,1.432304,-2.978832,0.329549,-0.457797,-0.067394,0.42226,-0.498088,0.376332,-0.013643,6
2.501197,1.801703,0.993341,-0.172188,0.050532,-0.156095,-0.675322,-0.238515,-0.822893,0.905878,2
-0.38207,-2.606056,0.26053,0.80916,1.719423,-0.453536,-0.974798,-0.655608,0.027722,0.34747,4
2.598818,-0.643328,-0.756963,-1.755148,-0.134502,0.589937,0.830774,-0.27086,-0.325253,0.58547,3
1.707279,-2.700532,3.230263,-0.097572,-0.909372,-1.131385,0.840358,0.440543,1.114372,0.124106,1
0.002801,2.043653,1.701835,0.315544,0.427251,0.672983,0.108176,-0.126318,-0.739102,-0.106722,7
-1.9244,1.898025,2.059917,-0.721066,1.275403,-0.681985,-0.000341,-0.912287,0.780933,-0.760771,5
0.966748,-2.168131,-2.249643,0.533896,-0.400588,-0.868684,0.503987,-0.23143,-0.753728,-0.789943,9
1.792849,-2.811043,2.548052,0.027394,-0.590812,-0.668292,0.697011,0.153686,0.928838,-0.130669,1
-1.346201,-1.15087,-1.377476,2.137417,0.757571,0.189809,-0.29651,0.360797,-1.11161,0.117238,4
-4.179381,-0.290261,-0.904437,0.5097,0.41096,0.935899,0.600113,-0.380906,-0.253307,-0.419356,0
-3.889147,-2.824858,2.526905,-1.867362,-0.609189,-0.294521,0.843076,0.562479,0.177871,0.691125,0
2.345073,-0.713833,-0.273351,-0.927648,-0.391223,1.072594,-0.274958,0.002578,0.103715,0.22091,3
-3.877135,1.294813,2.130204,0.292523,-1.650118,-0.998178,-0.754687,0.246977,-0.028113,-0.315281,5
